model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.117736,0.104926,2.36111,2.309833,0.163473
rf#1,0.100042,0.089335,2.351876,2.214595,0.146833
rf#2,0.099752,0.090308,2.314492,2.211029,0.146831
lgbm_gbdt#1,0.099062,0.094394,1.935567,2.110295,0.164172
lgbm_dart#2,0.097707,0.090871,1.663279,1.435673,0.1882
lgbm_gbdt#2,0.091008,0.078722,1.777501,1.639055,0.150755
lgbm_dart#1,0.071183,0.057031,1.90385,2.604063,0.087229
L-En,0.039,0.056124,1.637244,2.39745,0.073567
lasso#2,0.011558,0.034037,0.882001,1.510642,0.066708
elasticnet#2,0.007961,0.033105,0.781582,1.466749,0.065891
elasticnet#1,0.006911,0.032905,0.753267,1.455315,0.065782
ffn#1,0.004957,0.080196,0.594506,1.636372,0.159042
ffn#2,0.00463,0.07897,0.585316,1.626193,0.158148
pcr#1,0.001867,-6.2e-05,0.66738,-0.113757,-0.005803
pcr#2,0.001867,-6.2e-05,0.66738,-0.113757,-0.005803
lasso#1,6.4e-05,0.031824,0.584094,1.390377,0.065292
pls#2,-0.296589,-0.119495,-2.181479,-1.586416,0.133031
ridge#1,-0.33841,0.037151,-2.766862,1.296395,0.029916
ridge#2,-0.339961,0.037717,-2.775741,1.313866,0.029775
pls#1,-0.380975,0.042771,-4.217866,1.249681,0.114482
