model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.1882,0.135305,2.14874,2.114723,0.202392,0.1882
lgbm_gbdt#1,0.164172,0.108815,2.746074,2.670893,0.166815,0.164172
N-En,0.163473,0.108523,2.784764,2.859385,0.168567,0.163473
ffn#1,0.159042,0.103218,2.600047,2.857379,0.165588,0.159042
ffn#2,0.158148,0.101869,2.60835,2.861797,0.164189,0.158148
lgbm_gbdt#2,0.150755,0.100942,2.546176,2.560454,0.153616,0.150755
rf#1,0.146833,0.096868,2.765143,2.719657,0.148989,0.146833
rf#2,0.146831,0.096911,2.725155,2.76496,0.152461,0.146831
pls#2,0.133031,0.086185,2.232726,2.505296,0.138177,0.133031
pls#1,0.114482,0.064805,1.833873,3.042052,0.103387,0.114482
lgbm_dart#1,0.087229,0.049423,3.076533,3.032547,0.091615,0.087229
L-En,0.073567,0.049519,3.138926,3.282289,0.075365,0.073567
lasso#2,0.066708,0.044451,3.001717,3.232773,0.067862,0.066708
elasticnet#2,0.065891,0.044459,2.999869,3.232527,0.067221,0.065891
elasticnet#1,0.065782,0.044527,2.998469,3.231486,0.067179,0.065782
lasso#1,0.065292,0.045056,2.987292,3.223565,0.067067,0.065292
ridge#1,0.029916,0.056348,1.803988,3.05476,0.037229,0.029916
ridge#2,0.029775,0.05645,1.795845,3.052484,0.037044,0.029775
pcr#2,-0.005803,-2.7e-05,-1.713029,-0.258082,-0.005697,-0.005803
pcr#1,-0.005803,-2.7e-05,-1.713029,-0.258082,-0.005697,-0.005803
