model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.108519,0.102865,1.629724,1.258155,0.143101
lgbm_gbdt#2,0.106902,0.098147,1.649418,1.232844,0.130795
rf#1,0.106617,0.114168,0.994806,0.869584,0.152609
rf#2,0.102073,0.107997,0.995446,0.900451,0.146568
lgbm_dart#1,0.09656,0.101443,1.308426,1.01421,0.156896
N-En,0.091183,0.094375,1.065865,0.907691,0.128665
lasso#1,0.083021,0.079724,1.532865,1.231539,0.096766
lasso#2,0.082963,0.079737,1.532025,1.231372,0.09675
elasticnet#1,0.080794,0.079576,1.509452,1.230318,0.095201
elasticnet#2,0.07959,0.080014,1.487186,1.226181,0.095178
L-En,0.076418,0.078292,1.505575,1.166278,0.090464
lgbm_gbdt#1,0.053405,0.048608,1.797196,1.461811,0.074177
pls#1,0.026834,0.063278,-0.087051,0.59284,0.116192
pcr#2,0.010858,0.008052,-0.070338,1.949298,0.020306
pcr#1,0.010858,0.008052,-0.070338,1.949298,0.020306
ridge#1,-0.018012,0.075032,-0.070815,1.064445,0.067148
ffn#2,-0.018844,0.028261,-0.543072,-0.015007,0.061304
ridge#2,-0.020375,0.075332,-0.098528,1.067696,0.067018
ffn#1,-0.146994,0.007644,-0.992519,-0.185752,0.02483
pls#2,-0.211067,0.009924,-1.391662,0.110072,0.099652
