model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.17314726406245717,"[-0.3407600624557956, -0.005534465669118749]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.1410732707667034,"[-0.27585035832013016, -0.006296183213276629]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.16367514042547937,"[-0.3215023517341009, -0.005847929116857831]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.17380550466666023,"[-0.3420987204998507, -0.0055122888334697695]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.19228110057455794,"[-0.3796147147998763, -0.004947486349239583]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.15550494787505686,"[-0.3049265581246723, -0.006083337625441443]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.1902964709830316,"[-0.37559382876483216, -0.004999113201231031]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.09001378184110287,"[-0.17659706269987674, -0.003430500982328999]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.06122588472645768,"[-0.12311568069163692, 0.0006639112387215595]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.1979530648111637,"[-0.3910888246072697, -0.004817305015057727]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.12223816617125138,"[-0.23854664032484152, -0.005929692017661248]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.17643944326979333,"[-0.347454904853985, -0.005423981685601653]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.16986451382572665,"[-0.3340840083335801, -0.005645019317873201]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.07692978463837807,"[-0.15206726184930242, -0.001792307427453732]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.2658513118476441,"[-0.5272947662348522, -0.004407857460436038]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.260506573898615,"[-0.5165984024424528, -0.00441474535477715]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.283792056531061,"[-0.5631936851144999, -0.004390427947622122]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.11026472579887048,"[-0.21526446859199466, -0.005264983005746293]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.12588101649054184,"[-0.2456962984565616, -0.006065734524522082]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.0978742436846215,"[-0.19150405570010354, -0.004244431669139459]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",-0.05488006435752152,"[-0.11158233237568704, 0.0018222036606440062]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.12017632118035482,"[-0.23451386449193778, -0.0058387778687718495]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.1868346215966309,"[-0.3685733888534235, -0.005095854339838279]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",-0.12525491962981072,"[-0.24446523962044187, -0.006044599639179582]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",-0.25075722744702955,"[-0.49708406862956633, -0.004430386264492769]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",-0.15666945342593652,"[-0.3072856258720147, -0.006053280979858355]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",-0.24353100192628985,"[-0.4826164326749982, -0.0044455711775814866]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",-0.069163703017173,"[-0.13767992891129466, -0.0006474771230513543]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",-0.17757834673988493,"[-0.34977053378118295, -0.005386159698586912]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",-0.19355329102012708,"[-0.38219059113040466, -0.00491599090984951]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",-0.21635352725780288,"[-0.4281400562950599, -0.004566998220545848]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",-0.12690658450988557,"[-0.24771483608528655, -0.006098332934484585]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.3358825194833552}",-0.18761454881012207,"[-0.37015572912707406, -0.005073368493170083]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.073432032394333}",-0.16979697706805919,"[-0.3339466689140347, -0.005647285222083687]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11385953381489414}",-0.28431357505592125,"[-0.5642371306597862, -0.004390019452056304]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.126995609048578}",-0.1609193918456897,"[-0.31590582658955935, -0.005932957101820069]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.859416411328697}",-0.1619532960985548,"[-0.31800500022915457, -0.005901591967955033]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.092543214735832}",-0.16105080401978056,"[-0.3161725982803538, -0.005929009759207293]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 67.80227021579829}",-0.06954391772416446,"[-0.13838119925434267, -0.0007066361939862542]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 11.103525577197582}",-0.14825332269715208,"[-0.2902740922767275, -0.006232553117576645]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.198184512601387}",-0.20135950415297266,"[-0.39796686959484906, -0.004752138711096254]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.046896396312667}",-0.19037596519445465,"[-0.3757549414774368, -0.004996988911472489]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 12.384930898256401}",-0.1449113819803839,"[-0.2835486358446173, -0.006274128116150468]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.1515920461138471}",-0.26954545991331225,"[-0.5346872872713948, -0.004403632555229686]",3,1,60,True,
