model,family,is_ensemble,member_of,member_rank,estimator,params_json
ffn#1,nonlinear,False,,,Pipeline,"{""ffn__activation"": ""relu"", ""ffn__batch_size"": 64, ""ffn__device"": ""auto"", ""ffn__hidden_width"": 64, ""ffn__huber_delta"": 1.0, ""ffn__learning_rate"": 0.0001, ""ffn__loss"": ""mse"", ""ffn__max_epochs"": 50, ""ffn__n_hidden_layers"": 1, ""ffn__patience"": 10, ""ffn__seed"": 0, ""ffn__val_split"": 0.1, ""ffn__dropout"": 0.4731634167180391, ""ffn__weight_decay"": 0.0014653571755444989}"
ffn#2,nonlinear,False,,,Pipeline,"{""ffn__activation"": ""relu"", ""ffn__batch_size"": 128, ""ffn__device"": ""auto"", ""ffn__hidden_width"": 64, ""ffn__huber_delta"": 1.0, ""ffn__learning_rate"": 0.0001, ""ffn__loss"": ""mse"", ""ffn__max_epochs"": 100, ""ffn__n_hidden_layers"": 1, ""ffn__patience"": 10, ""ffn__seed"": 0, ""ffn__val_split"": 0.1, ""ffn__dropout"": 0.494548816945476, ""ffn__weight_decay"": 0.009051918062311641}"
rf#1,nonlinear,False,,,RandomForestRegressor,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""log2"", ""max_samples"": 0.6, ""min_samples_leaf"": 20, ""n_estimators"": 100}"
rf#2,nonlinear,False,,,RandomForestRegressor,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""max_samples"": 0.6, ""min_samples_leaf"": 20, ""n_estimators"": 100}"
lgbm_gbdt#1,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 127, ""max_depth"": 6, ""min_child_samples"": 200, ""n_estimators"": 200, ""num_leaves"": 15, ""subsample"": 0.6, ""verbosity"": -1, ""reg_alpha"": 1.6316096531713469, ""reg_lambda"": 2.549382456709141}"
lgbm_gbdt#2,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_bin"": 63, ""max_depth"": 6, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 31, ""subsample"": 0.6, ""verbosity"": -1, ""reg_alpha"": 1.2753898599202926, ""reg_lambda"": 0.213737596049905}"
lgbm_dart#1,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.6, ""drop_rate"": 0.5, ""learning_rate"": 0.1, ""max_bin"": 63, ""max_depth"": 6, ""max_drop"": 20, ""min_child_samples"": 50, ""min_child_weight"": 0.1, ""min_split_gain"": 0.05, ""n_estimators"": 200, ""num_leaves"": 7, ""skip_drop"": 0.5, ""subsample"": 0.6, ""verbosity"": -1, ""reg_alpha"": 17.634565870099095, ""reg_lambda"": 0.5169180860350462}"
lgbm_dart#2,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""drop_rate"": 0.2, ""learning_rate"": 0.05, ""max_bin"": 63, ""max_depth"": 6, ""max_drop"": 10, ""min_child_samples"": 100, ""min_child_weight"": 0.01, ""min_split_gain"": 0.05, ""n_estimators"": 200, ""num_leaves"": 31, ""skip_drop"": 0.5, ""subsample"": 0.6, ""verbosity"": -1, ""reg_alpha"": 1.007908770912927, ""reg_lambda"": 0.33582746295594984}"
