model,IC_mean,IC_std,N
L-En,0.1549851698389433,0.444500240008256,17
N-En,0.1481443288744222,0.4307980001720997,17
elasticnet#1,0.13768258969640113,0.4431486286675781,17
elasticnet#2,0.13536357604345398,0.4440128885750417,17
ffn#1,0.20012073570672737,0.41870483662155256,17
ffn#2,0.20459015344500997,0.4205504985041015,17
lasso#1,0.11154178159740503,0.4414105706438557,17
lasso#2,0.11154178159740503,0.4414105706438557,17
lgbm_dart#1,0.12350069194621864,0.4407328931471122,17
lgbm_dart#2,0.13207213570747456,0.41473869040278194,17
lgbm_gbdt#1,0.12041658947210768,0.4466545428801814,17
lgbm_gbdt#2,0.11210902168294831,0.4418507515332067,17
pcr#1,-0.14726402484469592,0.4159321322764152,17
pcr#2,-0.14726402484469592,0.4159321322764152,17
pls#1,0.16421773269272613,0.4355222172504309,17
pls#2,0.1714965288851689,0.4441277007799365,17
rf#1,0.11234434017796278,0.43588536531308425,17
rf#2,0.12573624050977927,0.434749550866784,17
ridge#1,0.16632692705481011,0.4310505061212555,17
ridge#2,0.16745964378854986,0.43027675337745125,17
