model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.231331,0.203239,0.965786,1.262303,0.21024,0.231331
lgbm_gbdt#2,0.192302,0.167185,1.263899,1.321905,0.210082,0.192302
N-En,0.179482,0.14767,1.433594,1.412722,0.18908,0.179482
lgbm_dart#2,0.169357,0.133916,1.406307,1.298826,0.173998,0.169357
ffn#1,0.16457,0.137518,1.392855,1.415285,0.175736,0.16457
ffn#2,0.163393,0.137308,1.386549,1.417156,0.174609,0.163393
rf#1,0.159743,0.132255,1.329045,1.339448,0.165548,0.159743
rf#2,0.15081,0.128869,1.345363,1.381153,0.155508,0.15081
pls#1,0.150046,0.09212,1.380536,1.241707,0.165046,0.150046
pls#2,0.143811,0.10453,1.290878,1.185061,0.152663,0.143811
L-En,0.106241,0.085521,1.686932,1.620822,0.115455,0.106241
lgbm_dart#1,0.088085,0.071212,1.460988,1.407772,0.097337,0.088085
lasso#2,0.081276,0.065024,1.687177,1.68028,0.09293,0.081276
lasso#1,0.079905,0.063976,1.690482,1.682528,0.091274,0.079905
elasticnet#1,0.076779,0.062286,1.718219,1.689246,0.085943,0.076779
elasticnet#2,0.075236,0.06159,1.73166,1.698966,0.083897,0.075236
pcr#1,0.069235,0.04292,1.670648,1.493376,0.076405,0.069235
pcr#2,0.069235,0.04292,1.670648,1.493376,0.076405,0.069235
ridge#2,0.067399,0.133009,1.076046,1.550677,0.090532,0.067399
ridge#1,0.066827,0.13226,1.075422,1.551401,0.090169,0.066827
