model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
pls#2,0.172319,0.083688,2.030075,2.30478,0.135246,0.172319
lgbm_dart#2,0.169641,0.105039,1.990403,2.051131,0.129818,0.169641
rf#1,0.168575,0.105166,2.094531,2.056952,0.137453,0.168575
ffn#1,0.161506,0.091636,1.919796,2.2426,0.134991,0.161506
ffn#2,0.161189,0.091846,1.918436,2.240263,0.13493,0.161189
N-En,0.158601,0.092967,2.06503,2.197432,0.124411,0.158601
pls#1,0.156137,0.07092,2.031049,2.355441,0.121664,0.156137
lgbm_dart#1,0.155544,0.081355,2.121439,2.179943,0.114906,0.155544
rf#2,0.153699,0.084825,2.185202,2.083848,0.116637,0.153699
lgbm_gbdt#2,0.139688,0.086205,1.926856,1.995647,0.109465,0.139688
lgbm_gbdt#1,0.125602,0.079112,2.054933,2.287882,0.101259,0.125602
ridge#2,0.107856,0.074021,1.839492,2.342689,0.071805,0.107856
ridge#1,0.106379,0.07265,1.835354,2.350068,0.070952,0.106379
L-En,0.095899,0.04615,2.183828,2.463628,0.069419,0.095899
pcr#1,0.072566,0.030502,2.274931,2.481333,0.047453,0.072566
pcr#2,0.072566,0.030502,2.274931,2.481333,0.047453,0.072566
elasticnet#2,0.056202,0.021461,2.184491,2.546556,0.045962,0.056202
lasso#2,0.054514,0.0201,2.2414,2.58129,0.043596,0.054514
lasso#1,0.05438,0.020053,2.243284,2.581893,0.043451,0.05438
elasticnet#1,0.051692,0.019582,2.253548,2.55418,0.041064,0.051692
