model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.296192,,0.648448,,0.296192,0.296192
pcr#1,0.188307,,0.627392,,0.188307,0.188307
pcr#2,0.188307,,0.627392,,0.188307,0.188307
N-En,-0.213142,,-2.118485,,-0.213142,-0.213142
lgbm_dart#1,-0.233823,,-0.410046,,-0.233823,-0.233823
rf#2,-0.411209,,-2.141542,,-0.411209,-0.411209
rf#1,-0.611841,,-4.673946,,-0.611841,-0.611841
lgbm_gbdt#2,-0.68524,,-1.97858,,-0.68524,-0.68524
lgbm_gbdt#1,-0.696084,,-1.997891,,-0.696084,-0.696084
L-En,-1.765035,,-1.740412,,-1.765035,-1.765035
elasticnet#1,-2.150761,,-1.854203,,-2.150761,-2.150761
elasticnet#2,-2.218502,,-1.878693,,-2.218502,-2.218502
lasso#2,-2.2407,,-1.87859,,-2.2407,-2.2407
lasso#1,-2.241634,,-1.878277,,-2.241634,-2.241634
ffn#1,-2.442195,,-3.136771,,-2.442195,-2.442195
ffn#2,-2.585597,,-3.224129,,-2.585597,-2.585597
ridge#1,-3.455976,,-3.500516,,-3.455976,-3.455976
ridge#2,-3.459826,,-3.545668,,-3.459826,-3.459826
pls#1,-3.725145,,-1.900892,,-3.725145,-3.725145
pls#2,-6.185971,,-1.803965,,-6.185971,-6.185971
