model,IC_mean,IC_std,N
L-En,-0.1729157249944512,0.5975377843973683,7
N-En,-0.19885573662663433,0.6491543132863926,7
elasticnet#1,-0.21070347167206957,0.5463770044215643,7
elasticnet#2,-0.2099308549330663,0.54472187602418,7
ffn#1,-0.041836370175600594,0.6392933137341129,7
ffn#2,-0.026738995193218932,0.6268777990557994,7
lasso#1,-0.22884825995175392,0.5434355834106216,7
lasso#2,-0.22884825995175392,0.5434355834106216,7
lgbm_dart#1,-0.08374665655735972,0.43014660644261105,7
lgbm_dart#2,-0.2322764733423734,0.5601001910430764,7
lgbm_gbdt#1,-0.07647300848241116,0.5803738059394355,7
lgbm_gbdt#2,-0.15215211921347746,0.5058176751403176,7
pcr#1,0.04210088893857129,0.5136690167174461,7
pcr#2,0.04210088893857129,0.5136690167174461,7
pls#1,-0.18326727452114447,0.5598699371355927,7
pls#2,-0.11197823258858199,0.6116448018764513,7
rf#1,-0.21180007498131953,0.5476637981173949,7
rf#2,-0.2760093106068338,0.5035281898278485,7
ridge#1,-0.11741016244554499,0.5428541093484994,7
ridge#2,-0.10784933406561004,0.5430981250608733,7
