model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.106119,-0.016376,1.320861,0.584217,0.112448,0.106119
N-En,0.093962,-0.015017,1.509391,0.519622,0.094544,0.093962
rf#1,0.080858,-0.056552,1.353708,0.186405,0.088409,0.080858
rf#2,0.075629,-0.041612,1.421262,0.171479,0.071706,0.075629
lgbm_dart#1,0.06159,-0.009035,1.0319,0.600087,0.084375,0.06159
lgbm_gbdt#1,0.061437,0.006944,1.160416,0.706515,0.076809,0.061437
elasticnet#1,0.049849,0.015979,1.538788,1.323868,0.055268,0.049849
elasticnet#2,0.048399,0.009307,1.424165,1.013441,0.059626,0.048399
lasso#2,0.047669,0.0017,1.454677,0.794726,0.056201,0.047669
lasso#1,0.047654,0.001916,1.457495,0.80174,0.056068,0.047654
ffn#1,0.045953,-0.014576,0.852312,0.495137,0.085158,0.045953
ffn#2,0.044936,-0.014365,0.844898,0.495858,0.08486,0.044936
L-En,0.003733,0.012238,0.804075,0.99409,0.036851,0.003733
lgbm_gbdt#2,0.003196,-0.101636,-0.426916,-0.452867,-0.025917,0.003196
pls#2,-0.01537,-0.022857,0.516465,0.481369,0.052538,-0.01537
pcr#2,-0.038067,0.029136,-0.198227,1.718144,-0.005688,-0.038067
pcr#1,-0.038067,0.029136,-0.198227,1.718144,-0.005688,-0.038067
pls#1,-0.054584,0.01102,0.180394,0.86437,0.018863,-0.054584
ridge#1,-0.395583,-0.024645,-1.331627,0.25751,-0.191272,-0.395583
ridge#2,-0.399558,-0.02487,-1.347379,0.246492,-0.194025,-0.399558
