model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.186044,-0.172869,1.762499,0.42645,0.106119
N-En,0.163681,-0.159641,1.9969,0.258145,0.093962
lgbm_dart#1,0.124733,-0.136652,1.398749,0.391067,0.06159
ffn#1,0.121665,-0.129691,1.272701,0.268874,0.045953
ffn#2,0.119735,-0.128248,1.262426,0.272192,0.044936
lgbm_gbdt#1,0.086007,-0.127555,1.472646,0.49404,0.061437
rf#2,0.077448,-0.227609,1.404896,-0.191465,0.075629
lgbm_gbdt#2,0.076639,-0.310977,-0.124268,-0.790089,0.003196
rf#1,0.063359,-0.293398,1.375987,-0.163285,0.080858
elasticnet#1,0.062594,-0.005394,1.784139,1.135566,0.049849
elasticnet#2,0.061686,-0.026586,1.720995,0.816625,0.048399
L-En,0.060134,-0.040212,1.497342,0.743705,0.003733
lasso#2,0.049136,-0.044345,1.624542,0.568393,0.047669
lasso#1,0.049063,-0.043685,1.626296,0.57504,0.047654
pls#1,-0.028664,-0.094561,0.327954,0.582985,-0.054584
pls#2,-0.043066,-0.194839,0.770067,0.150624,-0.01537
pcr#2,-0.045942,0.011069,0.229929,1.521974,-0.038067
pcr#1,-0.045942,0.011069,0.229929,1.521974,-0.038067
ridge#1,-0.44258,-0.100629,-0.964956,0.118666,-0.395583
ridge#2,-0.448199,-0.100031,-0.983485,0.109981,-0.399558
