feature,coef,intercept
moneyness_std,-0.0,0.21898913933671404
tau,-0.0,0.21898913933671404
is_call,0.0,0.21898913933671404
delta_model,0.0,0.21898913933671404
theta_model,-0.0,0.21898913933671404
gamma_model,0.0,0.21898913933671404
vega_model,-0.013541734289779865,0.21898913933671404
iv,-0.03230447647909806,0.21898913933671404
log_mid_t,-0.10279464760561381,0.21898913933671404
opt_rel_spread_final,0.13952463379042926,0.21898913933671404
opt_rel_spread_chg,0.005884412082180489,0.21898913933671404
baspread_chg,0.005884482546578572,0.21898913933671404
log_open_interest_opt,0.0,0.21898913933671404
d_log_open_interest_opt,-0.0021447283236731124,0.21898913933671404
atm_iv,0.07530981771878024,0.21898913933671404
smile_slope,-0.0,0.21898913933671404
convexity_proxy,0.0,0.21898913933671404
rr25_proxy,-0.014414486153570041,0.21898913933671404
bf25_proxy,0.00044696848846975695,0.21898913933671404
ivrv_ratio_pred,-0.0,0.21898913933671404
d_iv_atm,0.01670556687896094,0.21898913933671404
atm_ivchg_proxy,0.0160208407153771,0.21898913933671404
dist_to_wall,-0.004019792277537351,0.21898913933671404
ddist_to_wall,-0.012773472474762973,0.21898913933671404
gex_proxy,0.014149362393973085,0.21898913933671404
dgex_proxy,-0.0,0.21898913933671404
ddist_to_wall_date,-0.0,0.21898913933671404
dgex_proxy_date,0.0,0.21898913933671404
oi_herf_date,0.0,0.21898913933671404
log_pcr_oi_opt,-0.0008398596066281073,0.21898913933671404
d_log_pcr_oi_opt,0.013246540412683354,0.21898913933671404
rv_chg,-0.02398222459516029,0.21898913933671404
realskew_chg,0.0,0.21898913933671404
fut_baspread_chg,0.0,0.21898913933671404
fut_baspread_z,-0.04288330895921001,0.21898913933671404
log_taker_buy_sell_ratio,-0.0,0.21898913933671404
log1p_taker_buy_volume,0.005296852120772082,0.21898913933671404
log1p_long_liquidations_usd,0.0,0.21898913933671404
log1p_short_liquidations_usd,0.0116649441846555,0.21898913933671404
d_log_taker_buy_sell_ratio,-0.0,0.21898913933671404
d_log1p_taker_buy_volume,0.01342551467676521,0.21898913933671404
d_log1p_long_liquidations_usd,-0.0,0.21898913933671404
d_log1p_short_liquidations_usd,-0.0,0.21898913933671404
basis,0.0,0.21898913933671404
d_basis,-0.0,0.21898913933671404
funding_rates,0.0,0.21898913933671404
d_funding_rates,-0.0395690875185655,0.21898913933671404
log_estimated_leverage_ratio,-0.005259582803796725,0.21898913933671404
d_log_estimated_leverage_ratio,-0.0,0.21898913933671404
log_open_interest,-0.0,0.21898913933671404
d_log_open_interest,-0.0,0.21898913933671404
log_pcr_oi,-0.00465262835690358,0.21898913933671404
d_log_pcr_oi,0.0,0.21898913933671404
futmom_5,0.015936006351209606,0.21898913933671404
futmom_10,-0.04680374950858427,0.21898913933671404
futmom_21,0.007639035248054517,0.21898913933671404
log1p_spot_inflow_total,0.017509950512563155,0.21898913933671404
log1p_spot_outflow_total,-0.0,0.21898913933671404
asinh_spot_netflow_total,0.014766055928305195,0.21898913933671404
log1p_spot_reserve_usd,0.0,0.21898913933671404
log1p_spot_transactions_count_inflow,0.0,0.21898913933671404
log1p_spot_transactions_count_outflow,0.021858152555852144,0.21898913933671404
addresses_count_active,-0.0,0.21898913933671404
d_log1p_spot_inflow_total,0.01592194018755025,0.21898913933671404
d_log1p_spot_outflow_total,-0.0,0.21898913933671404
d_asinh_spot_netflow_total,0.02343873808650342,0.21898913933671404
d_log1p_spot_reserve_usd,0.025126426630578288,0.21898913933671404
d_log1p_spot_transactions_count_inflow,-0.009272735945860783,0.21898913933671404
d_log1p_spot_transactions_count_outflow,-0.0053456562069925705,0.21898913933671404
log1p_der_inflow_total,-0.0,0.21898913933671404
d_log1p_der_inflow_total,0.0,0.21898913933671404
log1p_der_outflow_total,-0.04617056622498771,0.21898913933671404
d_log1p_der_outflow_total,0.0,0.21898913933671404
asinh_der_netflow_total,-0.0,0.21898913933671404
d_asinh_der_netflow_total,-0.019355605605047125,0.21898913933671404
d_funding_rates_x_mny,0.009610353273835389,0.21898913933671404
d_funding_rates_x_tau,0.035174433406935386,0.21898913933671404
d_log1p_spot_inflow_total_x_mny,-0.015280521066843519,0.21898913933671404
d_log1p_spot_inflow_total_x_tau,-0.0015568815795542431,0.21898913933671404
d_log_open_interest_x_mny,-0.0,0.21898913933671404
d_log_open_interest_x_tau,-0.0,0.21898913933671404
d_log_pcr_oi_x_mny,0.015951368211635744,0.21898913933671404
d_log_pcr_oi_x_tau,2.4829364318816243e-05,0.21898913933671404
