model,IC_mean,IC_std,N
L-En,0.0915190436535648,0.4493736032166217,13
N-En,0.08140068120840883,0.46419841112949356,13
elasticnet#1,0.1194945995666191,0.4771501021538901,13
elasticnet#2,0.1239966856081976,0.4781226851859748,13
ffn#1,0.08848883835238393,0.4606787187554561,13
ffn#2,0.0877058922746924,0.45956951632737725,13
lasso#1,0.1179267494723017,0.4758502560674785,13
lasso#2,0.1179267494723017,0.4758502560674785,13
lgbm_dart#1,0.07731074708542461,0.44274220629076677,13
lgbm_dart#2,0.09450694908312895,0.45494460058645453,13
lgbm_gbdt#1,0.10150564559010113,0.462995835373897,13
lgbm_gbdt#2,0.08246259873652668,0.4255882087408318,13
pcr#1,0.08223810545498982,0.40873531873019436,13
pcr#2,0.08223810545498982,0.40873531873019436,13
pls#1,0.07071443362356568,0.43693913054391886,13
pls#2,0.06938487444644645,0.43413975435801305,13
rf#1,0.05038130628327267,0.46262282796701004,13
rf#2,0.05038130628327267,0.46262282796701004,13
ridge#1,0.08311628761117194,0.4583456500745292,13
ridge#2,0.08253444453767148,0.45862464395910174,13
