model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#1,0.152674,0.130216,1.243197,0.94719,0.18229
pls#1,0.131226,0.070183,1.319223,1.084431,0.120813
lgbm_gbdt#2,0.128554,0.103693,1.188445,0.883406,0.139714
N-En,0.127548,0.10199,1.283585,0.972451,0.136778
lgbm_dart#1,0.114875,0.092572,1.225612,0.972368,0.137017
rf#2,0.112669,0.099209,1.25714,0.996182,0.148371
lgbm_dart#2,0.107639,0.107648,1.222067,0.906591,0.150756
pls#2,0.10729,0.075895,1.352336,1.059003,0.109084
ffn#1,0.106732,0.090022,1.286527,1.006988,0.089527
ffn#2,0.104137,0.090066,1.180691,0.986276,0.08554
rf#1,0.101253,0.07611,1.258923,0.972282,0.129461
L-En,0.092438,0.050454,1.613841,1.129768,0.057721
lasso#2,0.052931,0.036877,1.462407,1.140731,0.051722
lasso#1,0.05199,0.03653,1.459174,1.141478,0.051385
pcr#1,0.047425,0.035588,1.421944,1.15752,0.04692
pcr#2,0.047425,0.035588,1.421944,1.15752,0.04692
elasticnet#2,0.041365,0.032383,1.445769,1.161439,0.042586
elasticnet#1,0.040492,0.031365,1.469085,1.171273,0.03841
ridge#1,-0.044359,0.055699,-0.002048,1.10974,-0.010394
ridge#2,-0.046153,0.055556,-0.009971,1.110557,-0.011095
