model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.18229,0.147212,1.137531,0.94487,0.194005,0.18229
lgbm_dart#2,0.150756,0.131415,1.13926,0.910328,0.163971,0.150756
rf#2,0.148371,0.116547,1.140386,0.993848,0.154629,0.148371
lgbm_gbdt#2,0.139714,0.11854,1.094578,0.895139,0.151123,0.139714
lgbm_dart#1,0.137017,0.101309,1.133501,0.965915,0.144187,0.137017
N-En,0.136778,0.114929,1.150456,0.971542,0.144955,0.136778
rf#1,0.129461,0.088249,1.141151,0.971252,0.138661,0.129461
pls#1,0.120813,0.060222,1.163618,1.044254,0.133858,0.120813
pls#2,0.109084,0.070875,1.171801,1.021569,0.121833,0.109084
ffn#1,0.089527,0.097285,1.092063,1.004095,0.094035,0.089527
ffn#2,0.08554,0.102919,1.029075,0.986741,0.087525,0.08554
L-En,0.057721,0.039305,1.310669,1.086814,0.061244,0.057721
lasso#2,0.051722,0.030594,1.271909,1.100664,0.05791,0.051722
lasso#1,0.051385,0.030313,1.271118,1.101555,0.057578,0.051385
pcr#1,0.04692,0.025472,1.19778,1.114762,0.049743,0.04692
pcr#2,0.04692,0.025472,1.19778,1.114762,0.049743,0.04692
elasticnet#2,0.042586,0.025082,1.267017,1.118744,0.047802,0.042586
elasticnet#1,0.03841,0.023119,1.27173,1.125388,0.042775,0.03841
ridge#1,-0.010394,0.04542,-0.387335,1.063277,-0.002835,-0.010394
ridge#2,-0.011095,0.045159,-0.438218,1.063822,-0.003232,-0.011095
