model,IC_mean,IC_std,N
L-En,0.14247662656747448,0.6304993711549887,12
N-En,0.14042785259622398,0.6326705201675225,12
elasticnet#1,0.13963050645862352,0.6268659112833808,12
elasticnet#2,0.1397522600979329,0.6269045331164834,12
ffn#1,0.14737900225142744,0.6278136281096629,12
ffn#2,0.14472588080559787,0.6251617474527684,12
lasso#1,0.13656432411354824,0.6224062881850394,12
lasso#2,0.13171099516332577,0.6156488244698485,12
lgbm_dart#1,0.11487749413487015,0.6060329989396859,12
lgbm_dart#2,0.1292138752374734,0.6522434618450816,12
lgbm_gbdt#1,0.10119548136772318,0.5982218625788213,12
lgbm_gbdt#2,0.15683733791553775,0.6116383395288492,12
pcr#1,0.147172365070492,0.631122681127463,12
pcr#2,0.147172365070492,0.631122681127463,12
pls#1,0.14247159319718383,0.6284472858175294,12
pls#2,0.15017656735699775,0.6300919780140697,12
rf#1,0.1402192633264385,0.6109143693296831,12
rf#2,0.13212133042046503,0.6268038760093667,12
ridge#1,0.13205805660246792,0.6206545111083303,12
ridge#2,0.13197450045273532,0.620800695455773,12
