model,IC_mean,IC_std,N
L-En,-0.010630042530846321,0.5772869698170605,14
N-En,-0.028206794471481084,0.5809627973586899,14
elasticnet#1,-0.000572025148732203,0.5661583780489702,14
elasticnet#2,-0.00012067548051042178,0.5661621013228855,14
ffn#1,-0.02743970481889445,0.579092107933011,14
ffn#2,-0.027292060989155365,0.5796557865681952,14
lasso#1,-0.00014710585711291493,0.5657624731687309,14
lasso#2,-0.00014710585711291493,0.5657624731687309,14
lgbm_dart#1,-0.061621449212807086,0.5578045496210332,14
lgbm_dart#2,-0.0391287703136456,0.5733778271080545,14
lgbm_gbdt#1,0.00789463154625268,0.5220134485056537,14
lgbm_gbdt#2,0.00789463154625268,0.5220134485056537,14
pcr#1,-0.022865383931812727,0.5757613183679796,14
pcr#2,-0.022865383931812727,0.5757613183679796,14
pls#1,-0.017737101081331193,0.5746982776648087,14
pls#2,-0.01714014293048192,0.5753796126873653,14
rf#1,-0.021248210122409645,0.559054276418677,14
rf#2,-0.00019932932313717036,0.5422006445336085,14
ridge#1,0.015897207645279916,0.5608381862954939,14
ridge#2,0.015467562102852406,0.5611289459525598,14
