model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.177204,0.083763,1.105378,1.123717,0.198337,0.177204
lgbm_dart#2,0.162744,0.085025,1.172183,1.175656,0.192717,0.162744
rf#1,0.158517,0.103189,1.09437,1.076408,0.165348,0.158517
lgbm_gbdt#2,0.154906,0.083676,1.068744,1.168927,0.177935,0.154906
N-En,0.151336,0.093083,1.203927,1.300348,0.170508,0.151336
lgbm_dart#1,0.150488,0.086056,1.394419,1.642336,0.165733,0.150488
rf#2,0.143866,0.090187,1.242844,1.223531,0.161826,0.143866
pls#1,0.12072,0.067823,1.242351,1.465643,0.13434,0.12072
pls#2,0.117455,0.065766,1.227988,1.312598,0.130573,0.117455
ffn#1,0.111132,0.084941,1.191692,1.306911,0.127539,0.111132
ffn#2,0.104014,0.083892,1.139012,1.23946,0.132027,0.104014
L-En,0.081081,0.058323,1.479591,1.734939,0.076588,0.081081
pcr#1,0.072624,0.041868,1.665021,1.879911,0.061562,0.072624
pcr#2,0.072624,0.041868,1.665021,1.879911,0.061562,0.072624
lasso#2,0.06224,0.037609,1.534912,1.967152,0.062634,0.06224
lasso#1,0.061882,0.037293,1.535517,1.973371,0.062273,0.061882
elasticnet#2,0.056029,0.034026,1.558232,2.032916,0.055125,0.056029
elasticnet#1,0.053939,0.033613,1.571867,2.01947,0.052086,0.053939
ridge#2,0.047332,0.07746,0.962016,1.42579,0.042566,0.047332
ridge#1,0.047203,0.076995,0.970688,1.437883,0.042286,0.047203
