model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.12030407034338181,"[-0.3288987017173104, 0.08829056103054678]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.027445329322582757,"[-0.13738159623041013, 0.08249093758524462]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.07903898674089566,"[-0.24500248631066768, 0.08692451282887637]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.12372866025005486,"[-0.335830991577577, 0.0883736710774673]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.2502108415108822,"[-0.5905450248616158, 0.09012334183985138]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.05402374505829455,"[-0.19353804367633654, 0.08549055355974744]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.23421269827886088,"[-0.5584121162113691, 0.08998671965364735]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.0023966163558547526,"[-0.07793682834272908, 0.07314359563101958]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",0.00435203475586643,"[-0.06226013888942794, 0.0709642084011608]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.2971613327055523,"[-0.6847743615942126, 0.090451696183108]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.012310356054413663,"[-0.10299762081179553, 0.0783769087029682]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.13820285927532394,"[-0.36509699619820934, 0.08869127764756146]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.10434459147679359,"[-0.2965425725772852, 0.08785338962369804]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",0.0006031216548131324,"[-0.07066797903999156, 0.07187422234961782]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.5929654406575418,"[-1.2772866515495385, 0.09135577023445507]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.5832297995253501,"[-1.2578015758816607, 0.09134197683096035]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.6194637831307597,"[-1.3303180436574875, 0.09139047739596806]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.007654619132381857,"[-0.09139571471609509, 0.07608647645133138]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.014245603150717934,"[-0.1076322743842053, 0.07914106808276944]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.004261513082953139,"[-0.08266499624147716, 0.07414197007557088]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",0.00596095557237214,"[-0.0588565945339814, 0.07077850567872568]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.01134713531127396,"[-0.10065101621068329, 0.07795674558813537]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.20737222286550067,"[-0.5044644662977431, 0.08972002056674178]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",-0.01388927153623254,"[-0.10678646452455487, 0.07900792145208979]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",-0.5624637948782196,"[-1.2162380801029, 0.09131049034646088]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",-0.057071392432810286,"[-0.1998515703203052, 0.08570878545468463]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",-0.5438731366499163,"[-1.1790259746556138, 0.09127970135578123]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",0.002421647134732141,"[-0.06649960436331392, 0.0713428986327782]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",-0.1448479105195582,"[-0.3785171094982296, 0.08882128845911319]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",-0.26063471888866785,"[-0.6114742876755617, 0.09020484989822597]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",-0.43190225270512744,"[-0.9548299275764565, 0.09102542216620158]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",-0.014852813480599247,"[-0.1090662577621404, 0.07936063080094191]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.3358825194833552}",-0.2132810872053869,"[-0.5163454810412149, 0.0897833066304411]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.073432032394333}",-0.10403543583067026,"[-0.29591486693432656, 0.08784399527298603]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11385953381489414}",-0.6201199352848068,"[-1.3316311580373599, 0.09139128746774638]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.126995609048578}",-0.06961535959034842,"[-0.2256974502891267, 0.08646673110842984]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.859416411328697}",-0.07302620101951512,"[-0.23269404912838665, 0.0866416470893564]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.092543214735832}",-0.07004076867564202,"[-0.2265707101867671, 0.08648917283548307]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 67.80227021579829}",0.002331194666947478,"[-0.06670278287507259, 0.07136517220896754]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 11.103525577197582}",-0.038340704595685005,"[-0.16072266394488954, 0.08404125475351953]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.198184512601387}",-0.3252175797510228,"[-0.7410431418062635, 0.09060798230421796]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.046896396312667}",-0.23484611707381797,"[-0.5596846511840843, 0.08999241703644834]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 12.384930898256401}",-0.032774585134246026,"[-0.14887932537951798, 0.08333015511102593]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.1515920461138471}",-0.5991333818903182,"[-1.289630972810894, 0.09136420903025744]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.006913513545575}",-0.04437625123936728,"[-0.17342954859211224, 0.08467704611337767]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.278118224157009}",-0.042752680056001746,"[-0.1700228138483093, 0.08451745373630581]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.42770830499620704}",-0.4861880380648482,"[-1.063541618369289, 0.0911655422395925]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.24365700014641997}",-0.5547717204389881,"[-1.2008415050326873, 0.09129806415471087]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.8836597074694355}",-0.3760683195558209,"[-0.842972619224241, 0.0908359801125993]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.2334805700860019}",-0.32030146784808855,"[-0.7311853140020528, 0.09058237830587568]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.135589606500229}",-0.10264290907295254,"[-0.2930870056767716, 0.08780118753086652]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0692098656538342}",-0.233056603249221,"[-0.5560894627217052, 0.08997625622326322]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 92.28295957427436}",0.0070523927637472505,"[-0.056607818863350534, 0.07071260439084504]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.202364548436489}",-0.5736044146672626,"[-1.238536573237572, 0.09132774390304665]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.423282455862012}",-0.4876056004380089,"[-1.06637993395046, 0.09116873307444229]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.3047393617736388}",-0.529541916176183,"[-1.1503379560045368, 0.091254123652171]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 9.105944026265275}",-0.05051534460700147,"[-0.1862490395974572, 0.08521835038345427]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.5752740814116687}",-0.44368371999789913,"[-0.9784264919789176, 0.09105905198311937]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.5057187257477667}",-0.20205931406245792,"[-0.4937792697692278, 0.08966064164431198]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.5410990556767874}",-0.4527845023502128,"[-0.9966527357706878, 0.09108373107026224]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2998532434945439}",-0.5314572307763494,"[-1.1541721016518798, 0.09125764009918091]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.21435095535798537}",-0.5679734069641842,"[-1.227265944474711, 0.09131913054634266]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 9.310837957239837}",-0.04900879345700804,"[-0.18311133571641713, 0.08509374880240106]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2597459914786605}",-0.5478423790538904,"[-1.186971252538111, 0.09128649443033032]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.3888186473153666}",-0.4989789812469107,"[-1.089151535843361, 0.09119357334953959]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.2769547619045511}",-0.31442796552422564,"[-0.7194067698491331, 0.09055083880068182]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 29.038868465087933}",-0.008837973196230309,"[-0.09440475968016915, 0.07672881328770853]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.19557071673386747}",-0.5768593727525184,"[-1.2450513706361885, 0.09133262513115159]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 32.64635677523521}",-0.007139358863219258,"[-0.0900754494215028, 0.07579673169506429]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.19422056969726925}",-0.5775118344565733,"[-1.2463572640297573, 0.09133359511661066]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 84.99206771743685}",0.005723855371252529,"[-0.05935131525744719, 0.07079902599995225]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.5465581928924363}",-0.19950157742959468,"[-0.4886343294863549, 0.08963117462716552]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 85.16933662231996}",0.005756883724331141,"[-0.0592822630455887, 0.07079603049425098]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.524339610666338}",-0.07766838562500294,"[-0.24219944196753973, 0.08686267071753384]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 16.511660035531794}",-0.021427172629396196,"[-0.12411831399622253, 0.08126396873743014]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.1310881325831351}",-0.6103027789467124,"[-1.3119844836965302, 0.09137892580310558]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.7053763390632227}",-0.4123295933625073,"[-0.9156242046087806, 0.09096501788376599]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2293980298131186}",-0.5610980615259211,"[-1.2135044384159435, 0.09130831536410111]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.7734292502064646}",-0.39768926269719285,"[-0.8862943100588008, 0.09091578466441508]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.22708223335487526}",-0.5621426018285955,"[-1.2155951836910788, 0.09130998003388757]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.8993930726120073}",-0.37316983120226355,"[-0.8371642466864853, 0.09082458428195817]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7489966737814584}",-0.26109858632632527,"[-0.6124055231970646, 0.09020835054441412]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.15575517641504763}",-0.5969298247541877,"[-1.2852208697731773, 0.09136122026480198]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 11.951333297092354}",-0.03450740861325535,"[-0.15258178300589842, 0.08356696577938771]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.009615137983936}",-0.10549526651099156,"[-0.2988785461975958, 0.08788801317561268]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6254152586876391}",-0.43102069165313267,"[-0.9530642095703232, 0.09102282626405789]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.713164249534621}",-0.14351547021065192,"[-0.37582687092092715, 0.08879593049962331]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.1913469447807097}",-0.5789067898915972,"[-1.2491492393220822, 0.091335659538888]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.343668232660404}",-0.09818189276053457,"[-0.28402214828463257, 0.08765836276356342]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 61.36045802294311}",0.0009472311476665385,"[-0.06986547236789886, 0.07175993466323194]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.903039728888593}",-0.3725042202495456,"[-0.8358303833012615, 0.09082194280217026]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.05150608466081}",-0.044102796925072296,"[-0.17285629270913794, 0.08465069885899335]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.24853845095262}",-0.5526464588435045,"[-1.1965874718688658, 0.09129455418185684]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 14.092291316435567}",-0.027128800088868532,"[-0.13669244770972266, 0.0824348475319856]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.7382751981499337}",-0.40511731095595854,"[-0.9011758426277541, 0.09094122071583699]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.3544655931853291}",-0.51094999542397,"[-1.1131183127619355, 0.09121832191399559]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.748291778269796}",-0.09031010969862063,"[-0.26800301669958637, 0.0873827973023451]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.114900690488732}",-0.6195148632714262,"[-1.3304202670830128, 0.09139054054016027]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 30.677508679378768}",-0.008019866410192478,"[-0.09232820367582928, 0.07628847085544432]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.10329669551879739}",-0.626347982152873,"[-1.3440948287569991, 0.09139886445125323]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.800642976741367}",-0.03987366798509545,"[-0.16396167016931562, 0.08421433419912472]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6456897906217103}",-0.4261154991232631,"[-0.9432391712437336, 0.09100817299720743]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 16.053955926854297}",-0.02234912861677557,"[-0.12617524380711398, 0.08147698657356284]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.01328264939123}",0.004197706208349861,"[-0.06259255507528838, 0.0709879674919881]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.5575186893674787}",-0.4483618824528931,"[-0.9877956399311911, 0.09107187502540492]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.351456545529511}",-0.09802067611659687,"[-0.2836943835860326, 0.08765303135283886]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.972082434777331}",-0.0863611887141641,"[-0.2599540309230204, 0.0872316534946922]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.209016311370383}",-0.1010341377068451,"[-0.2898189783902605, 0.08775070297657028]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.46692260295589777}",-0.47402580596488314,"[-1.0391888743294873, 0.09113726239972098]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 72.1517774831431}",0.003227601321459106,"[-0.06470756635357922, 0.07116276899649743]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.1947049130435388}",-0.22339477708426647,"[-0.5366749623384572, 0.0898854081699243]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 34.61194599494399}",-0.006348092603366384,"[-0.08803969552124613, 0.07534351031451336]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 12.544051430643316}",-0.03217288124535578,"[-0.1475899827993139, 0.08324422030860235]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.7803884850277908}",-0.3962512943729978,"[-0.8834133370941177, 0.09091074834812218]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 27.630799986965464}",-0.009618381849108848,"[-0.09636809837409177, 0.07713133467587407]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.5470958549309934}",-0.28183646049228683,"[-0.6540277446427538, 0.09035482365818015]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 43.98550589524232}",-0.0033107080137921296,"[-0.08023929745568448, 0.07361788142810022]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.543941231681779}",-0.09416072549276738,"[-0.2758430561667997, 0.08752160518126495]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 44.17800353023779}",-0.003256643234637313,"[-0.0801022126376838, 0.07358892616840917]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 11.956244022128883}",-0.03448698223260177,"[-0.15253822652339322, 0.08356426205818968]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 14.98866107685077}",-0.024759758881164162,"[-0.1315075047927241, 0.08198798703039578]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.1913405152468184}",-0.16505717189958774,"[-0.41928214154099486, 0.08916779774181938]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 73.83306613811968}",0.00356674657840117,"[-0.06396308048931476, 0.0710965736461171]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.550088256963294}",-0.05498101586396653,"[-0.1955228470367858, 0.08556081530885273]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8688099841937895}",-0.24997950123330825,"[-0.5900804714863084, 0.09012146901969187]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.59446613570237}",-0.07666042422557107,"[-0.24013708149164326, 0.08681623304050112]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11417725427734145}",-0.6199351258950541,"[-1.3312613113261733, 0.0913910595360653]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.80301646482701}",-0.39164704759896,"[-0.8741884659697685, 0.09089437077184848]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.044303752452182654}",0.04660100222993718,"[0.007539042950917119, 0.08566296150895725]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.13981961408994045}",0.03234054643758344,"[0.041172348269854164, 0.023508744605312715]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.06431172050131989}",0.04523519509677282,"[0.01638973099419705, 0.07408065919934859]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.0431171005868549}",0.04610667766693183,"[0.005892092851625508, 0.08632126248223815]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.018662266976517967}",0.042835167849256284,"[-0.011134184151661675, 0.09680451985017424]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.08663279761354557}",0.04591908891384899,"[0.03072003967718151, 0.06111813815051648]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.020547625125911337}",0.040143398420170395,"[-0.016428624129263047, 0.09671542096960384]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.4734989304499475}",0.00693733409517,"[0.011382521499739284, 0.002492146690600716]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.7780155576901415}",0.00693733409517,"[0.011382521499739284, 0.002492146690600716]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.014135935551752304}",0.03929584330368485,"[-0.01730625323384949, 0.09589793984121919]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.2372330072992193}",0.008967642162859668,"[0.01544313763511862, 0.002492146690600716]",3,1,60,True,
lasso,"{'max_iter': np.int64(10000), 'alpha': 0.03860866271460544}",0.044134247742826815,"[-0.0005300296860026865, 0.08879852517165632]",3,1,60,True,
