model,IC_mean,IC_std,N
L-En,0.21758241758241756,,1
N-En,0.3362637362637361,,1
elasticnet#1,0.2615384615384615,,1
elasticnet#2,0.18241758241758232,,1
ffn#1,0.2879120879120877,,1
ffn#2,0.29670329670329665,,1
lasso#1,0.18241758241758232,,1
lasso#2,0.18241758241758232,,1
lgbm_dart#1,0.4285714285714286,,1
lgbm_dart#2,0.39780219780219767,,1
lgbm_gbdt#1,0.323076923076923,,1
lgbm_gbdt#2,0.34505494505494494,,1
pcr#1,-0.41978021978021973,,1
pcr#2,-0.41978021978021973,,1
pls#1,0.1604395604395604,,1
pls#2,0.279120879120879,,1
rf#1,0.5164835164835163,,1
rf#2,0.24395604395604392,,1
ridge#1,0.2747252747252745,,1
ridge#2,0.2747252747252745,,1
