model,IC_mean,IC_std,N
L-En,0.12111772644280383,0.7463482294384359,5
N-En,0.12187108041597208,0.7704403210252248,5
elasticnet#1,0.13062940155819408,0.7656704787628982,5
elasticnet#2,0.13062940155819408,0.7656704787628982,5
ffn#1,0.17328887830435818,0.7163988450738608,5
ffn#2,0.12022579072114677,0.7712829245739633,5
lasso#1,0.127471506821352,0.7689201814678229,5
lasso#2,0.127471506821352,0.7689201814678229,5
lgbm_dart#1,0.09550176331952838,0.7580404235594306,5
lgbm_dart#2,0.12343591311171472,0.7731620138088773,5
lgbm_gbdt#1,0.13494920392433782,0.7464694593899782,5
lgbm_gbdt#2,0.1264725161319589,0.762820749997089,5
pcr#1,0.11124156545209174,0.7336173718525387,5
pcr#2,0.11124156545209174,0.7336173718525387,5
pls#1,0.10046757164404223,0.7335051052498859,5
pls#2,0.09571598679957813,0.7280720025712115,5
rf#1,0.12304102236073497,0.7622484958448718,5
rf#2,0.12264700212068635,0.7621785035960307,5
ridge#1,0.13569976978645715,0.7636069895439577,5
ridge#2,0.13569976978645715,0.7636069895439577,5
