model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#2,0.042157,0.049137,1.048161,1.067971,0.114984
L-En,0.037673,0.054942,1.504871,1.819743,0.069372
lasso#2,0.033867,0.051416,1.261454,1.612654,0.062833
lasso#1,0.033724,0.050208,1.340709,1.63134,0.064287
elasticnet#2,0.033225,0.050355,1.318126,1.625684,0.063814
elasticnet#1,0.033149,0.050259,1.3217,1.626536,0.06388
rf#2,0.030077,0.061744,1.143457,1.368934,0.103308
rf#1,0.02366,0.055054,1.06036,1.256863,0.105436
lgbm_dart#2,0.005925,0.073908,0.711488,1.010164,0.113236
pcr#2,0.004353,-0.00096,0.133966,-2.155256,-0.007465
pcr#1,0.004353,-0.00096,0.133966,-2.155256,-0.007465
lgbm_gbdt#1,-0.002893,0.035145,0.690286,0.883378,0.114753
N-En,-0.005999,0.05551,0.815556,1.119336,0.099612
lgbm_dart#1,-0.025286,-0.000818,0.484937,0.661248,0.089524
ridge#1,-0.157071,0.046975,-0.579233,1.403622,0.024468
ridge#2,-0.160285,0.046842,-0.601807,1.404203,0.02389
pls#2,-0.173809,-0.076415,-1.158157,0.300985,0.101905
ffn#1,-0.337766,-0.037248,-0.748484,0.778991,-0.010051
pls#1,-0.365635,0.050558,-2.794178,1.789436,0.092854
ffn#2,-0.38358,-0.026524,-0.960542,0.821368,-0.017261
