model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.114984,0.079456,1.124869,1.208708,0.154245,0.114984
lgbm_gbdt#1,0.114753,0.084199,0.975018,1.136291,0.162902,0.114753
lgbm_dart#2,0.113236,0.097708,1.080843,1.54332,0.137354,0.113236
rf#1,0.105436,0.079666,1.179344,1.411939,0.124955,0.105436
rf#2,0.103308,0.084539,1.334873,1.63085,0.111074,0.103308
pls#2,0.101905,0.080046,1.2722,1.53145,0.136376,0.101905
N-En,0.099612,0.099519,1.099211,1.417218,0.136415,0.099612
pls#1,0.092854,0.068884,1.078181,2.068,0.120237,0.092854
lgbm_dart#1,0.089524,0.072836,0.794135,0.760956,0.143651,0.089524
L-En,0.069372,0.057117,1.63587,2.25423,0.063768,0.069372
lasso#1,0.064287,0.050514,1.649908,2.22374,0.056959,0.064287
elasticnet#1,0.06388,0.050618,1.653093,2.220109,0.056301,0.06388
elasticnet#2,0.063814,0.050714,1.653644,2.21835,0.056156,0.063814
lasso#2,0.062833,0.052031,1.661608,2.193818,0.05419,0.062833
ridge#1,0.024468,0.063104,1.111395,1.884291,0.023537,0.024468
ridge#2,0.02389,0.063195,1.094516,1.881997,0.022988,0.02389
pcr#2,-0.007465,-0.000539,-1.814675,-2.34513,-0.007414,-0.007465
pcr#1,-0.007465,-0.000539,-1.814675,-2.34513,-0.007414,-0.007465
ffn#1,-0.010051,0.090549,0.817529,1.434992,0.080516,-0.010051
ffn#2,-0.017261,0.092045,0.795523,1.444635,0.076644,-0.017261
