model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.29223888799666425,"[-0.5989103809157141, 0.014432604922385628]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.11556099432178307,"[-0.24772367047755384, 0.01660168183398769]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.22413869981606283,"[-0.4631591157821644, 0.014881716150038748]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.29759610822843807,"[-0.6095984111044699, 0.01440619464759374]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.4925778354364356,"[-0.9990257501273596, 0.013870079254488465]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.1771064476689974,"[-0.36960134767296604, 0.015388452334971214]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.4667199584071649,"[-0.9473506695579454, 0.01391075274361564]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.020860880533044912,"[-0.06534719043279491, 0.023625429366705086]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",0.003305983763705167,"[-0.02236041806521416, 0.028972385592624494]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.5741386147333579,"[-1.1620502084440743, 0.013772978977358408]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.06579903825977707,"[-0.15037924712109607, 0.01878117060154194]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.3199478781801282,"[-0.6542018949244839, 0.014306138564227466]",3,1,60,True,
