model,IC_mean,IC_std,N
L-En,-0.0422393979849052,0.5065437889227685,13
N-En,-0.036681894680237054,0.512648242248432,13
elasticnet#1,-0.053327324007729486,0.4916998268744267,13
elasticnet#2,-0.05588658773133477,0.48808880449193376,13
ffn#1,-0.042457530482198906,0.5225222416434906,13
ffn#2,-0.04279858271799796,0.5231934840206353,13
lasso#1,-0.058498815899345864,0.48209312108547714,13
lasso#2,-0.057890952997629884,0.48196571519692377,13
lgbm_dart#1,-0.03807949530403099,0.45785163673637397,13
lgbm_dart#2,-0.05418998038507566,0.44454989310310805,13
lgbm_gbdt#1,-0.08228104755253143,0.47107197437602455,13
lgbm_gbdt#2,-0.03538381789845207,0.47472461250966874,13
pcr#1,0.055319618365432206,0.5129761159800725,13
pcr#2,0.055319618365432206,0.5129761159800725,13
pls#1,-0.059191350450398236,0.4914388318041916,13
pls#2,-0.03414085288667465,0.48064329292729896,13
rf#1,-0.02921980993550373,0.49119042652991196,13
rf#2,-0.02065018023108498,0.4961328222230372,13
ridge#1,-0.038812093590116184,0.5189723519687441,13
ridge#2,-0.039293761928368566,0.517162211201201,13
