model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,13,1.009845,1.499689,2.427869,0.538462
N-En,13,1.046721,1.480537,2.549079,0.615385
elasticnet#1,13,0.797951,1.36422,2.108938,0.538462
elasticnet#2,13,0.790082,1.362536,2.09072,0.538462
ffn#1,13,0.951533,1.36274,2.517577,0.615385
ffn#2,13,0.946031,1.367581,2.494157,0.615385
lasso#1,13,0.951716,1.473024,2.329535,0.538462
lasso#2,13,0.951716,1.473024,2.329535,0.538462
lgbm_dart#1,13,1.000506,1.490003,2.421053,0.615385
lgbm_dart#2,13,1.012814,1.490524,2.449978,0.615385
lgbm_gbdt#1,13,0.969173,1.446042,2.416529,0.615385
lgbm_gbdt#2,13,0.982945,1.459961,2.427501,0.615385
pcr#1,13,-0.845309,1.265348,-2.408669,0.461538
pcr#2,13,-0.845309,1.265348,-2.408669,0.461538
pls#1,13,0.81947,1.369717,2.157118,0.538462
pls#2,13,0.970603,1.458368,2.39964,0.615385
rf#1,13,0.979865,1.448948,2.438288,0.615385
rf#2,13,0.990567,1.444841,2.471925,0.615385
ridge#1,13,1.033041,1.49983,2.483404,0.615385
ridge#2,13,1.033041,1.49983,2.483404,0.615385
