model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.140505,-0.084426,-0.183699,-1.0,-0.102505,0.140505
lasso#1,0.116844,0.139462,-0.331505,1.0,-0.135008,0.116844
lasso#2,0.116269,0.138734,-0.332338,1.0,-0.134934,0.116269
pcr#1,0.055799,-0.008678,-0.049836,-1.0,-0.006667,0.055799
pcr#2,0.055799,-0.008678,-0.049836,-1.0,-0.006667,0.055799
elasticnet#2,-0.011161,0.408385,-0.828103,1.0,-0.588236,-0.011161
elasticnet#1,-0.045816,0.413423,-0.907677,1.0,-0.6541,-0.045816
L-En,-0.187128,0.137745,-1.24129,1.0,-0.65663,-0.187128
rf#1,-0.917043,-0.497831,-1.803366,-1.0,-1.801923,-0.917043
ridge#1,-1.729411,0.591056,-2.659069,1.0,-3.847518,-1.729411
lgbm_dart#1,-1.750224,-2.265584,-2.828208,-1.0,-2.555,-1.750224
ridge#2,-1.78601,0.591121,-2.688298,1.0,-3.949411,-1.78601
N-En,-2.225869,-1.55817,-2.074753,-1.0,-3.834492,-2.225869
ffn#2,-3.267693,0.546524,-2.765206,1.0,-6.712363,-3.267693
ffn#1,-3.321786,0.549272,-2.769885,1.0,-6.812967,-3.321786
lgbm_gbdt#1,-5.300969,-4.536973,-1.750004,-1.0,-8.190316,-5.300969
lgbm_gbdt#2,-5.515876,-5.354841,-2.446244,-1.0,-8.20843,-5.515876
pls#1,-8.447076,-0.402012,-2.121453,-1.0,-15.050831,-8.447076
lgbm_dart#2,-8.659278,-5.271951,-2.483131,-1.0,-14.133836,-8.659278
pls#2,-10.12915,-1.026003,-2.70317,-1.0,-16.742716,-10.12915
