model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,15,2.16432,3.420516,2.450617,0.8
N-En,15,2.152236,3.42271,2.435373,0.8
elasticnet#1,15,2.153994,3.417773,2.440883,0.8
elasticnet#2,15,2.154132,3.417871,2.440968,0.8
ffn#1,15,2.157528,3.419943,2.443336,0.8
ffn#2,15,2.157528,3.419943,2.443336,0.8
lasso#1,15,2.137791,3.416065,2.423733,0.8
lasso#2,15,2.137791,3.416065,2.423733,0.8
lgbm_dart#1,15,2.1846,3.421818,2.472638,0.8
lgbm_dart#2,15,2.154111,3.401079,2.452997,0.8
lgbm_gbdt#1,15,2.141815,3.421149,2.424687,0.8
lgbm_gbdt#2,15,2.074854,3.25796,2.466536,0.8
pcr#1,15,2.2032,3.417181,2.497075,0.8
pcr#2,15,2.2032,3.417181,2.497075,0.8
pls#1,15,2.203177,3.417196,2.497037,0.8
pls#2,15,2.182003,3.4172,2.473036,0.8
rf#1,15,2.168122,3.41351,2.459961,0.8
rf#2,15,2.174875,3.409205,2.470739,0.8
ridge#1,15,2.158306,3.425297,2.440397,0.8
ridge#2,15,2.158306,3.425297,2.440397,0.8
