model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,11,-0.022506,0.621485,-0.120108,0.545455
N-En,11,-0.01481,0.689794,-0.071206,0.545455
elasticnet#1,11,0.054439,0.489148,0.369121,0.545455
elasticnet#2,11,0.043349,0.466209,0.308384,0.545455
ffn#1,11,-0.041258,0.74373,-0.18399,0.545455
ffn#2,11,-0.020138,0.759873,-0.087894,0.545455
lasso#1,11,0.043349,0.466209,0.308384,0.545455
lasso#2,11,0.043349,0.466209,0.308384,0.545455
lgbm_dart#1,11,0.100685,0.351694,0.949501,0.545455
lgbm_dart#2,11,0.014987,0.430941,0.115345,0.545455
lgbm_gbdt#1,11,-0.01218,0.454107,-0.088961,0.363636
lgbm_gbdt#2,11,0.040064,0.370646,0.3585,0.454545
pcr#1,11,0.084128,1.136759,0.245454,0.363636
pcr#2,11,0.084128,1.136759,0.245454,0.363636
pls#1,11,-0.057419,0.892447,-0.213386,0.545455
pls#2,11,-0.082835,0.884513,-0.310603,0.545455
rf#1,11,-0.050462,0.516533,-0.324015,0.545455
rf#2,11,-0.035554,0.387269,-0.304491,0.454545
ridge#1,11,0.096943,0.481656,0.667538,0.454545
ridge#2,11,0.096458,0.481788,0.664018,0.454545
