model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,8,1.895467,2.353699,2.277772,0.75
N-En,8,1.789484,2.194669,2.306236,0.75
elasticnet#2,8,1.887703,2.353537,2.268598,0.75
ffn#1,8,1.894353,2.354726,2.275441,0.625
lasso#1,8,1.887703,2.353537,2.268598,0.75
lgbm_dart#1,8,1.79491,2.197933,2.309794,0.625
lgbm_gbdt#2,8,1.802965,2.307167,2.210311,0.625
pcr#2,8,1.899431,2.351593,2.284579,0.75
pls#1,8,1.898317,2.352623,2.28224,0.625
rf#1,8,1.686844,2.265914,2.105602,0.5
ridge#2,8,1.887538,2.353233,2.268693,0.75
