date,L-En,N-En,elasticnet#1,elasticnet#2,ffn#1,ffn#2,lasso#1,lasso#2,lgbm_dart#1,lgbm_dart#2,lgbm_gbdt#1,lgbm_gbdt#2,pcr#1,pcr#2,pls#1,pls#2,rf#1,rf#2,ridge#1,ridge#2
2023-03-03,-0.3404714735542145,-0.886967505279411,1.1102230246251565e-16,1.1102230246251565e-16,-6.242783266512222,-2.0254809743512734,1.1102230246251565e-16,0.0,-1.1851256422699334,-0.40832585444868363,-0.12194833430622909,-0.2112551493133097,0.0018645525512445138,0.001864586545313851,-0.9898577230310326,-0.4346531301938188,-0.4117163723140569,-0.4135110123220007,-2.209707756896622,-2.2069825373393486
2023-03-06,-0.32198523532835943,-0.5523033670510451,0.0,0.0,-3.474902730573403,-0.6625286605394574,0.0,-2.220446049250313e-16,-1.021429567126222,-0.24792393895080567,-0.4212705666874541,-0.5213866593766554,0.00022731815917120812,0.00022732215758525243,-1.086590353744088,-0.5569037714120251,-0.3112936527749246,-0.29725020585749395,-1.988209140677243,-1.984499037477486
2023-03-07,-0.3902483889189583,-0.692046566679495,-2.220446049250313e-16,-2.220446049250313e-16,-4.071419472006092,-1.3269296055680981,-2.220446049250313e-16,0.0,-0.8296293210400658,-0.26335280608583744,-0.046455252043877016,-0.047919039411972175,0.0016980234079936318,0.0016980544571039147,-0.9757622373574497,-0.488480024796744,-0.22979659694641086,-0.2489426013184406,-1.7741742682316626,-1.7714127301795575
2023-03-08,0.20742277119977837,0.28924354229619764,0.0,0.0,0.5701194530990362,0.4438222916301936,0.0,0.0,0.247008188913726,0.09304541632155683,0.07913813217222376,0.09759387829769217,-5.7359282765956365e-05,-5.736034369374643e-05,0.360664302033079,0.2133186026812458,0.09166135284686361,0.08792307979265968,0.4841219245156174,0.4837157460254663
2023-03-09,-0.2434630269681759,-0.3174622917927128,0.0,0.0,-2.9468102234350266,-0.8716800847574417,0.0,0.0,-0.2613514526295728,-0.04414346236020883,-0.007140754867133614,0.007115263887071288,0.0006303823645952278,0.0006303938581299073,-0.7809936792831422,-0.29455778891733764,0.01552140261764845,0.02067983639025328,-1.3109227807776307,-1.307773905041771
2023-03-10,0.01861914929947861,0.04040707045357661,0.0,0.0,0.08964490760300536,0.047091362746994325,0.0,0.0,0.06743870505656868,0.03157600712073827,0.015500680758724017,0.02347890847768741,-2.157668781843647e-05,-2.157708417338533e-05,0.022499289344317774,0.010749118289399284,0.019719748165405115,0.018243111493519426,0.07389512089488637,0.07385032790551671
2023-03-13,0.13864310259301882,0.13092015592633943,0.0,0.0,0.21900325708984814,0.368861614000382,0.0,0.0,0.04737469429382857,-0.025502908288400628,0.04679499782813401,0.04861940593596814,0.00019129964940733934,0.00019130312915294212,0.43848271203126343,0.2652711343207792,0.0003810509495982828,0.005450687650055186,0.12811577387236472,0.12814249016833468
2023-03-14,0.008234629150469575,0.01335929588061402,0.0,0.0,0.05185482045683831,-0.00942891343033736,0.0,0.0,0.007379638227994478,0.005637326915900909,-0.0011979351958451012,0.001991407995701966,-0.00011463524964572258,-0.00011463735363470562,0.032538083387185,0.02439522246409298,0.010077012149003362,0.010121601465065466,-0.0025467126693894393,-0.0024343509212680914
2023-03-15,-0.034689263694233974,-0.17090740941266014,0.0,0.0,-1.835275424765325,-0.9347595786540401,0.0,0.0,-0.5573474800526594,-0.1889269972030263,-0.041270110363078594,-0.018658929083311016,0.0005692291961727491,0.0005692395090007851,-0.4738048132413648,-0.05514038616650474,-0.05676034995025381,-0.05086909696015929,-0.7561639476108253,-0.7562045738835108
2023-03-16,0.10698877461395773,0.19832911541992126,0.0,0.0,0.13977153849946578,0.2373092831110587,0.0,0.0,0.1341996591759247,0.05151059943042646,0.017735347941710833,0.012818131509567898,-6.34753609238814e-05,-6.347654729710328e-05,0.17078654892690392,0.13527686135092032,0.04476550746870955,0.042962912556494315,0.21377051146685422,0.213941701428758
2023-03-17,0.012168717352990965,-0.017628940827652206,0.0,0.0,-0.16610877211346153,-0.01138192160438134,0.0,0.0,-0.10340757504025833,-0.011997007660607295,-0.00892202851140289,-0.004063276274016703,1.6344333796269872e-05,1.6344618190888838e-05,0.04541510096880741,0.035892030782959994,0.011709109775484783,0.011619622121641027,-0.05252582809146755,-0.05244406348902597
2023-03-20,0.02187447811109766,0.008246816111070032,0.0,0.0,-0.09763494958874763,0.06479247014352696,0.0,0.0,-0.08789311725232474,-0.012507472950604503,-0.003529340101618539,0.01548100626180493,-0.00025041320288732294,-0.00025041781139578667,0.06589990409491808,0.04562951558619832,0.009516477607063312,0.010398908917576555,-0.03261840636766622,-0.032493510119843805
