date,L-En,N-En,elasticnet#2,ffn#1,lasso#2,lgbm_dart#2,lgbm_gbdt#1,pcr#1,pls#2,rf#2,ridge#1
2023-03-03,-11.49351144565835,-28.397600643920956,-14.015948010104065,-21.688507054225067,-13.654727638638294,-31.281616903020648,-76.26034935375375,-0.29280263578685295,-21.320476396233797,-27.475657429906374,-14.257541489187238
2023-03-06,0.06961898287157164,0.22216536845237156,0.07442013532643066,0.0708988740977664,0.07373817801497429,0.2450311366666862,0.3943872395981912,-0.007924224965764726,0.13183539413116707,0.21537591657956856,0.05894388562756048
2023-03-07,0.07252285767864775,0.1748396274059244,0.06707644474847385,0.15176406027975098,0.06462368159723209,0.16948486060982915,0.232381587550183,-0.004176549008928054,0.13334858128192217,0.16417978989744575,0.07769829380325088
2023-03-08,0.2986763112516997,0.4988384521311108,0.10815597836442248,0.621720773079494,0.15718203140680964,0.3922086102575094,0.3778221683253852,-0.03944903711890535,0.3229130002385763,0.4330293194045045,0.4896519084824994
2023-03-09,-34.47117202642837,-142.52746456754411,-35.50938093320799,-288.4885069270264,-41.21957682525839,-99.33810177188045,-158.15431374394726,-0.6593643242269582,-223.08522225126404,-134.212192645155,-25.7313281851596
2023-03-10,0.0812008245039274,0.1815998926090724,0.062218726272307734,0.12420170921471141,0.07919064816419474,0.18489273377223425,0.2394987286203255,-0.003862278816813669,0.20096703492009438,0.2114923333248846,0.0526522244917208
2023-03-13,-0.12838616729357621,-1.4152489634877203,-0.44335751375445076,-6.394463184365481,-0.4595510859415508,-0.2772997518470963,-1.2096629911453478,-0.00017481097972904536,-3.250483605644833,-0.885799921425162,-0.12453181231117494
2023-03-14,-6.199387080852411,-33.26186525092558,-3.5394786056733825,-24.029612846024527,-4.117489970614344,-29.412585947385242,-84.59461920033324,0.04829386462033636,-30.987457387932544,-38.983374596848485,-9.89803279387223
2023-03-15,0.1649043667944976,0.30210775482543195,0.12342774554169467,0.3889127275875982,0.1224033666511456,0.24024973361531532,0.3436296897908817,-0.004568621122010619,0.33309407831908755,0.2635775290847351,0.18738310361309574
2023-03-16,-0.017753699089022135,-0.0425169001807979,-0.02040521929395922,-0.18429449241016216,-0.013664293559228602,-0.01827255412061679,-0.039557050867593535,-0.020900563997579225,-0.05154180689580978,-0.02784867266426816,-0.05639289785963664
2023-03-17,0.028423827947733238,-0.1267547644191389,0.02049613956340146,-0.25167272017850495,0.015645675789115798,-0.05239802455463205,-0.4564944411395446,-0.001580055550592041,-0.17794918442256713,-0.06635386185746883,0.038649800332933526
2023-03-20,-16.569500822343578,-29.226055708777558,-13.055408269960708,-55.98349769882562,-13.90108940742776,-18.549988292898988,-42.869673971266465,0.11568045095590573,-65.97696026736931,-24.128885245940218,-18.44538193266694
2023-03-21,-0.5508654911577264,-3.336946355786833,-0.7420147416601923,-0.29294446059777446,-1.0213676107153336,-5.434417926699072,-9.043451322117724,0.09520063092973652,-3.7520900610386967,-4.53332018561585,-4.889428126151426
2023-03-22,0.1012387932260913,0.21688655205128748,0.07008060107669578,0.28305572220902786,0.06956564957311206,0.17630096389923067,0.26041798054148524,-0.003602331304776829,0.2269551064713169,0.18736083508735957,0.12351318821965296
