model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.297654,0.179536,0.720639,0.534452,0.294726,0.297654
lgbm_dart#2,0.29212,0.172428,0.769412,0.565151,0.291661,0.29212
lgbm_gbdt#2,0.273425,0.214023,0.701991,0.656245,0.273215,0.273425
rf#1,0.261708,0.240529,0.771557,0.6939,0.262296,0.261708
N-En,0.251653,0.207497,0.793396,0.704356,0.252298,0.251653
rf#2,0.22601,0.199191,0.797209,0.676298,0.224441,0.22601
lgbm_dart#1,0.215404,0.1561,0.837048,0.831332,0.214403,0.215404
ffn#2,0.212918,0.24647,0.842496,0.80892,0.216216,0.212918
ffn#1,0.195923,0.205589,0.844175,0.78116,0.197966,0.195923
pls#1,0.193848,0.119112,0.855574,0.801726,0.19432,0.193848
pls#2,0.191112,0.136296,0.837545,0.77543,0.192305,0.191112
L-En,0.101915,0.077775,0.915543,0.851535,0.101444,0.101915
ridge#2,0.089914,0.122892,0.940814,0.851844,0.089127,0.089914
ridge#1,0.088642,0.122168,0.940608,0.852048,0.087864,0.088642
lasso#2,0.078054,0.035929,0.903908,0.843629,0.077321,0.078054
lasso#1,0.077595,0.03557,0.904125,0.844465,0.076867,0.077595
elasticnet#2,0.069093,0.036648,0.914005,0.863282,0.06844,0.069093
pcr#1,0.068529,0.055518,0.93689,0.869863,0.068068,0.068529
pcr#2,0.068529,0.055518,0.93689,0.869863,0.068068,0.068529
elasticnet#1,0.065642,0.039797,0.921072,0.870407,0.065041,0.065642
