model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.219157,0.096501,0.788169,0.629042,0.29212
lgbm_gbdt#1,0.211118,0.098142,0.744425,0.619347,0.297654
N-En,0.179015,0.15881,0.798548,0.744013,0.251653
pls#1,0.174273,0.113948,0.83562,0.876211,0.193848
rf#1,0.172704,0.179251,0.773295,0.740487,0.261708
rf#2,0.17147,0.155956,0.822976,0.748281,0.22601
lgbm_dart#1,0.168763,0.164169,0.811768,0.853544,0.215404
pls#2,0.155876,0.120166,0.816504,0.837486,0.191112
lgbm_gbdt#2,0.136426,0.066244,0.671773,0.598614,0.273425
ffn#1,0.124456,0.168276,0.807409,0.809858,0.195923
ffn#2,0.114857,0.196481,0.784288,0.810582,0.212918
L-En,0.098089,0.081864,0.91653,0.940921,0.101915
lasso#2,0.08792,0.047276,0.911624,0.987099,0.078054
lasso#1,0.087507,0.046842,0.911721,0.988181,0.077595
elasticnet#2,0.076354,0.045612,0.921519,0.989893,0.069093
elasticnet#1,0.070391,0.04757,0.928895,0.984387,0.065642
pcr#1,0.067077,0.058696,0.945264,0.960339,0.068529
pcr#2,0.067077,0.058696,0.945264,0.960339,0.068529
ridge#2,0.052795,0.119447,0.879813,0.922664,0.089914
ridge#1,0.051152,0.119394,0.877185,0.923397,0.088642
