model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ridge#2,0.221128,0.142976,2.218194,1.917659,0.129469
ridge#1,0.22098,0.141858,2.234082,1.920062,0.1279
ffn#1,0.150836,0.114697,1.696423,1.551065,0.104219
pls#2,0.146427,0.100804,0.502105,0.75393,0.131251
L-En,0.145488,0.106187,2.455949,2.111967,0.093811
lgbm_dart#1,0.126919,0.12559,1.564601,1.518142,0.121036
lgbm_gbdt#2,0.112907,0.126257,1.142932,1.379844,0.128685
N-En,0.112784,0.132747,1.243902,1.648926,0.119379
ffn#2,0.098752,0.087232,1.769098,2.128221,0.056661
lgbm_dart#2,0.09743,0.135535,1.09447,1.597097,0.140786
rf#2,0.080118,0.146195,0.593891,1.546501,0.11788
lgbm_gbdt#1,0.079394,0.116968,0.519856,1.183144,0.117228
pls#1,0.068465,0.115056,-0.124713,1.197043,0.120988
rf#1,0.06284,0.152151,0.248352,1.423772,0.128671
pcr#2,0.056713,0.075891,1.572004,2.412105,0.072629
pcr#1,0.056712,0.075889,1.572024,2.412127,0.072627
elasticnet#1,0.033392,0.068895,1.214719,2.480911,0.054492
elasticnet#2,0.029356,0.059835,1.240038,2.606124,0.047789
lasso#1,0.01958,0.056486,0.953327,2.494815,0.045038
lasso#2,0.019081,0.057921,0.909521,2.476855,0.046221
