model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.140786,0.133595,1.63837,1.943572,0.13928,0.140786
pls#2,0.131251,0.136162,1.473962,1.87524,0.129185,0.131251
ridge#2,0.129469,0.131293,1.992003,2.066006,0.13394,0.129469
lgbm_gbdt#2,0.128685,0.123566,1.662673,1.935855,0.127908,0.128685
rf#1,0.128671,0.134891,1.243035,1.817304,0.119472,0.128671
ridge#1,0.1279,0.129401,2.005259,2.073436,0.132438,0.1279
lgbm_dart#1,0.121036,0.114967,1.733473,1.93712,0.121561,0.121036
pls#1,0.120988,0.11918,1.266989,1.999222,0.112607,0.120988
N-En,0.119379,0.118389,1.659677,2.040285,0.117759,0.119379
rf#2,0.11788,0.120576,1.408443,1.910629,0.112101,0.11788
lgbm_gbdt#1,0.117228,0.12452,1.351813,1.865663,0.113103,0.117228
ffn#1,0.104219,0.10491,1.799621,2.11851,0.104844,0.104219
L-En,0.093811,0.081523,1.996352,2.237149,0.095884,0.093811
pcr#2,0.072629,0.052785,1.916192,2.346867,0.072228,0.072629
pcr#1,0.072627,0.052783,1.9162,2.346873,0.072226,0.072627
ffn#2,0.056661,0.063755,2.130994,2.359845,0.057989,0.056661
elasticnet#1,0.054492,0.04129,1.841842,2.412261,0.05409,0.054492
elasticnet#2,0.047789,0.035742,1.875363,2.435301,0.047536,0.047789
lasso#2,0.046221,0.034753,1.828104,2.431852,0.045397,0.046221
lasso#1,0.045038,0.033843,1.840044,2.436731,0.044293,0.045038
