model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.098207,0.106408,1.746269,1.755966,0.127063
lgbm_dart#2,0.095965,0.099319,1.540878,1.508074,0.136567
rf#1,0.095265,0.10201,1.54717,1.673054,0.132872
lgbm_gbdt#1,0.094817,0.099614,1.583232,1.628743,0.130905
ffn#1,0.090265,0.123634,1.020991,1.592588,0.134698
ffn#2,0.090089,0.124588,0.992985,1.589785,0.135968
rf#2,0.08575,0.089443,1.729797,1.760081,0.111324
lgbm_gbdt#2,0.082349,0.086585,1.411949,1.522179,0.113567
lgbm_dart#1,0.076487,0.081486,1.632982,1.807374,0.098609
L-En,0.042837,0.055043,1.629918,1.990279,0.052532
lasso#2,0.034201,0.046964,1.051988,1.826445,0.04118
lasso#1,0.03413,0.046966,1.048677,1.825987,0.041133
elasticnet#2,0.033021,0.046858,0.99599,1.821462,0.040273
elasticnet#1,0.032769,0.046916,0.97608,1.820114,0.04012
pls#2,0.026005,0.07113,-0.05305,1.150078,0.122158
pls#1,0.010585,0.063311,-0.255206,1.909789,0.099581
pcr#2,-0.00331,-0.00053,-0.816701,-1.591354,-0.005726
pcr#1,-0.00331,-0.00053,-0.816701,-1.591354,-0.005726
ridge#1,-0.062863,0.060029,-1.415666,1.681394,0.037774
ridge#2,-0.06425,0.060161,-1.430237,1.681381,0.037813
