model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#2,0.019802,0.015155,-0.743112,1.346592,0.018438
lgbm_dart#2,0.018308,0.012218,-0.568308,1.290379,0.019235
lgbm_dart#1,0.014416,0.015266,-0.610074,1.290731,0.014906
rf#1,0.002733,0.016896,0.904374,1.40118,0.005236
pcr#1,0.000292,-0.000109,-0.915511,-1.392602,-0.006684
pcr#2,0.000292,-0.000109,-0.915513,-1.392603,-0.006684
N-En,0.000197,0.015787,-0.657682,1.30423,0.008712
lgbm_gbdt#1,-0.001861,0.011902,-0.801792,1.099903,0.00916
rf#2,-0.004237,0.018171,0.035244,1.301093,0.013641
L-En,-0.017084,-0.003078,-0.212299,0.70525,-0.016992
elasticnet#1,-0.031498,-0.004306,-0.300189,0.427454,-0.017212
elasticnet#2,-0.035886,-0.006157,-0.388611,0.294181,-0.019883
lasso#1,-0.039228,-0.007535,-0.402304,0.144594,-0.021429
lasso#2,-0.040439,-0.007557,-0.386829,0.107696,-0.0222
pls#2,-0.083868,-0.043829,-1.81111,-0.026699,-0.110367
ridge#1,-0.094219,0.001818,-1.631977,0.801464,-0.090984
ridge#2,-0.095209,0.001827,-1.638764,0.802138,-0.092101
pls#1,-0.118466,-0.05175,-1.506205,-0.283142,-0.130502
ffn#2,-0.160415,-0.007428,-1.392116,0.496335,-0.137369
ffn#1,-0.16568,-0.010063,-1.398701,0.426205,-0.141266
