model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#1,0.142065,0.142978,0.758534,0.73654,0.142605,0.142065
rf#2,0.13488,0.135178,0.741975,0.676777,0.135109,0.13488
N-En,0.115534,0.105736,0.991236,0.724918,0.124927,0.115534
lgbm_gbdt#1,0.098997,0.096226,0.694715,0.525002,0.108783,0.098997
lgbm_gbdt#2,0.096316,0.096127,0.730908,0.528603,0.104014,0.096316
L-En,0.095923,0.093313,1.319668,0.871959,0.116925,0.095923
lgbm_dart#2,0.094543,0.080244,0.929065,0.634516,0.107182,0.094543
pls#1,0.086919,0.091621,0.621079,0.443691,0.100733,0.086919
elasticnet#1,0.074832,0.068777,1.446465,1.08752,0.094844,0.074832
elasticnet#2,0.073555,0.068609,1.472285,1.08905,0.092856,0.073555
lasso#1,0.072849,0.066871,1.442068,1.092727,0.095548,0.072849
lasso#2,0.072789,0.067103,1.436364,1.086004,0.095702,0.072789
pls#2,0.072493,0.076666,0.552919,0.224745,0.087572,0.072493
pcr#1,0.071252,0.062937,1.279002,1.033609,0.088026,0.071252
pcr#2,0.071252,0.062937,1.279002,1.033609,0.088026,0.071252
ffn#1,0.039518,0.081383,0.190141,0.428577,0.023567,0.039518
ffn#2,0.037432,0.081827,0.146211,0.422651,0.018445,0.037432
lgbm_dart#1,0.021895,0.026199,2.155446,1.390173,0.03879,0.021895
ridge#2,-0.072289,0.124166,-1.234173,0.6788,-0.154616,-0.072289
ridge#1,-0.073113,0.122724,-1.248075,0.682534,-0.153792,-0.073113
