model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
pls#1,0.174985,0.045989,1.453999,0.175571,0.086919
L-En,0.173954,0.08866,1.534498,0.808133,0.095923
N-En,0.154644,0.078399,1.440543,0.555539,0.115534
pcr#1,0.150341,0.069897,1.729674,1.014463,0.071252
pcr#2,0.150341,0.069897,1.729674,1.014463,0.071252
elasticnet#2,0.149888,0.066946,2.212351,1.071772,0.073555
elasticnet#1,0.145566,0.066838,2.233386,1.069702,0.074832
lasso#2,0.141683,0.067462,2.18296,1.072709,0.072789
lgbm_dart#2,0.141523,0.061576,1.203347,0.445149,0.094543
lasso#1,0.139544,0.066944,2.191592,1.079393,0.072849
lgbm_gbdt#1,0.139397,0.075275,1.292514,0.521387,0.098997
lgbm_gbdt#2,0.119104,0.057988,1.17207,0.361799,0.096316
rf#2,0.108979,0.09681,1.397774,0.500847,0.13488
rf#1,0.098795,0.109845,1.334995,0.646676,0.142065
lgbm_dart#1,0.090016,0.037621,2.047717,1.316524,0.021895
pls#2,0.018299,-0.011348,0.493431,-0.125418,0.072493
ffn#1,-0.032012,0.026061,-0.118692,-0.20336,0.039518
ffn#2,-0.041109,0.026018,-0.179987,-0.216264,0.037432
ridge#1,-0.712979,0.105105,-2.228767,0.456155,-0.073113
ridge#2,-0.719802,0.105876,-2.243412,0.449533,-0.072289
