model,IC_mean,IC_std,N
L-En,-0.049357986239956034,0.7651483506102459,13
N-En,-0.061270522244149514,0.7433761091526386,13
elasticnet#1,-0.05299292000619588,0.7605976717401824,13
ffn#1,-0.05166175224211818,0.7578344384313419,13
lasso#2,-0.05763675311922366,0.7646893689004189,13
lgbm_dart#2,-0.08974024817623744,0.7223353664637149,13
lgbm_gbdt#2,-0.06160689035009294,0.7339233638277747,13
pcr#2,-0.05971300151643295,0.7680038667790456,13
pls#2,-0.0480912040387899,0.765004607670721,13
rf#1,-0.04259143237171861,0.7429547997461701,13
ridge#2,-0.04908152410663359,0.7648952048808297,13
