model,IC_mean,IC_std,N
L-En,-0.12430972020755303,0.35981643752459014,11
N-En,-0.10570774254984783,0.5577786281934273,11
elasticnet#1,-0.12297454867114309,0.34184555910975806,11
elasticnet#2,-0.1233351272050962,0.34979160937508547,11
ffn#1,-0.08908635224424703,0.5802818020927377,11
ffn#2,-0.08803670529676724,0.5793373159278676,11
lasso#1,-0.1169991171539159,0.3444866439678417,11
lasso#2,-0.12492260061919501,0.34534903158430375,11
lgbm_dart#1,-0.07513407546117278,0.3362817741780049,11
lgbm_dart#2,-0.22512073336001281,0.3187472255596583,11
lgbm_gbdt#1,-0.044189804835744466,0.3250050719533972,11
lgbm_gbdt#2,0.035402816984352416,0.33974365051922006,11
pcr#1,-0.1144713473660842,0.5765104635346147,11
pcr#2,-0.1144713473660842,0.5765104635346147,11
pls#1,-0.12554613429226436,0.42653172925132304,11
pls#2,-0.11283687073160759,0.46207321529604517,11
rf#1,-0.1625851584554623,0.3494097701421868,11
rf#2,-0.03894956093098509,0.33545864811765563,11
ridge#1,-0.12212561260548874,0.34426449327564856,11
ridge#2,-0.12251411299398912,0.3443184019021014,11
