model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.207168,0.14364,2.31572,2.26742,0.162207,0.207168
pls#1,0.183869,0.100834,2.198906,2.214058,0.160076,0.183869
N-En,0.17389,0.109171,2.417718,2.521147,0.145312,0.17389
ffn#1,0.173867,0.110601,1.993525,2.165252,0.168942,0.173867
pls#2,0.173503,0.090232,2.201158,2.322483,0.146215,0.173503
ffn#2,0.172667,0.110233,1.992002,2.161905,0.167825,0.172667
rf#2,0.169426,0.097569,2.41026,2.416374,0.134784,0.169426
lgbm_gbdt#2,0.161175,0.100954,2.416685,2.384238,0.125538,0.161175
lgbm_dart#2,0.160015,0.097228,2.463763,2.514671,0.130407,0.160015
rf#1,0.158123,0.087592,2.440698,2.556029,0.123194,0.158123
lgbm_dart#1,0.144015,0.091787,2.541373,2.657754,0.11592,0.144015
L-En,0.084099,0.040385,2.543694,2.792606,0.071132,0.084099
ridge#2,0.077163,0.036012,2.397118,2.636308,0.065728,0.077163
ridge#1,0.076979,0.035952,2.395248,2.641165,0.065651,0.076979
lasso#2,0.069583,0.026957,2.526312,3.007768,0.059538,0.069583
lasso#1,0.067078,0.027383,2.537782,2.989166,0.057941,0.067078
elasticnet#2,0.064116,0.028118,2.53498,2.963514,0.056078,0.064116
elasticnet#1,0.063137,0.027693,2.525948,2.951529,0.055332,0.063137
pcr#1,-0.004024,-0.000345,-1.89086,-2.046843,-0.004632,-0.004024
pcr#2,-0.004024,-0.000345,-1.890857,-2.046842,-0.004632,-0.004024
