model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#1,0.090681,0.049904,0.778909,0.591933,0.156056
lgbm_dart#2,0.066437,0.0483,0.583172,0.495553,0.167699
lgbm_gbdt#1,0.062762,0.038293,0.449219,0.456902,0.175102
lgbm_gbdt#2,0.059333,0.027501,0.490829,0.699355,0.161185
pcr#2,0.054287,0.043797,0.964339,1.658756,0.083247
pcr#1,0.054287,0.043797,0.964339,1.658756,0.083247
N-En,0.053195,0.064801,0.604863,0.832082,0.157353
L-En,0.043931,0.061477,0.864709,1.506116,0.090737
rf#1,0.043105,0.074136,0.512266,0.854806,0.170527
rf#2,0.039136,0.047621,0.550115,0.788144,0.142003
elasticnet#1,0.036807,0.033875,0.931027,1.695906,0.060357
elasticnet#2,0.03507,0.034083,0.906659,1.641465,0.061585
lasso#1,0.031112,0.037554,0.866159,1.518529,0.066221
lasso#2,0.030959,0.037932,0.864895,1.515976,0.066587
ridge#1,-0.004228,0.080763,0.747639,1.306128,0.07101
ridge#2,-0.005179,0.081098,0.74646,1.295892,0.071481
pls#2,-0.009196,0.064866,0.611127,1.078459,0.120915
ffn#1,-0.021331,0.064371,0.631758,0.915502,0.120062
pls#1,-0.049724,0.069825,0.591781,1.25073,0.120682
ffn#2,-0.054948,0.055513,0.628641,0.837532,0.11165
