model,IC_mean,IC_std,N
L-En,0.042757523049705703,0.5287762610467931,8
N-En,0.052191742081447945,0.5278069304795711,8
elasticnet#1,0.04611149621792039,0.522657280026189,8
elasticnet#2,0.04611149621792039,0.522657280026189,8
ffn#1,0.07285298228603179,0.5180694449649913,8
ffn#2,0.0531338598192314,0.5300993472700033,8
lasso#1,0.04611149621792039,0.522657280026189,8
lasso#2,0.04611149621792039,0.522657280026189,8
lgbm_dart#1,0.06593669743219702,0.49902114348093785,8
lgbm_dart#2,0.0808181682118901,0.5067165615810474,8
lgbm_gbdt#1,0.05450921074399307,0.39979826118939144,8
lgbm_gbdt#2,0.10248830939637257,0.5097957764058203,8
pcr#1,-0.0010376265890971459,0.5466805604500122,8
pcr#2,-0.0010376265890971459,0.5466805604500122,8
pls#1,0.029825376506878054,0.5241098949068684,8
pls#2,0.04147196327923882,0.5191402700188771,8
rf#1,0.05698056780530034,0.4923245917315314,8
rf#2,0.054165426291974336,0.4957716875046648,8
ridge#1,0.052129298075505495,0.5244869400409006,8
ridge#2,0.052129298075505495,0.5244869400409006,8
