group,model,ls_return
2023-07-03,L-En,3.206888670533723
2023-07-05,L-En,0.01597650688221307
2023-07-06,L-En,-0.21741963245531495
2023-07-07,L-En,2.1229273221160962
2023-07-10,L-En,5.369592895505505
2023-07-12,L-En,0.33514977043533634
2023-07-13,L-En,0.32694110073599014
2023-07-14,L-En,0.27601620346652656
2023-07-03,N-En,3.206888670533723
2023-07-05,N-En,0.01597650688221307
2023-07-06,N-En,-0.21741963245531495
2023-07-07,N-En,2.1485537569207067
2023-07-10,N-En,5.369592895505505
2023-07-12,N-En,0.3243145710077766
2023-07-13,N-En,0.3187694435579601
2023-07-14,N-En,0.27601620346652656
2023-07-03,elasticnet#1,3.206888670533723
2023-07-05,elasticnet#1,0.01597650688221307
2023-07-06,elasticnet#1,-0.21741963245531495
2023-07-07,elasticnet#1,2.1229273221160962
2023-07-10,elasticnet#1,5.369592895505505
2023-07-12,elasticnet#1,0.33514977043533634
2023-07-13,elasticnet#1,0.32694110073599014
2023-07-14,elasticnet#1,0.27601620346652656
2023-07-03,elasticnet#2,3.206888670533723
2023-07-05,elasticnet#2,0.01597650688221307
2023-07-06,elasticnet#2,-0.21741963245531495
2023-07-07,elasticnet#2,2.1229273221160962
2023-07-10,elasticnet#2,5.369592895505505
2023-07-12,elasticnet#2,0.33514977043533634
2023-07-13,elasticnet#2,0.32694110073599014
2023-07-14,elasticnet#2,0.27601620346652656
2023-07-03,ffn#1,3.2314277402036073
2023-07-05,ffn#1,0.01597650688221307
2023-07-06,ffn#1,-0.21741963245531495
2023-07-07,ffn#1,2.079839048992573
2023-07-10,ffn#1,5.369592895505505
2023-07-12,ffn#1,0.3243145710077766
2023-07-13,ffn#1,0.32694110073599014
2023-07-14,ffn#1,0.27601620346652656
2023-07-03,ffn#2,3.2081379762875626
2023-07-05,ffn#2,0.01597650688221307
2023-07-06,ffn#2,-0.21741963245531495
2023-07-07,ffn#2,2.055193792856424
2023-07-10,ffn#2,5.369592895505505
2023-07-12,ffn#2,0.33814392198629195
2023-07-13,ffn#2,0.32694110073599014
2023-07-14,ffn#2,0.26233503709823913
2023-07-03,lasso#1,3.206888670533723
2023-07-05,lasso#1,0.01597650688221307
2023-07-06,lasso#1,-0.21741963245531495
2023-07-07,lasso#1,2.1229273221160962
2023-07-10,lasso#1,5.369592895505505
2023-07-12,lasso#1,0.33514977043533634
2023-07-13,lasso#1,0.32694110073599014
2023-07-14,lasso#1,0.27601620346652656
2023-07-03,lasso#2,3.206888670533723
2023-07-05,lasso#2,0.01597650688221307
2023-07-06,lasso#2,-0.21741963245531495
2023-07-07,lasso#2,2.1229273221160962
2023-07-10,lasso#2,5.369592895505505
2023-07-12,lasso#2,0.33514977043533634
2023-07-13,lasso#2,0.32694110073599014
2023-07-14,lasso#2,0.27601620346652656
2023-07-03,lgbm_dart#1,3.206371584382498
2023-07-05,lgbm_dart#1,0.01597650688221307
2023-07-06,lgbm_dart#1,-0.18021396968006584
2023-07-07,lgbm_dart#1,2.1229273221160962
2023-07-10,lgbm_dart#1,6.0032448280887225
2023-07-12,lgbm_dart#1,0.3243145710077766
2023-07-13,lgbm_dart#1,0.3187694435579601
2023-07-14,lgbm_dart#1,0.27601620346652656
2023-07-03,lgbm_dart#2,3.206371584382498
2023-07-05,lgbm_dart#2,0.01753805434874532
2023-07-06,lgbm_dart#2,-0.18021396968006584
2023-07-07,lgbm_dart#2,1.9920297789590906
2023-07-10,lgbm_dart#2,5.374692915698331
2023-07-12,lgbm_dart#2,0.3243145710077766
2023-07-13,lgbm_dart#2,0.3187694435579601
2023-07-14,lgbm_dart#2,0.27601620346652656
2023-07-03,lgbm_gbdt#1,3.2227171527096923
2023-07-05,lgbm_gbdt#1,0.015548396123681406
2023-07-06,lgbm_gbdt#1,-0.18021396968006584
2023-07-07,lgbm_gbdt#1,2.0101894653401007
2023-07-10,lgbm_gbdt#1,5.374692915698331
2023-07-12,lgbm_gbdt#1,0.34267950092685107
2023-07-13,lgbm_gbdt#1,0.12174601550801362
2023-07-14,lgbm_gbdt#1,0.35159167526805873
2023-07-03,lgbm_gbdt#2,3.206371584382498
2023-07-05,lgbm_gbdt#2,0.018152765610309263
2023-07-06,lgbm_gbdt#2,-0.18682594431422134
2023-07-07,lgbm_gbdt#2,1.9920297789590906
2023-07-10,lgbm_gbdt#2,5.374692915698331
2023-07-12,lgbm_gbdt#2,0.33814392198629195
2023-07-13,lgbm_gbdt#2,0.32694110073599014
2023-07-14,lgbm_gbdt#2,0.35159167526805873
2023-07-03,pcr#1,3.233616603626149
2023-07-05,pcr#1,0.01597650688221307
2023-07-06,pcr#1,-0.2074875087290247
2023-07-07,pcr#1,2.0804653223823557
2023-07-10,pcr#1,5.369592895505505
2023-07-12,pcr#1,-0.3114205662634074
2023-07-13,pcr#1,0.32694110073599014
2023-07-14,pcr#1,0.3194004756041285
2023-07-03,pcr#2,3.233616603626149
2023-07-05,pcr#2,0.01597650688221307
2023-07-06,pcr#2,-0.2074875087290247
2023-07-07,pcr#2,2.0804653223823557
2023-07-10,pcr#2,5.369592895505505
2023-07-12,pcr#2,-0.3114205662634074
2023-07-13,pcr#2,0.32694110073599014
2023-07-14,pcr#2,0.3194004756041285
2023-07-03,pls#1,3.206888670533723
2023-07-05,pls#1,0.01597650688221307
2023-07-06,pls#1,-0.21741963245531495
2023-07-07,pls#1,2.1229273221160962
2023-07-10,pls#1,5.369592895505505
2023-07-12,pls#1,0.321320419456821
2023-07-13,pls#1,0.32694110073599014
2023-07-14,pls#1,0.27601620346652656
2023-07-03,pls#2,3.206888670533723
2023-07-05,pls#2,0.01597650688221307
2023-07-06,pls#2,-0.21741963245531495
2023-07-07,pls#2,2.1229273221160962
2023-07-10,pls#2,5.369592895505505
2023-07-12,pls#2,0.321320419456821
2023-07-13,pls#2,0.32694110073599014
2023-07-14,pls#2,0.27601620346652656
2023-07-03,rf#1,3.206371584382498
2023-07-05,rf#1,0.01597650688221307
2023-07-06,rf#1,-0.21741963245531495
2023-07-07,rf#1,2.1485537569207067
2023-07-10,rf#1,5.369592895505505
2023-07-12,rf#1,0.3243145710077766
2023-07-13,rf#1,0.3187694435579601
2023-07-14,rf#1,0.27601620346652656
2023-07-03,rf#2,3.206371584382498
2023-07-05,rf#2,0.01597650688221307
2023-07-06,rf#2,-0.21741963245531495
2023-07-07,rf#2,2.1485537569207067
2023-07-10,rf#2,5.374692915698331
2023-07-12,rf#2,0.3243145710077766
2023-07-13,rf#2,0.3187694435579601
2023-07-14,rf#2,0.27601620346652656
2023-07-03,ridge#1,3.2031479929514726
2023-07-05,ridge#1,0.01597650688221307
2023-07-06,ridge#1,-0.21741963245531495
2023-07-07,ridge#1,2.1229273221160962
2023-07-10,ridge#1,5.369592895505505
2023-07-12,ridge#1,0.33514977043533634
2023-07-13,ridge#1,0.32694110073599014
2023-07-14,ridge#1,0.27601620346652656
2023-07-03,ridge#2,3.2031479929514726
2023-07-05,ridge#2,0.01597650688221307
2023-07-06,ridge#2,-0.21741963245531495
2023-07-07,ridge#2,2.1229273221160962
2023-07-10,ridge#2,5.369592895505505
2023-07-12,ridge#2,0.33514977043533634
2023-07-13,ridge#2,0.32694110073599014
2023-07-14,ridge#2,0.27601620346652656
