model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.109222,0.107552,0.50251,1.682855,0.038892,0.109222
pls#2,0.103323,0.110333,0.472543,1.630812,0.037274,0.103323
pls#1,0.102742,0.097362,0.529959,1.771358,0.044115,0.102742
rf#1,0.098634,0.109898,0.410743,1.635087,0.030351,0.098634
ridge#2,0.098202,0.108587,2.090447,1.903128,0.076142,0.098202
ridge#1,0.097136,0.107033,2.110983,1.909589,0.075542,0.097136
rf#2,0.096186,0.099277,0.691931,1.757233,0.042826,0.096186
lgbm_gbdt#2,0.09503,0.098312,0.630726,1.618712,0.042548,0.09503
N-En,0.093781,0.096185,0.556375,1.794443,0.036124,0.093781
lgbm_dart#1,0.093576,0.094576,0.648807,1.772407,0.039043,0.093576
lgbm_gbdt#1,0.083954,0.095281,0.080444,1.378649,0.006871,0.083954
ffn#1,0.082882,0.085232,0.436561,1.830638,0.02785,0.082882
L-En,0.078837,0.067666,1.609986,2.059558,0.05289,0.078837
pcr#2,0.063146,0.043923,1.670867,2.16229,0.044286,0.063146
pcr#1,0.063144,0.043922,1.670881,2.162297,0.044285,0.063144
ffn#2,0.051503,0.052532,0.625276,2.099782,0.024138,0.051503
elasticnet#1,0.049031,0.034513,1.431354,2.250802,0.033232,0.049031
elasticnet#2,0.042736,0.029909,1.478072,2.277769,0.028991,0.042736
lasso#2,0.041638,0.029091,1.333386,2.277169,0.02703,0.041638
lasso#1,0.040548,0.028334,1.351339,2.282529,0.026443,0.040548
