model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.18069240182825297,"[-0.41473130782791423, 0.05334650417140829]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.10887567196927772,"[-0.2757803798976439, 0.05802903595908848]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.15403947317028155,"[-0.3627889744944306, 0.054710028153867496]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.18281724593577364,"[-0.41889067685050496, 0.05325618497895768]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.2616675187174991,"[-0.5744367636781682, 0.05110172624317]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.1355014663535774,"[-0.3269414412589555, 0.055938508551800714]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.2513944965979568,"[-0.5540791570499146, 0.05129016385400098]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.04758862800469038,"[-0.15790802129817538, 0.06273076528879462]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.02503751930876469,"[-0.11472261012931351, 0.06464757151178413]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.2925549771567034,"[-0.6357417206035081, 0.05063176629010124]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.08162014840367204,"[-0.22346834139480287, 0.060228044587458784]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.19174128785306288,"[-0.43638475234267227, 0.052902176636546505]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.17067266823326926,"[-0.3951520961204129, 0.05380675965387438]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.03666696569499017,"[-0.1369186638690303, 0.06358473247904994]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.5120432864698983,"[-1.0732779475572283, 0.04919137461743184]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.5041698983847318,"[-1.0575550244363994, 0.04921522766693587]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.5336971650825222,"[-1.1165253940883022, 0.04913106392325772]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.06749268850768736,"[-0.19627142208444326, 0.06128604506906854]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.08636342655168755,"[-0.2325851085838817, 0.059858255480506606]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.05481808490516715,"[-0.1718376080594941, 0.0622014382491598]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",-0.020721514936095864,"[-0.10655126026371131, 0.06510823039151958]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.07903365791671724,"[-0.21849380061536516, 0.06042648478193069]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.2344242677888877,"[-0.5204954065320668, 0.051646870954291435]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",-0.08553190815856637,"[-0.23098743691533374, 0.059923620598201]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",-0.48752276208773726,"[-1.0243149577903354, 0.049269433614860914]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",-0.1379539818992882,"[-0.33167085759540504, 0.05576289379682864]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",-0.472788023121038,"[-0.9948981605600236, 0.04932211431794753]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",-0.030735824801861933,"[-0.12557141117635795, 0.06409976157263408]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",-0.19581992737585907,"[-0.44439289754797073, 0.05275304279625259]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",-0.26842858068631503,"[-0.5878445312765868, 0.05098736990395669]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",-0.3873943275206786,"[-0.8245341071048018, 0.049745452063444606]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",-0.08774052809507676,"[-0.2352305721301453, 0.05974951593999178]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.3358825194833552}",-0.2381334078568953,"[-0.5278303302745655, 0.051563514560774903]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.073432032394333}",-0.17047606812999216,"[-0.394768523247941, 0.053816386987956655]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11385953381489414}",-0.5342375435546197,"[-1.1176047383546224, 0.04912965124538293]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.126995609048578}",-0.14741472836290154,"[-0.3499516650330641, 0.055122208307261]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.859416411328697}",-0.14985093889292167,"[-0.35466896680491855, 0.05496708901907521]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.092543214735832}",-0.14772123799188602,"[-0.3505449421267175, 0.05510246614294545]",3,1,60,True,
