model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
pcr#2,0.022281,0.001832,0.679664,0.46673,0.011684,0.022281
pcr#1,0.022281,0.001832,0.679664,0.46673,0.011684,0.022281
elasticnet#2,-0.121153,-0.123423,-2.013615,-1.811049,-0.117449,-0.121153
elasticnet#1,-0.121407,-0.125101,-2.013954,-1.82414,-0.117761,-0.121407
lasso#1,-0.12232,-0.119933,-2.009673,-1.762292,-0.117948,-0.12232
lasso#2,-0.122428,-0.119674,-2.010237,-1.759291,-0.118009,-0.122428
L-En,-0.131642,-0.143291,-2.393141,-2.535742,-0.140905,-0.131642
lgbm_dart#1,-0.149457,-0.18057,-1.070668,-0.983339,-0.158219,-0.149457
N-En,-0.171358,-0.170384,-1.26981,-1.259863,-0.223844,-0.171358
rf#2,-0.174173,-0.187326,-1.700996,-1.590368,-0.200488,-0.174173
rf#1,-0.190954,-0.181303,-1.804677,-1.496161,-0.18779,-0.190954
lgbm_gbdt#2,-0.285793,-0.267995,-0.859281,-0.575941,-0.245581,-0.285793
lgbm_dart#2,-0.330843,-0.253119,-1.901593,-1.613952,-0.426006,-0.330843
ffn#1,-0.330992,-0.212999,-1.502351,-1.753515,-0.457706,-0.330992
ffn#2,-0.345793,-0.223879,-1.519719,-1.802816,-0.474192,-0.345793
lgbm_gbdt#1,-0.382431,-0.250794,-1.793405,-1.461534,-0.545582,-0.382431
ridge#1,-0.76075,-0.427556,-3.330517,-2.755563,-0.608558,-0.76075
ridge#2,-0.772688,-0.430068,-3.337783,-2.761049,-0.617556,-0.772688
pls#2,-0.803299,-0.609555,-2.906472,-3.591988,-0.809845,-0.803299
pls#1,-1.452899,-0.392772,-4.582509,-2.643951,-1.471259,-1.452899
