datetime,addresses_count_active,funding_rates,long_liquidations_usd,oi_put,oi_call,open_interest,short_liquidations_usd,taker_buy_sell_ratio,taker_buy_volume,SPOT_inflow_total,SPOT_netflow_total,SPOT_outflow_total,SPOT_reserve_usd,SPOT_transactions_count_inflow,SPOT_transactions_count_outflow,fees_transaction_median_usd,SPOT_exchange_whale_ratio,SPOT_stablecoins_ratio_usd,estimated_leverage_ratio
2009-02-01 19:00:00,130.0,,,,,,,,,,,,,,,0.0,,,
2009-02-02 19:00:00,156.0,,,,,,,,,,,,,,,0.0,,,
2009-02-03 19:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-02-04 19:00:00,126.0,,,,,,,,,,,,,,,0.0,,,
2009-02-05 19:00:00,122.0,,,,,,,,,,,,,,,0.0,,,
2009-02-06 19:00:00,156.0,,,,,,,,,,,,,,,0.0,,,
2009-02-07 19:00:00,134.0,,,,,,,,,,,,,,,0.0,,,
2009-02-08 19:00:00,179.0,,,,,,,,,,,,,,,0.0,,,
2009-02-09 19:00:00,120.0,,,,,,,,,,,,,,,0.0,,,
2009-02-10 19:00:00,147.0,,,,,,,,,,,,,,,0.0,,,
2009-02-11 19:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-02-12 19:00:00,124.0,,,,,,,,,,,,,,,0.0,,,
2009-02-13 19:00:00,136.0,,,,,,,,,,,,,,,0.0,,,
2009-02-14 19:00:00,142.0,,,,,,,,,,,,,,,0.0,,,
2009-02-15 19:00:00,153.0,,,,,,,,,,,,,,,0.0,,,
2009-02-16 19:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-02-17 19:00:00,118.0,,,,,,,,,,,,,,,0.0,,,
2009-02-18 19:00:00,141.0,,,,,,,,,,,,,,,0.0,,,
2009-02-19 19:00:00,122.0,,,,,,,,,,,,,,,0.0,,,
2009-02-20 19:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-02-21 19:00:00,133.0,,,,,,,,,,,,,,,0.0,,,
2009-02-22 19:00:00,108.0,,,,,,,,,,,,,,,0.0,,,
2009-02-23 19:00:00,106.0,,,,,,,,,,,,,,,0.0,,,
2009-02-24 19:00:00,105.0,,,,,,,,,,,,,,,0.0,,,
2009-02-25 19:00:00,107.0,,,,,,,,,,,,,,,0.0,,,
2009-02-26 19:00:00,152.0,,,,,,,,,,,,,,,0.0,,,
2009-02-27 19:00:00,107.0,,,,,,,,,,,,,,,0.0,,,
2009-02-28 19:00:00,105.0,,,,,,,,,,,,,,,0.0,,,
2009-03-01 19:00:00,108.0,,,,,,,,,,,,,,,0.0,,,
2009-03-02 19:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-03-03 19:00:00,130.0,,,,,,,,,,,,,,,0.0,,,
2009-03-04 19:00:00,121.0,,,,,,,,,,,,,,,0.0,,,
2009-03-05 19:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-03-06 19:00:00,109.0,,,,,,,,,,,,,,,0.0,,,
2009-03-07 19:00:00,142.0,,,,,,,,,,,,,,,0.0,,,
2009-03-08 20:00:00,108.0,,,,,,,,,,,,,,,0.0,,,
2009-03-09 20:00:00,107.0,,,,,,,,,,,,,,,0.0,,,
2009-03-10 20:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-03-11 20:00:00,122.0,,,,,,,,,,,,,,,0.0,,,
2009-03-12 20:00:00,127.0,,,,,,,,,,,,,,,0.0,,,
2009-03-13 20:00:00,110.0,,,,,,,,,,,,,,,0.0,,,
2009-03-14 20:00:00,123.0,,,,,,,,,,,,,,,0.0,,,
2009-03-15 20:00:00,170.0,,,,,,,,,,,,,,,0.0,,,
2009-03-16 20:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-03-17 20:00:00,129.0,,,,,,,,,,,,,,,0.0,,,
2009-03-18 20:00:00,122.0,,,,,,,,,,,,,,,0.0,,,
2009-03-19 20:00:00,131.0,,,,,,,,,,,,,,,0.0,,,
2009-03-20 20:00:00,50.0,,,,,,,,,,,,,,,0.0,,,
2009-03-21 20:00:00,131.0,,,,,,,,,,,,,,,0.0,,,
2009-03-22 20:00:00,130.0,,,,,,,,,,,,,,,0.0,,,
2009-03-23 20:00:00,105.0,,,,,,,,,,,,,,,0.0,,,
2009-03-24 20:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-03-25 20:00:00,146.0,,,,,,,,,,,,,,,0.0,,,
2009-03-26 20:00:00,106.0,,,,,,,,,,,,,,,0.0,,,
2009-03-27 20:00:00,140.0,,,,,,,,,,,,,,,0.0,,,
2009-03-28 20:00:00,116.0,,,,,,,,,,,,,,,0.0,,,
2009-03-29 20:00:00,120.0,,,,,,,,,,,,,,,0.0,,,
2009-03-30 20:00:00,143.0,,,,,,,,,,,,,,,0.0,,,
2009-03-31 20:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-04-01 20:00:00,115.0,,,,,,,,,,,,,,,0.0,,,
2009-04-02 20:00:00,116.0,,,,,,,,,,,,,,,0.0,,,
2009-04-03 20:00:00,113.0,,,,,,,,,,,,,,,0.0,,,
2009-04-04 20:00:00,148.0,,,,,,,,,,,,,,,0.0,,,
2009-04-05 20:00:00,109.0,,,,,,,,,,,,,,,0.0,,,
2009-04-06 20:00:00,100.0,,,,,,,,,,,,,,,0.0,,,
2009-04-07 20:00:00,105.0,,,,,,,,,,,,,,,0.0,,,
2009-04-08 20:00:00,99.0,,,,,,,,,,,,,,,0.0,,,
2009-04-09 20:00:00,108.0,,,,,,,,,,,,,,,0.0,,,
2009-04-10 20:00:00,128.0,,,,,,,,,,,,,,,0.0,,,
2009-04-11 20:00:00,127.0,,,,,,,,,,,,,,,0.0,,,
2009-04-12 20:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-04-13 20:00:00,124.0,,,,,,,,,,,,,,,0.0,,,
2009-04-14 20:00:00,113.0,,,,,,,,,,,,,,,0.0,,,
2009-04-15 20:00:00,123.0,,,,,,,,,,,,,,,0.0,,,
2009-04-16 20:00:00,112.0,,,,,,,,,,,,,,,0.0,,,
2009-04-17 20:00:00,131.0,,,,,,,,,,,,,,,0.0,,,
2009-04-18 20:00:00,128.0,,,,,,,,,,,,,,,0.0,,,
2009-04-19 20:00:00,236.0,,,,,,,,,,,,,,,0.0,,,
2009-04-20 20:00:00,125.0,,,,,,,,,,,,,,,0.0,,,
2009-04-21 20:00:00,121.0,,,,,,,,,,,,,,,0.0,,,
2009-04-22 20:00:00,75.0,,,,,,,,,,,,,,,0.0,,,
2009-04-23 20:00:00,115.0,,,,,,,,,,,,,,,0.0,,,
2009-04-24 20:00:00,118.0,,,,,,,,,,,,,,,0.0,,,
2009-04-25 20:00:00,128.0,,,,,,,,,,,,,,,0.0,,,
2009-04-26 20:00:00,104.0,,,,,,,,,,,,,,,0.0,,,
2009-04-27 20:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-04-28 20:00:00,149.0,,,,,,,,,,,,,,,0.0,,,
2009-04-29 20:00:00,131.0,,,,,,,,,,,,,,,0.0,,,
2009-04-30 20:00:00,121.0,,,,,,,,,,,,,,,0.0,,,
2009-05-01 20:00:00,142.0,,,,,,,,,,,,,,,0.0,,,
2009-05-02 20:00:00,110.0,,,,,,,,,,,,,,,0.0,,,
2009-05-03 20:00:00,159.0,,,,,,,,,,,,,,,0.0,,,
2009-05-04 20:00:00,146.0,,,,,,,,,,,,,,,0.0,,,
2009-05-05 20:00:00,135.0,,,,,,,,,,,,,,,0.0,,,
2009-05-06 20:00:00,122.0,,,,,,,,,,,,,,,0.0,,,
2009-05-07 20:00:00,107.0,,,,,,,,,,,,,,,0.0,,,
2009-05-08 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-05-09 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-05-10 20:00:00,123.0,,,,,,,,,,,,,,,0.0,,,
2009-05-11 20:00:00,130.0,,,,,,,,,,,,,,,0.0,,,
2009-05-12 20:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-05-13 20:00:00,145.0,,,,,,,,,,,,,,,0.0,,,
2009-05-14 20:00:00,146.0,,,,,,,,,,,,,,,0.0,,,
2009-05-15 20:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-05-16 20:00:00,127.0,,,,,,,,,,,,,,,0.0,,,
2009-05-17 20:00:00,118.0,,,,,,,,,,,,,,,0.0,,,
2009-05-18 20:00:00,86.0,,,,,,,,,,,,,,,0.0,,,
2009-05-19 20:00:00,120.0,,,,,,,,,,,,,,,0.0,,,
2009-05-20 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-05-21 20:00:00,61.0,,,,,,,,,,,,,,,0.0,,,
2009-05-22 20:00:00,32.0,,,,,,,,,,,,,,,0.0,,,
2009-05-23 20:00:00,100.0,,,,,,,,,,,,,,,0.0,,,
2009-05-24 20:00:00,109.0,,,,,,,,,,,,,,,0.0,,,
2009-05-25 20:00:00,125.0,,,,,,,,,,,,,,,0.0,,,
2009-05-26 20:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-05-27 20:00:00,95.0,,,,,,,,,,,,,,,0.0,,,
2009-05-28 20:00:00,167.0,,,,,,,,,,,,,,,0.0,,,
2009-05-29 20:00:00,109.0,,,,,,,,,,,,,,,0.0,,,
2009-05-30 20:00:00,96.0,,,,,,,,,,,,,,,0.0,,,
2009-05-31 20:00:00,73.0,,,,,,,,,,,,,,,0.0,,,
2009-06-01 20:00:00,111.0,,,,,,,,,,,,,,,0.0,,,
2009-06-02 20:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-06-03 20:00:00,66.0,,,,,,,,,,,,,,,0.0,,,
2009-06-04 20:00:00,30.0,,,,,,,,,,,,,,,0.0,,,
2009-06-05 20:00:00,28.0,,,,,,,,,,,,,,,0.0,,,
2009-06-06 20:00:00,16.0,,,,,,,,,,,,,,,0.0,,,
2009-06-07 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-06-08 20:00:00,91.0,,,,,,,,,,,,,,,0.0,,,
2009-06-09 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-06-10 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-06-11 20:00:00,86.0,,,,,,,,,,,,,,,0.0,,,
2009-06-12 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-06-13 20:00:00,72.0,,,,,,,,,,,,,,,0.0,,,
2009-06-14 20:00:00,84.0,,,,,,,,,,,,,,,0.0,,,
2009-06-15 20:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-06-16 20:00:00,79.0,,,,,,,,,,,,,,,0.0,,,
2009-06-17 20:00:00,80.0,,,,,,,,,,,,,,,0.0,,,
2009-06-18 20:00:00,87.0,,,,,,,,,,,,,,,0.0,,,
2009-06-19 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-06-20 20:00:00,81.0,,,,,,,,,,,,,,,0.0,,,
2009-06-21 20:00:00,137.0,,,,,,,,,,,,,,,0.0,,,
2009-06-22 20:00:00,76.0,,,,,,,,,,,,,,,0.0,,,
2009-06-23 20:00:00,100.0,,,,,,,,,,,,,,,0.0,,,
2009-06-24 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-06-25 20:00:00,90.0,,,,,,,,,,,,,,,0.0,,,
2009-06-26 20:00:00,84.0,,,,,,,,,,,,,,,0.0,,,
2009-06-27 20:00:00,48.0,,,,,,,,,,,,,,,0.0,,,
2009-06-28 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-06-29 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-06-30 20:00:00,77.0,,,,,,,,,,,,,,,0.0,,,
2009-07-01 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-07-02 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-07-03 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-07-04 20:00:00,79.0,,,,,,,,,,,,,,,0.0,,,
2009-07-05 20:00:00,84.0,,,,,,,,,,,,,,,0.0,,,
2009-07-06 20:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-07-07 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-07-08 20:00:00,86.0,,,,,,,,,,,,,,,0.0,,,
2009-07-09 20:00:00,81.0,,,,,,,,,,,,,,,0.0,,,
2009-07-10 20:00:00,83.0,,,,,,,,,,,,,,,0.0,,,
2009-07-11 20:00:00,77.0,,,,,,,,,,,,,,,0.0,,,
2009-07-12 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-07-13 20:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-07-14 20:00:00,45.0,,,,,,,,,,,,,,,0.0,,,
2009-07-15 20:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-07-16 20:00:00,47.0,,,,,,,,,,,,,,,0.0,,,
2009-07-17 20:00:00,4.0,,,,,,,,,,,,,,,0.0,,,
2009-07-18 20:00:00,70.0,,,,,,,,,,,,,,,0.0,,,
2009-07-19 20:00:00,192.0,,,,,,,,,,,,,,,0.0,,,
2009-07-20 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-07-21 20:00:00,60.0,,,,,,,,,,,,,,,0.0,,,
2009-07-22 20:00:00,76.0,,,,,,,,,,,,,,,0.0,,,
2009-07-23 20:00:00,73.0,,,,,,,,,,,,,,,0.0,,,
2009-07-24 20:00:00,32.0,,,,,,,,,,,,,,,0.0,,,
2009-07-25 20:00:00,21.0,,,,,,,,,,,,,,,0.0,,,
2009-07-26 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-07-27 20:00:00,41.0,,,,,,,,,,,,,,,0.0,,,
2009-07-28 20:00:00,22.0,,,,,,,,,,,,,,,0.0,,,
2009-07-29 20:00:00,17.0,,,,,,,,,,,,,,,0.0,,,
2009-07-30 20:00:00,17.0,,,,,,,,,,,,,,,0.0,,,
2009-07-31 20:00:00,28.0,,,,,,,,,,,,,,,0.0,,,
2009-08-01 20:00:00,23.0,,,,,,,,,,,,,,,0.0,,,
2009-08-02 20:00:00,12.0,,,,,,,,,,,,,,,0.0,,,
2009-08-03 20:00:00,81.0,,,,,,,,,,,,,,,0.0,,,
2009-08-04 20:00:00,87.0,,,,,,,,,,,,,,,0.0,,,
2009-08-05 20:00:00,90.0,,,,,,,,,,,,,,,0.0,,,
2009-08-06 20:00:00,192.0,,,,,,,,,,,,,,,0.0,,,
2009-08-07 20:00:00,80.0,,,,,,,,,,,,,,,0.0,,,
2009-08-08 20:00:00,101.0,,,,,,,,,,,,,,,0.0,,,
2009-08-09 20:00:00,75.0,,,,,,,,,,,,,,,0.0,,,
2009-08-10 20:00:00,70.0,,,,,,,,,,,,,,,0.0,,,
2009-08-11 20:00:00,63.0,,,,,,,,,,,,,,,0.0,,,
2009-08-12 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-08-13 20:00:00,63.0,,,,,,,,,,,,,,,0.0,,,
2009-08-14 20:00:00,26.0,,,,,,,,,,,,,,,0.0,,,
2009-08-15 20:00:00,19.0,,,,,,,,,,,,,,,0.0,,,
2009-08-16 20:00:00,17.0,,,,,,,,,,,,,,,0.0,,,
2009-08-17 20:00:00,10.0,,,,,,,,,,,,,,,0.0,,,
2009-08-18 20:00:00,18.0,,,,,,,,,,,,,,,0.0,,,
2009-08-19 20:00:00,22.0,,,,,,,,,,,,,,,0.0,,,
2009-08-20 20:00:00,14.0,,,,,,,,,,,,,,,0.0,,,
2009-08-21 20:00:00,7.0,,,,,,,,,,,,,,,0.0,,,
2009-08-22 20:00:00,15.0,,,,,,,,,,,,,,,0.0,,,
2009-08-23 20:00:00,15.0,,,,,,,,,,,,,,,0.0,,,
2009-08-24 20:00:00,50.0,,,,,,,,,,,,,,,0.0,,,
2009-08-25 20:00:00,96.0,,,,,,,,,,,,,,,0.0,,,
2009-08-26 20:00:00,29.0,,,,,,,,,,,,,,,0.0,,,
2009-08-27 20:00:00,75.0,,,,,,,,,,,,,,,0.0,,,
2009-08-28 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-08-29 20:00:00,99.0,,,,,,,,,,,,,,,0.0,,,
2009-08-30 20:00:00,93.0,,,,,,,,,,,,,,,0.0,,,
2009-08-31 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-09-01 20:00:00,66.0,,,,,,,,,,,,,,,0.0,,,
2009-09-02 20:00:00,76.0,,,,,,,,,,,,,,,0.0,,,
2009-09-03 20:00:00,64.0,,,,,,,,,,,,,,,0.0,,,
2009-09-04 20:00:00,76.0,,,,,,,,,,,,,,,0.0,,,
2009-09-05 20:00:00,68.0,,,,,,,,,,,,,,,0.0,,,
2009-09-06 20:00:00,92.0,,,,,,,,,,,,,,,0.0,,,
2009-09-07 20:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-09-08 20:00:00,54.0,,,,,,,,,,,,,,,0.0,,,
2009-09-09 20:00:00,67.0,,,,,,,,,,,,,,,0.0,,,
2009-09-10 20:00:00,67.0,,,,,,,,,,,,,,,0.0,,,
2009-09-11 20:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-09-12 20:00:00,75.0,,,,,,,,,,,,,,,0.0,,,
2009-09-13 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-09-14 20:00:00,44.0,,,,,,,,,,,,,,,0.0,,,
2009-09-15 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-09-16 20:00:00,186.0,,,,,,,,,,,,,,,0.0,,,
2009-09-17 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-09-18 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-09-19 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-09-20 20:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-09-21 20:00:00,66.0,,,,,,,,,,,,,,,0.0,,,
2009-09-22 20:00:00,36.0,,,,,,,,,,,,,,,0.0,,,
2009-09-23 20:00:00,97.0,,,,,,,,,,,,,,,0.0,,,
2009-09-24 20:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-09-25 20:00:00,100.0,,,,,,,,,,,,,,,0.0,,,
2009-09-26 20:00:00,104.0,,,,,,,,,,,,,,,0.0,,,
2009-09-27 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-09-28 20:00:00,133.0,,,,,,,,,,,,,,,0.0,,,
2009-09-29 20:00:00,85.0,,,,,,,,,,,,,,,0.0,,,
2009-09-30 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-10-01 20:00:00,83.0,,,,,,,,,,,,,,,0.0,,,
2009-10-02 20:00:00,58.0,,,,,,,,,,,,,,,0.0,,,
2009-10-03 20:00:00,53.0,,,,,,,,,,,,,,,0.0,,,
2009-10-04 20:00:00,55.0,,,,,,,,,,,,,,,0.0,,,
2009-10-05 20:00:00,58.0,,,,,,,,,,,,,,,0.0,,,
2009-10-06 20:00:00,60.0,,,,,,,,,,,,,,,0.0,,,
2009-10-07 20:00:00,70.0,,,,,,,,,,,,,,,0.0,,,
2009-10-08 20:00:00,80.0,,,,,,,,,,,,,,,0.0,,,
2009-10-09 20:00:00,79.0,,,,,,,,,,,,,,,0.0,,,
2009-10-10 20:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-10-11 20:00:00,132.0,,,,,,,,,,,,,,,0.0,,,
2009-10-12 20:00:00,57.0,,,,,,,,,,,,,,,0.0,,,
2009-10-13 20:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-10-14 20:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-10-15 20:00:00,141.0,,,,,,,,,,,,,,,0.0,,,
2009-10-16 20:00:00,57.0,,,,,,,,,,,,,,,0.0,,,
2009-10-17 20:00:00,82.0,,,,,,,,,,,,,,,0.0,,,
2009-10-18 20:00:00,112.0,,,,,,,,,,,,,,,0.0,,,
2009-10-19 20:00:00,197.0,,,,,,,,,,,,,,,0.00014802,,,
2009-10-20 20:00:00,99.0,,,,,,,,,,,,,,,0.0,,,
2009-10-21 20:00:00,130.0,,,,,,,,,,,,,,,0.0,,,
2009-10-22 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-10-23 20:00:00,70.0,,,,,,,,,,,,,,,0.0,,,
2009-10-24 20:00:00,76.0,,,,,,,,,,,,,,,0.0,,,
2009-10-25 20:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-10-26 20:00:00,81.0,,,,,,,,,,,,,,,0.0,,,
2009-10-27 20:00:00,66.0,,,,,,,,,,,,,,,0.0,,,
2009-10-28 20:00:00,89.0,,,,,,,,,,,,,,,0.0,,,
2009-10-29 20:00:00,60.0,,,,,,,,,,,,,,,0.0,,,
2009-10-30 20:00:00,46.0,,,,,,,,,,,,,,,0.0,,,
2009-10-31 20:00:00,25.0,,,,,,,,,,,,,,,0.0,,,
2009-11-01 19:00:00,33.0,,,,,,,,,,,,,,,0.0,,,
2009-11-02 19:00:00,62.0,,,,,,,,,,,,,,,0.0,,,
2009-11-03 19:00:00,105.0,,,,,,,,,,,,,,,0.0,,,
2009-11-04 19:00:00,57.0,,,,,,,,,,,,,,,0.0,,,
2009-11-05 19:00:00,62.0,,,,,,,,,,,,,,,0.0,,,
2009-11-06 19:00:00,69.0,,,,,,,,,,,,,,,0.0,,,
2009-11-07 19:00:00,73.0,,,,,,,,,,,,,,,0.0,,,
2009-11-08 19:00:00,64.0,,,,,,,,,,,,,,,0.0,,,
2009-11-09 19:00:00,78.0,,,,,,,,,,,,,,,0.0,,,
2009-11-10 19:00:00,117.0,,,,,,,,,,,,,,,0.0,,,
2009-11-11 19:00:00,66.0,,,,,,,,,,,,,,,0.0,,,
2009-11-12 19:00:00,94.0,,,,,,,,,,,,,,,0.0,,,
2009-11-13 19:00:00,79.0,,,,,,,,,,,,,,,0.0,,,
2009-11-14 19:00:00,96.0,,,,,,,,,,,,,,,0.0,,,
2009-11-15 19:00:00,97.0,,,,,,,,,,,,,,,0.0,,,
2009-11-16 19:00:00,92.0,,,,,,,,,,,,,,,0.0,,,
2009-11-17 19:00:00,79.0,,,,,,,,,,,,,,,0.0,,,
2009-11-18 19:00:00,153.0,,,,,,,,,,,,,,,0.0,,,
2009-11-19 19:00:00,86.0,,,,,,,,,,,,,,,0.0,,,
2009-11-20 19:00:00,73.0,,,,,,,,,,,,,,,0.0,,,
2009-11-21 19:00:00,106.0,,,,,,,,,,,,,,,0.0,,,
2009-11-22 19:00:00,96.0,,,,,,,,,,,,,,,0.0,,,
2009-11-23 19:00:00,93.0,,,,,,,,,,,,,,,0.0,,,
2009-11-24 19:00:00,90.0,,,,,,,,,,,,,,,0.0,,,
2009-11-25 19:00:00,84.0,,,,,,,,,,,,,,,0.0,,,
2009-11-26 19:00:00,74.0,,,,,,,,,,,,,,,0.0,,,
2009-11-27 19:00:00,71.0,,,,,,,,,,,,,,,0.0,,,
2009-11-28 19:00:00,60.0,,,,,,,,,,,,,,,0.0,,,
2009-11-29 19:00:00,75.0,,,,,,,,,,,,,,,0.0,,,
2009-11-30 19:00:00,240.0,,,,,,,,,,,,,,,0.00017833,,,
2009-12-01 19:00:00,94.0,,,,,,,,,,,,,,,0.0,,,
2009-12-02 19:00:00,88.0,,,,,,,,,,,,,,,0.0,,,
2009-12-03 19:00:00,36.0,,,,,,,,,,,,,,,0.0,,,
2009-12-04 19:00:00,84.0,,,,,,,,,,,,,,,0.0,,,
2009-12-05 19:00:00,107.0,,,,,,,,,,,,,,,0.0,,,
2009-12-06 19:00:00,112.0,,,,,,,,,,,,,,,0.0,,,
2009-12-07 19:00:00,136.0,,,,,,,,,,,,,,,0.0,,,
2009-12-08 19:00:00,120.0,,,,,,,,,,,,,,,0.0,,,
2009-12-09 19:00:00,104.0,,,,,,,,,,,,,,,0.0,,,
2009-12-10 19:00:00,112.0,,,,,,,,,,,,,,,0.0,,,
2009-12-11 19:00:00,178.0,,,,,,,,,,,,,,,0.0,,,
2009-12-12 19:00:00,114.0,,,,,,,,,,,,,,,0.0,,,
2009-12-13 19:00:00,437.0,,,,,,,,,,,,,,,0.0,,,
2009-12-14 19:00:00,119.0,,,,,,,,,,,,,,,0.0,,,
2009-12-15 19:00:00,154.0,,,,,,,,,,,,,,,0.0,,,
2009-12-16 19:00:00,179.0,,,,,,,,,,,,,,,0.0,,,
2009-12-17 19:00:00,225.0,,,,,,,,,,,,,,,0.0,,,
2009-12-18 19:00:00,200.0,,,,,,,,,,,,,,,0.0,,,
2009-12-19 19:00:00,175.0,,,,,,,,,,,,,,,0.0,,,
2009-12-20 19:00:00,177.0,,,,,,,,,,,,,,,0.0,,,
2009-12-21 19:00:00,162.0,,,,,,,,,,,,,,,0.0,,,
2009-12-22 19:00:00,154.0,,,,,,,,,,,,,,,0.0,,,
2009-12-23 19:00:00,154.0,,,,,,,,,,,,,,,0.0,,,
2009-12-24 19:00:00,151.0,,,,,,,,,,,,,,,0.0,,,
