date,open,high,low,close,adjusted_close,volume
2023-01-03,5.25,5.579999923706055,5.25,5.579999923706055,5.579999923706055,85700
2023-01-04,5.550000190734863,6.230000019073486,5.53000020980835,6.139999866485596,6.139999866485596,86500
2023-01-05,6.099999904632568,6.190000057220459,6.010000228881836,6.045000076293945,6.045000076293945,51200
2023-01-06,6.0,6.239999771118164,6.0,6.119999885559082,6.119999885559082,62800
2023-01-09,6.5,6.690000057220459,6.159999847412109,6.679999828338623,6.679999828338623,106600
2023-01-10,6.699999809265137,7.230000019073486,6.679999828338623,7.230000019073486,7.230000019073486,99600
2023-01-11,7.230000019073486,7.400000095367432,6.710000038146973,7.400000095367432,7.400000095367432,66700
2023-01-12,7.429999828338623,8.15999984741211,7.150000095367432,8.149999618530273,8.149999618530273,90700
2023-01-13,8.15999984741211,8.289999961853027,8.029999732971191,8.25,8.25,55100
2023-01-17,8.479999542236328,9.25,8.34000015258789,9.0,9.0,125700
2023-01-18,9.020000457763672,9.40999984741211,8.539999961853027,8.630000114440918,8.630000114440918,89700
2023-01-19,8.760000228881836,9.479999542236328,8.699999809265137,9.319999694824219,9.319999694824219,64700
2023-01-20,9.260000228881836,9.720000267028809,9.029999732971191,9.720000267028809,9.720000267028809,68600
2023-01-23,9.75,10.069999694824219,9.699999809265137,9.944999694824219,9.944999694824219,98600
2023-01-24,9.989999771118164,10.100000381469727,9.699999809265137,9.890000343322754,9.890000343322754,87200
2023-01-25,9.800000190734863,9.84000015258789,9.180000305175781,9.819999694824219,9.819999694824219,69500
2023-01-26,9.850000381469727,9.850000381469727,9.460000038146973,9.850000381469727,9.850000381469727,35500
2023-01-27,9.899999618530273,10.0,9.529999732971191,9.630000114440918,9.630000114440918,49800
2023-01-30,9.65999984741211,9.930000305175781,9.130000114440918,9.199999809265137,9.199999809265137,62700
2023-01-31,9.380000114440918,9.829999923706055,9.029999732971191,9.680000305175781,9.680000305175781,76700
2023-02-01,9.699999809265137,10.100000381469727,9.3100004196167,9.640000343322754,9.640000343322754,67100
2023-02-02,9.630000114440918,9.970000267028809,9.5600004196167,9.949999809265137,9.949999809265137,85500
2023-02-03,9.84000015258789,10.039999961853027,9.510000228881836,9.510000228881836,9.510000228881836,41400
2023-02-06,9.4399995803833,9.4399995803833,8.789999961853027,9.34000015258789,9.34000015258789,47700
2023-02-07,9.359999656677246,9.420000076293945,8.890000343322754,9.289999961853027,9.289999961853027,32300
2023-02-08,9.220000267028809,9.300000190734863,9.128000259399414,9.225000381469727,9.225000381469727,18700
2023-02-09,9.289999961853027,9.289999961853027,8.25,8.460000038146973,8.460000038146973,61700
2023-02-10,8.350000381469727,8.460000038146973,8.260000228881836,8.29800033569336,8.29800033569336,27700
2023-02-13,8.279999732971191,8.333999633789062,8.199999809265137,8.210000038146973,8.210000038146973,26400
2023-02-14,8.15999984741211,8.649999618530273,8.149999618530273,8.59000015258789,8.59000015258789,39500
2023-02-15,8.59000015258789,9.4399995803833,8.59000015258789,9.345000267028809,9.345000267028809,41100
2023-02-16,9.449999809265137,9.789999961853027,9.050000190734863,9.649999618530273,9.649999618530273,41000
2023-02-17,9.65999984741211,9.65999984741211,9.149999618530273,9.449999809265137,9.449999809265137,46700
2023-02-21,9.649999618530273,9.649999618530273,9.149999618530273,9.199999809265137,9.199999809265137,40500
2023-02-22,9.170000076293945,9.180000305175781,8.9399995803833,8.975000381469727,8.975000381469727,28600
2023-02-23,8.979999542236328,9.09000015258789,8.885000228881836,8.949999809265137,8.949999809265137,16800
2023-02-24,8.90999984741211,9.069999694824219,8.600000381469727,8.779999732971191,8.779999732971191,24700
2023-02-27,8.800000190734863,9.09000015258789,8.699999809265137,8.699999809265137,8.699999809265137,27800
2023-02-28,8.600000381469727,8.937999725341797,8.579999923706055,8.722999572753906,8.722999572753906,15300
2023-03-01,8.59000015258789,8.928000450134277,8.59000015258789,8.609999656677246,8.609999656677246,29400
2023-03-02,8.729999542236328,8.760000228881836,8.539999961853027,8.748000144958496,8.748000144958496,27900
2023-03-03,8.510000228881836,8.579999923706055,8.300000190734863,8.449999809265137,8.449999809265137,38300
2023-03-06,8.496999740600586,8.710000038146973,8.40999984741211,8.663000106811523,8.663000106811523,52000
2023-03-07,8.628000259399414,9.109999656677246,8.449999809265137,9.0600004196167,9.0600004196167,51400
2023-03-08,8.720000267028809,9.239999771118164,8.720000267028809,9.170000076293945,9.170000076293945,46600
2023-03-09,9.010000228881836,9.5,8.760000228881836,8.760000228881836,8.760000228881836,74700
2023-03-10,8.699999809265137,8.800000190734863,8.369999885559082,8.449999809265137,8.449999809265137,67700
2023-03-13,8.739999771118164,9.890000343322754,8.640000343322754,9.463000297546387,9.463000297546387,61300
2023-03-14,9.460000038146973,10.0,9.460000038146973,9.704999923706055,9.704999923706055,65500
2023-03-15,9.8100004196167,9.8100004196167,9.270000457763672,9.34000015258789,9.34000015258789,62700
2023-03-16,9.34000015258789,9.75,9.34000015258789,9.460000038146973,9.460000038146973,62600
2023-03-17,9.539999961853027,9.989999771118164,9.539999961853027,9.84000015258789,9.84000015258789,146600
2023-03-20,9.869999885559082,10.399999618530273,9.850000381469727,10.279999732971191,10.279999732971191,81700
2023-03-21,10.3100004196167,10.960000038146973,10.300000190734863,10.720000267028809,10.720000267028809,59600
2023-03-22,10.420000076293945,10.84000015258789,10.300000190734863,10.319999694824219,10.319999694824219,40300
2023-03-23,10.720000267028809,10.989999771118164,10.319999694824219,10.989999771118164,10.989999771118164,58200
2023-03-24,10.989999771118164,10.989999771118164,10.043999671936035,10.350000381469727,10.350000381469727,83700
2023-03-27,10.380000114440918,10.479999542236328,9.899999618530273,10.125,10.125,61900
2023-03-28,10.180000305175781,10.329999923706055,10.0,10.289999961853027,10.289999961853027,20100
2023-03-29,10.100000381469727,11.0,10.100000381469727,10.928000450134277,10.928000450134277,79400
2023-03-30,10.75,11.010000228881836,10.510000228881836,10.8100004196167,10.8100004196167,37500
2023-03-31,10.850000381469727,11.029999732971191,10.550000190734863,10.949999809265137,10.949999809265137,81600
2023-04-03,10.850000381469727,10.899999618530273,10.600000381469727,10.729999542236328,10.729999542236328,49200
2023-04-04,10.729999542236328,10.880000114440918,10.729999542236328,10.84000015258789,10.84000015258789,15400
2023-04-05,10.850000381469727,10.989999771118164,10.539999961853027,10.800000190734863,10.800000190734863,21700
2023-04-06,10.800000190734863,10.890000343322754,10.569999694824219,10.800000190734863,10.800000190734863,25300
