date,open,high,low,close,adj close,volume
2023-07-14,31515.0,31910.0,30025.0,30235.0,30235.0,11611
2023-07-13,30460.0,32165.0,30360.0,31925.0,31925.0,14992
2023-07-12,30705.0,31190.0,30325.0,30395.0,30395.0,10377
2023-07-11,30700.0,31000.0,30305.0,30755.0,30755.0,6161
2023-07-10,30290.0,31260.0,30075.0,31055.0,31055.0,5866
2023-07-07,30370.0,30685.0,29875.0,30370.0,30370.0,6541
2023-07-06,30705.0,31860.0,30060.0,30510.0,30510.0,11172
2023-07-05,31480.0,31725.0,30420.0,30675.0,30675.0,9567
2023-07-03,30850.0,31835.0,30735.0,31700.0,31700.0,6603
2023-06-30,30395.0,31255.0,29625.0,30128.51,30128.51,19808
2023-06-29,30170.0,30870.0,30055.0,30550.0,30550.0,11871
2023-06-28,30785.0,30785.0,29870.0,30110.0,30110.0,11519
2023-06-27,30215.0,31115.0,30185.0,30705.0,30705.0,10865
2023-06-26,30690.0,30800.0,30000.0,30315.0,30315.0,9077
2023-06-23,30175.0,31655.0,29975.0,31120.0,31120.0,12562
2023-06-22,30020.0,30685.0,29740.0,30370.0,30370.0,10153
2023-06-21,28250.0,30940.0,28250.0,30260.0,30260.0,18504
2023-06-20,26485.0,28445.0,26310.0,28180.0,28180.0,17218
2023-06-16,25600.0,26600.0,25145.0,26445.0,26445.0,10238
2023-06-15,25110.0,25620.0,24745.0,25470.0,25470.0,10605
2023-06-14,25890.0,26155.0,24815.0,25900.0,25900.0,5866
2023-06-13,26010.0,26555.0,25725.0,25930.0,25930.0,5185
2023-06-12,26155.0,26190.0,25670.0,25890.0,25890.0,5095
2023-06-09,26710.0,26920.0,26380.0,26475.0,26475.0,4376
2023-06-08,26335.0,26955.0,26200.0,26650.0,26650.0,4011
2023-06-07,27170.0,27525.0,26330.0,26610.0,26610.0,7113
2023-06-06,25665.0,27375.0,25315.0,27265.0,27265.0,14581
2023-06-05,27335.0,27615.0,25390.0,25640.0,25640.0,14010
2023-06-02,26965.0,27440.0,26560.0,27385.0,27385.0,7219
2023-06-01,27185.0,27440.0,26675.0,26925.0,26925.0,5116
2023-05-31,27905.0,28040.0,26910.0,27075.0,27075.0,9363
2023-05-30,27915.0,28665.0,27700.0,28070.0,28070.0,10217
2023-05-26,26500.0,26825.0,26330.0,26750.93,26750.93,5519
2023-05-25,26370.0,26645.0,25805.0,26470.0,26470.0,11838
2023-05-24,27250.0,27265.0,26015.0,26225.0,26225.0,13562
2023-05-23,26915.0,27565.0,26800.0,27200.0,27200.0,9455
2023-05-22,26825.0,27160.0,26540.0,26865.0,26865.0,7447
2023-05-19,26885.0,27235.0,26675.0,26885.0,26885.0,5175
2023-05-18,27390.0,27545.0,26375.0,26780.0,26780.0,7836
2023-05-17,27055.0,27520.0,26540.0,27430.0,27430.0,6683
2023-05-16,27410.0,27420.0,26905.0,26965.0,26965.0,4243
2023-05-15,26885.0,27740.0,26770.0,27475.0,27475.0,5914
2023-05-12,27010.0,27085.0,25840.0,26485.0,26485.0,7783
2023-05-11,27615.0,27810.0,26730.0,26845.0,26845.0,7435
2023-05-10,27660.0,28415.0,26745.0,27775.0,27775.0,11878
2023-05-09,27595.0,27875.0,27400.0,27770.0,27770.0,4968
2023-05-08,29105.0,29110.0,27320.0,27365.0,27365.0,11968
2023-05-05,28940.0,29910.0,28860.0,29765.0,29765.0,8255
2023-05-04,29005.0,29525.0,28775.0,29015.0,29015.0,6574
2023-05-03,28795.0,28955.0,28180.0,28415.0,28415.0,6486
2023-05-02,28030.0,29055.0,27955.0,28850.0,28850.0,7112
2023-05-01,29615.0,29615.0,27710.0,27915.0,27915.0,8811
2023-05-01,29615.0,29615.0,27710.0,27915.0,27915.0,8811
2023-04-28,29655.0,29705.0,28890.0,29177.47,29177.47,6022
2023-04-27,28670.0,29920.0,28210.0,29690.0,29690.0,11291
2023-04-26,28320.0,30050.0,27250.0,27900.0,27900.0,14869
2023-04-25,27450.0,28070.0,27195.0,27605.0,27605.0,7926
2023-04-24,27425.0,28010.0,26980.0,27400.0,27400.0,7463
2023-04-21,28240.0,28360.0,27195.0,27310.0,27310.0,6273
2023-04-20,29195.0,29255.0,27985.0,28095.0,28095.0,7811
2023-04-19,30435.0,30520.0,29010.0,29265.0,29265.0,7617
2023-04-18,29555.0,30590.0,29145.0,30325.0,30325.0,5579
2023-04-17,30585.0,30585.0,29285.0,29550.0,29550.0,6895
2023-04-14,30445.0,31200.0,30065.0,30470.0,30470.0,7294
2023-04-13,30035.0,30900.0,29940.0,30530.0,30530.0,5866
2023-04-12,30365.0,30710.0,29800.0,29925.0,29925.0,5859
2023-04-11,29445.0,30775.0,29435.0,30325.0,30325.0,8509
2023-04-10,28505.0,29670.0,28265.0,29420.0,29420.0,9746
2023-04-06,28350.0,28350.0,27765.0,28140.0,28140.0,1295
2023-04-05,28390.0,28985.0,27935.0,28385.0,28385.0,8243
2023-04-04,27930.0,28650.0,27855.0,28375.0,28375.0,6996
2023-04-03,28540.0,28775.0,27595.0,28265.0,28265.0,7861
2023-03-31,28090.0,28625.0,27620.0,28476.5,28476.5,6392
2023-03-30,28355.0,29220.0,27680.0,27965.0,27965.0,9730
