date,open,high,low,close,adj close,volume
2023-09-22,26600.0,26815.0,26525.0,26545.0,26545.0,3757
2023-09-21,27165.0,27230.0,26380.0,26635.0,26635.0,6747
2023-09-20,27225.0,27455.0,26845.0,26990.0,26990.0,5569
2023-09-19,26885.0,27620.0,26715.0,27270.0,27270.0,8349
2023-09-18,26560.0,27550.0,26425.0,26885.0,26885.0,10480
2023-09-15,26635.0,26780.0,26265.0,26475.0,26475.0,3990
2023-09-14,26330.0,26955.0,26215.0,26765.0,26765.0,5968
2023-09-13,26180.0,26520.0,25845.0,26205.0,26205.0,5247
2023-09-12,25140.0,26685.0,25100.0,26125.0,26125.0,11268
2023-09-11,25930.0,26120.0,24925.0,25030.0,25030.0,8627
2023-09-08,26210.0,26560.0,25690.0,26005.0,26005.0,6232
2023-09-07,25795.0,26090.0,25630.0,25980.0,25980.0,3776
2023-09-06,25795.0,26140.0,25335.0,25705.0,25705.0,5237
2023-09-05,25985.0,26170.0,25580.0,25735.0,25735.0,4758
2023-09-01,26070.0,26225.0,25400.0,25700.0,25700.0,6918
2023-08-31,27385.0,27705.0,26010.0,26240.0,26240.0,10310
2023-08-30,27875.0,27970.0,27130.0,27260.0,27260.0,7293
2023-08-29,26075.0,28335.0,25980.0,28010.0,28010.0,19905
2023-08-28,26210.0,26360.0,25930.0,26090.0,26090.0,3315
2023-08-25,26070.0,26190.0,25945.0,26003.36,26003.36,5998
2023-08-24,26300.0,26560.0,25805.0,25995.0,25995.0,8638
2023-08-23,25595.0,26810.0,25585.0,26640.0,26640.0,12134
2023-08-22,26160.0,26165.0,25690.0,25730.0,25730.0,7666
2023-08-21,26195.0,26220.0,25795.0,26065.0,26065.0,7374
2023-08-18,26475.0,27005.0,25600.0,26020.0,26020.0,11658
2023-08-17,28955.0,28990.0,27485.0,27850.0,27850.0,14274
2023-08-16,29255.0,29305.0,28855.0,29130.0,29130.0,5150
2023-08-15,29460.0,29595.0,29115.0,29225.0,29225.0,4356
2023-08-14,29450.0,29810.0,29095.0,29395.0,29395.0,7834
2023-08-11,29560.0,29680.0,29310.0,29465.0,29465.0,4910
2023-08-10,29635.0,29855.0,29390.0,29495.0,29495.0,4119
2023-08-09,30065.0,30275.0,29460.0,29510.0,29510.0,7172
2023-08-08,29320.0,30260.0,29235.0,30075.0,30075.0,10861
2023-08-07,29125.0,29315.0,28720.0,29255.0,29255.0,6493
2023-08-04,29400.0,29490.0,28860.0,29090.0,29090.0,5362
2023-08-03,29285.0,29600.0,29060.0,29410.0,29410.0,4673
2023-08-02,29385.0,30245.0,28980.0,29280.0,29280.0,10812
2023-08-01,29400.0,29520.0,28625.0,29440.0,29440.0,10567
2023-07-31,29390.0,29760.0,29255.0,29285.0,29285.0,5498
2023-07-28,29200.0,29420.0,29080.0,29397.08,29397.08,6829
2023-07-27,29505.0,29575.0,29035.0,29115.0,29115.0,8850
2023-07-26,29240.0,29690.0,29075.0,29395.0,29395.0,8174
2023-07-25,29145.0,29390.0,29055.0,29180.0,29180.0,8133
2023-07-24,29960.0,30135.0,28810.0,29105.0,29105.0,13190
2023-07-21,29920.0,30120.0,29735.0,29885.0,29885.0,5304
2023-07-20,29955.0,30515.0,29560.0,29765.0,29765.0,9406
2023-07-19,29810.0,30275.0,29775.0,30105.0,30105.0,5138
2023-07-18,30335.0,30355.0,29535.0,29785.0,29785.0,5773
2023-07-17,30415.0,30495.0,29740.0,29990.0,29990.0,6236
