date,value,isPartial
2020-01-01,21.0,False
2020-01-02,24.0,False
2020-01-03,26.0,False
2020-01-04,24.0,False
2020-01-05,24.0,False
2020-01-06,23.0,False
2020-01-07,29.0,False
2020-01-08,33.0,False
2020-01-09,23.0,False
2020-01-10,25.0,False
2020-01-11,25.0,False
2020-01-12,21.0,False
2020-01-13,21.0,False
2020-01-14,33.0,False
2020-01-15,32.0,False
2020-01-16,27.0,False
2020-01-17,27.0,False
2020-01-18,28.0,False
2020-01-19,30.0,False
2020-01-20,25.0,False
2020-01-21,25.0,False
2020-01-22,21.0,False
2020-01-23,23.0,False
2020-01-24,21.0,False
2020-01-25,23.0,False
2020-01-26,20.0,False
2020-01-27,23.0,False
2020-01-28,27.0,False
2020-01-29,28.0,False
2020-01-30,29.0,False
2020-01-31,29.0,False
2020-02-01,26.0,False
2020-02-02,25.0,False
2020-02-03,25.0,False
2020-02-04,26.0,False
2020-02-05,29.0,False
2020-02-06,31.0,False
2020-02-07,26.0,False
2020-02-08,28.0,False
2020-02-09,35.0,False
2020-02-10,29.0,False
2020-02-11,31.0,False
2020-02-12,35.0,False
2020-02-13,31.0,False
2020-02-14,29.0,False
2020-02-15,29.0,False
2020-02-16,32.0,False
2020-02-17,26.0,False
2020-02-18,27.0,False
2020-02-19,30.0,False
2020-02-20,32.0,False
2020-02-21,26.0,False
2020-02-22,25.0,False
2020-02-23,25.0,False
2020-02-24,28.0,False
2020-02-25,28.0,False
2020-02-26,31.0,False
2020-02-27,34.0,False
2020-02-28,34.0,False
2020-02-29,26.0,False
2020-03-01,24.0,False
2020-03-02,26.0,False
2020-03-03,24.0,False
2020-03-04,24.0,False
2020-03-05,25.0,False
2020-03-06,26.0,False
2020-03-07,23.0,False
2020-03-08,26.0,False
2020-03-09,50.0,False
2020-03-10,31.0,False
2020-03-11,26.0,False
2020-03-12,65.0,False
2020-03-13,100.0,False
2020-03-14,52.0,False
2020-03-15,42.0,False
2020-03-16,61.0,False
2020-03-17,49.0,False
2020-03-18,49.0,False
2020-03-19,48.0,False
2020-03-20,46.0,False
2020-03-21,38.0,False
2020-03-22,34.0,False
2020-03-23,40.0,False
2020-03-24,46.0,False
2020-03-25,37.0,False
2020-03-26,31.0,False
2020-03-27,29.0,False
2020-03-28,29.0,False
2020-03-29,27.0,False
2020-03-30,28.0,False
2020-03-31,25.0,False
2020-04-01,27.419354838709676,False
2020-04-02,29.032258064516128,False
2020-04-03,28.2258064516129,False
2020-04-04,27.419354838709676,False
2020-04-05,26.61290322580645,False
2020-04-06,31.451612903225804,False
2020-04-07,31.451612903225804,False
2020-04-08,29.838709677419352,False
2020-04-09,26.61290322580645,False
2020-04-10,29.838709677419352,False
2020-04-11,26.61290322580645,False
2020-04-12,29.032258064516128,False
2020-04-13,29.032258064516128,False
2020-04-14,25.0,False
2020-04-15,27.419354838709676,False
2020-04-16,30.64516129032258,False
2020-04-17,27.419354838709676,False
2020-04-18,26.61290322580645,False
2020-04-19,26.61290322580645,False
2020-04-20,25.0,False
2020-04-21,25.806451612903224,False
2020-04-22,26.61290322580645,False
2020-04-23,33.87096774193548,False
2020-04-24,29.032258064516128,False
2020-04-25,27.419354838709676,False
2020-04-26,27.419354838709676,False
2020-04-27,33.87096774193548,False
2020-04-28,34.677419354838705,False
2020-04-29,47.58064516129032,False
2020-04-30,54.03225806451613,False
2020-05-01,40.32258064516129,False
2020-05-02,35.483870967741936,False
2020-05-03,37.90322580645161,False
2020-05-04,37.90322580645161,False
2020-05-05,37.096774193548384,False
2020-05-06,42.74193548387097,False
2020-05-07,51.61290322580645,False
2020-05-08,62.90322580645161,False
2020-05-09,51.61290322580645,False
2020-05-10,68.54838709677419,False
2020-05-11,80.64516129032258,False
2020-05-12,59.677419354838705,False
2020-05-13,47.58064516129032,False
2020-05-14,45.967741935483865,False
2020-05-15,40.32258064516129,False
2020-05-16,33.064516129032256,False
2020-05-17,36.29032258064516,False
2020-05-18,37.096774193548384,False
2020-05-19,33.064516129032256,False
2020-05-20,35.483870967741936,False
2020-05-21,39.516129032258064,False
2020-05-22,30.64516129032258,False
2020-05-23,29.032258064516128,False
2020-05-24,29.838709677419352,False
2020-05-25,29.838709677419352,False
2020-05-26,29.838709677419352,False
2020-05-27,27.419354838709676,False
2020-05-28,29.032258064516128,False
2020-05-29,29.838709677419352,False
2020-05-30,25.806451612903224,False
2020-05-31,25.806451612903224,False
2020-06-01,26.61290322580645,False
2020-06-02,41.12903225806451,False
2020-06-03,29.838709677419352,False
2020-06-04,30.64516129032258,False
2020-06-05,30.64516129032258,False
2020-06-06,25.0,False
2020-06-07,27.419354838709676,False
2020-06-08,25.806451612903224,False
2020-06-09,25.806451612903224,False
2020-06-10,28.2258064516129,False
2020-06-11,31.451612903225804,False
2020-06-12,26.61290322580645,False
2020-06-13,25.0,False
2020-06-14,25.0,False
2020-06-15,27.419354838709676,False
2020-06-16,25.806451612903224,False
2020-06-17,25.806451612903224,False
2020-06-18,24.193548387096772,False
2020-06-19,24.193548387096772,False
2020-06-20,23.387096774193548,False
2020-06-21,24.193548387096772,False
2020-06-22,22.58064516129032,False
2020-06-23,25.806451612903224,False
2020-06-24,25.0,False
2020-06-25,25.0,False
2020-06-26,25.0,False
2020-06-27,23.387096774193548,False
2020-06-28,25.806451612903224,False
2020-06-29,24.193548387096772,False
2020-06-30,24.76958525345622,False
2020-07-01,23.04147465437788,False
2020-07-02,23.617511520737324,False
2020-07-03,23.04147465437788,False
2020-07-04,22.46543778801843,False
2020-07-05,23.617511520737324,False
2020-07-06,25.345622119815665,False
2020-07-07,24.193548387096772,False
2020-07-08,25.345622119815665,False
2020-07-09,25.345622119815665,False
2020-07-10,25.345622119815665,False
2020-07-11,21.889400921658986,False
2020-07-12,22.46543778801843,False
2020-07-13,26.49769585253456,False
2020-07-14,25.921658986175114,False
2020-07-15,33.986175115207374,False
2020-07-16,39.746543778801836,False
2020-07-17,27.649769585253452,False
2020-07-18,24.76958525345622,False
2020-07-19,23.04147465437788,False
2020-07-20,21.889400921658986,False
2020-07-21,24.193548387096772,False
2020-07-22,23.617511520737324,False
2020-07-23,27.073732718894007,False
2020-07-24,27.073732718894007,False
2020-07-25,25.921658986175114,False
2020-07-26,29.377880184331794,False
2020-07-27,57.027649769585246,False
2020-07-28,57.6036866359447,False
2020-07-29,43.20276497695852,False
2020-07-30,37.44239631336405,False
2020-07-31,42.05069124423963,False
2020-08-01,45.506912442396306,False
2020-08-02,50.115207373271886,False
2020-08-03,39.746543778801836,False
2020-08-04,35.13824884792626,False
2020-08-05,40.32258064516129,False
2020-08-06,40.89861751152073,False
2020-08-07,36.29032258064516,False
2020-08-08,29.377880184331794,False
2020-08-09,29.953917050691242,False
2020-08-10,36.866359447004605,False
2020-08-11,35.13824884792626,False
