optionsymbol,exchange,date,futuresymbol,optionroot,expiration,securityid,strike,strikemultiplier,callput,futureexchange,futuresettlementprice,settlementprice,bid,offer,closeprice,volume,openinterest,lasttradedate,impliedvolatility,delta,vega,theta,gamma,rho,drho,optionid,exercisestyle,dte
P1D 23M23000C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,23000.0,1.0,C,CMG,26925.0,3932.32,-99.99,-99.99,3932.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639389,E,0
P1D 23M24000C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,24000.0,1.0,C,CMG,26925.0,2932.32,-99.99,-99.99,2932.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639391,E,0
P1D 23M25000C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,25000.0,1.0,C,CMG,26925.0,1932.32,-99.99,-99.99,1932.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639393,E,0
P1D 23M26000C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,26000.0,1.0,C,CMG,26925.0,932.32,-99.99,-99.99,932.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639395,E,0
P1D 23M27000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,27000.0,1.0,P,CMG,26925.0,67.68,-99.99,-99.99,67.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639398,E,0
P1D 23M28000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,28000.0,1.0,P,CMG,26925.0,1067.68,245.0,405.0,1067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639400,E,0
P1D 23M29000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,29000.0,1.0,P,CMG,26925.0,2067.68,-99.99,-99.99,2067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639402,E,0
P1D 23M30000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,30000.0,1.0,P,CMG,26925.0,3067.68,-99.99,-99.99,3067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639404,E,0
P1D 23M31000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,31000.0,1.0,P,CMG,26925.0,4067.68,-99.99,-99.99,4067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639406,E,0
P1D 23M32000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,32000.0,1.0,P,CMG,26925.0,5067.68,-99.99,-99.99,5067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639408,E,0
P1D 23M33000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,33000.0,1.0,P,CMG,26925.0,6067.68,-99.99,-99.99,6067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639410,E,0
P1D 23M34000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,34000.0,1.0,P,CMG,26925.0,7067.68,-99.99,-99.99,7067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639412,E,0
P1D 23M35000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,35000.0,1.0,P,CMG,26925.0,8067.68,-99.99,-99.99,8067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639414,E,0
P1D 23M36000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,36000.0,1.0,P,CMG,26925.0,9067.68,-99.99,-99.99,9067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639416,E,0
P1D 23M37000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,37000.0,1.0,P,CMG,26925.0,10067.68,-99.99,-99.99,10067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639418,E,0
P1D 23M38000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,38000.0,1.0,P,CMG,26925.0,11067.68,-99.99,-99.99,11067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639420,E,0
P1D 23M39000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,39000.0,1.0,P,CMG,26925.0,12067.68,-99.99,-99.99,12067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639422,E,0
P1D 23M40000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,40000.0,1.0,P,CMG,26925.0,13067.68,-99.99,-99.99,13067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639424,E,0
P1D 23M41000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,41000.0,1.0,P,CMG,26925.0,14067.68,-99.99,-99.99,14067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639426,E,0
P1D 23M42000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,42000.0,1.0,P,CMG,26925.0,15067.68,-99.99,-99.99,15067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639428,E,0
P1D 23M43000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,43000.0,1.0,P,CMG,26925.0,16067.68,-99.99,-99.99,16067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639430,E,0
P1D 23M44000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,44000.0,1.0,P,CMG,26925.0,17067.68,-99.99,-99.99,17067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639432,E,0
P1D 23M45000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,45000.0,1.0,P,CMG,26925.0,18067.68,-99.99,-99.99,18067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639434,E,0
P1D 23M46000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,46000.0,1.0,P,CMG,26925.0,19067.68,-99.99,-99.99,19067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639436,E,0
P1D 23M47000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,47000.0,1.0,P,CMG,26925.0,20067.68,-99.99,-99.99,20067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639438,E,0
P1D 23M50000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,50000.0,1.0,P,CMG,26925.0,23067.68,-99.99,-99.99,23067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639440,E,0
P1D 23M5000C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,5000.0,1.0,C,CMG,26925.0,21932.32,-99.99,-99.99,21932.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639441,E,0
P1D 23M55000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,55000.0,1.0,P,CMG,26925.0,28067.68,-99.99,-99.99,28067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639444,E,0
P1D 23M60000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,60000.0,1.0,P,CMG,26925.0,33067.68,-99.99,-99.99,33067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639446,E,0
P1D 23M65000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,65000.0,1.0,P,CMG,26925.0,38067.68,-99.99,-99.99,38067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639448,E,0
P1D 23M70000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,70000.0,1.0,P,CMG,26925.0,43067.68,-99.99,-99.99,43067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639450,E,0
P1D 23M75000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,75000.0,1.0,P,CMG,26925.0,48067.68,-99.99,-99.99,48067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639452,E,0
P1D 23M80000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,80000.0,1.0,P,CMG,26925.0,53067.68,-99.99,-99.99,53067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639454,E,0
P1D 23M85000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,85000.0,1.0,P,CMG,26925.0,58067.68,-99.99,-99.99,58067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639456,E,0
P1D 23M90000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,90000.0,1.0,P,CMG,26925.0,63067.68,-99.99,-99.99,63067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639458,E,0
P1D 23M95000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,95000.0,1.0,P,CMG,26925.0,68067.68,-99.99,-99.99,68067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016639460,E,0
P1D 23M25750C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,25750.0,1.0,C,CMG,26925.0,1182.32,-99.99,-99.99,1182.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651152,E,0
P1D 23M26250C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,26250.0,1.0,C,CMG,26925.0,682.32,-99.99,-99.99,682.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651154,E,0
P1D 23M26500C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,26500.0,1.0,C,CMG,26925.0,432.32,-99.99,-99.99,432.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651156,E,0
P1D 23M26750C,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,26750.0,1.0,C,CMG,26925.0,182.32,-99.99,-99.99,182.32,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651158,E,0
P1D 23M27250P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,27250.0,1.0,P,CMG,26925.0,317.68,155.0,315.0,317.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651161,E,0
P1D 23M27500P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,27500.0,1.0,P,CMG,26925.0,567.68,-99.99,-99.99,567.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651163,E,0
P1D 23M27750P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,27750.0,1.0,P,CMG,26925.0,817.68,-99.99,-99.99,817.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651165,E,0
P1D 23M28250P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,28250.0,1.0,P,CMG,26925.0,1317.68,-99.99,-99.99,1317.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651167,E,0
P1D 23M28500P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,28500.0,1.0,P,CMG,26925.0,1567.68,-99.99,-99.99,1567.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651169,E,0
P1D 23M28750P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,28750.0,1.0,P,CMG,26925.0,1817.68,-99.99,-99.99,1817.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651171,E,0
P1D 23M29250P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,29250.0,1.0,P,CMG,26925.0,2317.68,-99.99,-99.99,2317.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651173,E,0
P1D 23M29500P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,29500.0,1.0,P,CMG,26925.0,2567.68,-99.99,-99.99,2567.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651175,E,0
P1D 23M29750P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,29750.0,1.0,P,CMG,26925.0,2817.68,-99.99,-99.99,2817.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651177,E,0
P1D 23M30250P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,30250.0,1.0,P,CMG,26925.0,3317.68,-99.99,-99.99,3317.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651179,E,0
P1D 23M30500P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,30500.0,1.0,P,CMG,26925.0,3567.68,-99.99,-99.99,3567.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651181,E,0
P1D 23M30750P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,30750.0,1.0,P,CMG,26925.0,3817.68,-99.99,-99.99,3817.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016651183,E,0
P1E 23M25750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,25750.0,1.0,C,CMG,26925.0,1205.0,-99.99,-99.99,1205.0,0,0,,0.605907,0.922485,204.306402,-22535.967469,0.00017,64.747719,-99.99,2016651184,E,1
P1E 23M25750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,25750.0,1.0,P,CMG,26925.0,30.0,-99.99,-99.99,30.0,0,0,,0.605176,-0.077144,203.81815,-22509.242435,0.00017,-5.772908,-99.99,2016651185,E,1
P1E 23M26250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26250.0,1.0,C,CMG,26925.0,745.0,-99.99,-99.99,745.0,0,0,,0.524695,0.825823,362.01769,-34631.168612,0.000347,58.877458,-99.99,2016651186,E,1
P1E 23M26250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26250.0,1.0,P,CMG,26925.0,70.0,-99.99,-99.99,70.0,0,0,,0.524459,-0.173945,361.87802,-34633.441432,0.000347,-13.023192,-99.99,2016651187,E,1
P1E 23M26500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26500.0,1.0,C,CMG,26925.0,535.0,-99.99,-99.99,535.0,0,0,,0.486282,0.738109,458.698065,-40683.053067,0.000475,52.982445,-99.99,2016651188,E,1
P1E 23M26500P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26500.0,1.0,P,CMG,26925.0,110.0,-99.99,-99.99,110.0,0,0,,0.486165,-0.261716,458.654705,-40689.055478,0.000475,-19.60737,-99.99,2016651189,E,1
P1E 23M26750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26750.0,1.0,C,CMG,26925.0,360.0,-99.99,-99.99,360.0,0,0,,0.469929,0.609186,540.946832,-46376.032468,0.00058,43.951601,-99.99,2016651190,E,1
P1E 23M26750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,26750.0,1.0,P,CMG,26925.0,185.0,-99.99,-99.99,185.0,0,0,,0.469888,-0.390678,540.943515,-46379.80394,0.00058,-29.326078,-99.99,2016651191,E,1
P1E 23M27250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27250.0,1.0,C,CMG,26925.0,145.0,-99.99,-99.99,145.0,0,0,,0.491151,0.324923,507.147456,-45451.480556,0.00052,23.571411,-99.99,2016651192,E,1
P1E 23M27250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27250.0,1.0,P,CMG,26925.0,470.0,-99.99,-99.99,470.0,0,0,,0.491232,-0.674921,507.16574,-45445.58718,0.00052,-51.074648,-99.99,2016651193,E,1
P1E 23M27500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27500.0,1.0,C,CMG,26925.0,95.0,-99.99,-99.99,95.0,0,0,,0.525259,0.225146,422.804663,-40525.545208,0.000405,16.348111,-99.99,2016651194,E,1
P1E 23M27500P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27500.0,1.0,P,CMG,26925.0,670.0,-99.99,-99.99,670.0,0,0,,0.525432,-0.77465,422.886707,-40520.084754,0.000405,-58.979298,-99.99,2016651195,E,1
P1E 23M27750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27750.0,1.0,C,CMG,26925.0,65.0,-99.99,-99.99,65.0,0,0,,0.565752,0.157581,339.481134,-35048.308173,0.000302,11.44618,-99.99,2016651196,E,1
P1E 23M27750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,27750.0,1.0,P,CMG,26925.0,890.0,-99.99,-99.99,890.0,0,0,,0.56606,-0.842157,339.67327,-35049.030932,0.000302,-64.561834,-99.99,2016651197,E,1
P1E 23M28250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28250.0,1.0,C,CMG,26925.0,35.0,-99.99,-99.99,35.0,0,0,,0.65697,0.083817,217.00072,-26016.111575,0.000166,6.087022,-99.99,2016651198,E,1
P1E 23M28250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28250.0,1.0,P,CMG,26925.0,1360.0,-99.99,-99.99,1360.0,0,0,,0.657744,-0.9158,217.499539,-26045.244826,0.000166,-71.281937,-99.99,2016651199,E,1
P1E 23M28500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28500.0,1.0,C,CMG,26925.0,30.0,-99.99,-99.99,30.0,0,0,,0.719989,0.06815,185.355224,-24353.930604,0.00013,4.945041,-99.99,2016651200,E,1
P1E 23M28500P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28500.0,1.0,P,CMG,26925.0,1605.0,-99.99,-99.99,1605.0,0,0,,0.721067,-0.931422,185.985784,-24400.343916,0.00013,-73.10561,-99.99,2016651201,E,1
P1E 23M28750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28750.0,1.0,C,CMG,26925.0,22.0,-99.99,-99.99,22.0,0,0,,0.753833,0.050249,145.924678,-20074.505972,9.746e-05,3.646471,-99.99,2016651202,E,1
P1E 23M28750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,28750.0,1.0,P,CMG,26925.0,1845.0,-99.99,-99.99,1845.0,0,0,,0.741434,-0.952469,139.283166,-18761.117172,9.458e-05,-75.315687,-99.99,2016651203,E,1
P1E 23M29250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29250.0,1.0,C,CMG,26925.0,14.0,-99.99,-99.99,14.0,0,0,,0.837759,0.030956,98.41481,-15046.095469,5.915e-05,2.245166,-99.99,2016651204,E,1
P1E 23M29250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29250.0,1.0,P,CMG,26925.0,2340.0,-99.99,-99.99,2340.0,0,0,,0.85057,-0.966853,103.804636,-16005.028547,6.145e-05,-77.732892,-99.99,2016651205,E,1
P1E 23M29500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29500.0,1.0,C,CMG,26925.0,12.0,-99.99,-99.99,12.0,0,0,,0.885591,0.025752,84.435803,-13645.99186,4.8e-05,1.866758,-99.99,2016651206,E,1
P1E 23M29500P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29500.0,1.0,P,CMG,26925.0,2585.0,-99.99,-99.99,2585.0,0,0,,0.86484,-0.976856,76.840441,-12008.166375,4.473e-05,-79.142045,-99.99,2016651207,E,1
P1E 23M29750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29750.0,1.0,C,CMG,26925.0,9.0,-99.99,-99.99,9.0,0,0,,0.912338,0.019437,66.602531,-11089.017708,3.675e-05,1.40919,-99.99,2016651208,E,1
P1E 23M29750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,29750.0,1.0,P,CMG,26925.0,2835.0,-99.99,-99.99,2835.0,0,0,,0.931822,-0.978249,72.897329,-12265.335268,3.939e-05,-79.92976,-99.99,2016651209,E,1
P1E 23M30250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30250.0,1.0,C,CMG,26925.0,6.0,-99.99,-99.99,6.0,0,0,,0.983325,0.012655,46.091532,-8271.165188,2.36e-05,0.917083,-99.99,2016651210,E,1
P1E 23M30250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30250.0,1.0,P,CMG,26925.0,3330.0,-99.99,-99.99,3330.0,0,0,,0.970356,-0.988184,43.024683,-7464.894369,2.232e-05,-82.018814,-99.99,2016651211,E,1
P1E 23M30500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30500.0,1.0,C,CMG,26925.0,4.0,-99.99,-99.99,4.0,0,0,,0.990998,0.008713,33.295895,-6021.613666,1.692e-05,0.631776,-99.99,2016651212,E,1
P1E 23M30500P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30500.0,1.0,P,CMG,26925.0,3580.0,-99.99,-99.99,3580.0,0,0,,1.03006,-0.988729,41.277648,-7593.686796,2.018e-05,-82.74392,-99.99,2016651213,E,1
P1E 23M30750C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30750.0,1.0,C,CMG,26925.0,3.0,-99.99,-99.99,3.0,0,0,,1.012725,0.006579,25.998812,-4805.020107,1.293e-05,0.477102,-99.99,2016651214,E,1
P1E 23M30750P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,30750.0,1.0,P,CMG,26925.0,3830.0,-99.99,-99.99,3830.0,0,0,,1.08891,-0.989209,39.724873,-7716.845783,1.837e-05,-83.464286,-99.99,2016651215,E,1
P1D 23M105000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,105000.0,1.0,P,CMG,26925.0,78067.68,-99.99,-99.99,78067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657221,E,0
P1D 23M110000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,110000.0,1.0,P,CMG,26925.0,83067.68,-99.99,-99.99,83067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657223,E,0
P1D 23M115000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,115000.0,1.0,P,CMG,26925.0,88067.68,-99.99,-99.99,88067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657225,E,0
P1D 23M120000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,120000.0,1.0,P,CMG,26925.0,93067.68,-99.99,-99.99,93067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657227,E,0
P1D 23M31250P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,31250.0,1.0,P,CMG,26925.0,4317.68,-99.99,-99.99,4317.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657229,E,0
P1D 23M31500P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,31500.0,1.0,P,CMG,26925.0,4567.68,-99.99,-99.99,4567.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657231,E,0
P1D 23M31750P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,31750.0,1.0,P,CMG,26925.0,4817.68,-99.99,-99.99,4817.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657233,E,0
P1D 23M48000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,48000.0,1.0,P,CMG,26925.0,21067.68,-99.99,-99.99,21067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657235,E,0
P1D 23M49000P,CMG,2023-06-01,BTC 23M,P1D,2023-06-01,4005412,49000.0,1.0,P,CMG,26925.0,22067.68,-99.99,-99.99,22067.68,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657237,E,0
P1E 23M105000C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,105000.0,1.0,C,CMG,26925.0,1.0,-99.99,-99.99,1.0,0,0,,7.343668,0.000407,2.067432,-2770.766424,1.4e-07,0.027248,-99.99,2016657238,E,1
P1E 23M105000P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,105000.0,1.0,P,CMG,26925.0,78065.0,-99.99,-99.99,78065.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657239,E,1
P1E 23M110000C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,110000.0,1.0,C,CMG,26925.0,1.0,-99.99,-99.99,1.0,0,0,,7.566956,0.000396,2.018564,-2787.528062,1.3e-07,0.026485,-99.99,2016657240,E,1
P1E 23M110000P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,110000.0,1.0,P,CMG,26925.0,83065.0,-99.99,-99.99,83065.0,0,0,,7.284517,-0.999641,1.22722,2218.573839,8e-08,-301.315978,-99.99,2016657241,E,1
P1E 23M115000C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,115000.0,1.0,C,CMG,26925.0,1.0,-99.99,-99.99,1.0,0,0,,7.779391,0.000387,1.974502,-2803.231013,1.3e-07,0.025798,-99.99,2016657242,E,1
P1E 23M115000P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,115000.0,1.0,P,CMG,26925.0,88065.0,-99.99,-99.99,88065.0,0,0,,7.866051,-0.999424,2.268555,825.18524,1.5e-07,-314.998584,-99.99,2016657243,E,1
P1E 23M120000C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,120000.0,1.0,C,CMG,26925.0,1.0,-99.99,-99.99,1.0,0,0,,7.981958,0.000378,1.934527,-2817.993403,1.2e-07,0.025177,-99.99,2016657244,E,1
P1E 23M120000P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,120000.0,1.0,P,CMG,26925.0,93060.0,-99.99,-99.99,93060.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016657245,E,1
P1E 23M31250C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,31250.0,1.0,C,CMG,26925.0,2.0,-99.99,-99.99,2.0,0,0,,1.072136,0.004314,17.863717,-3495.208592,8.39e-06,0.312748,-99.99,2016657246,E,1
P1E 23M31250P,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,31250.0,1.0,P,CMG,26925.0,4325.0,-99.99,-99.99,4325.0,0,0,,0.948499,-0.998411,6.716143,-962.10683,3.57e-06,-85.499254,-99.99,2016657247,E,1
P1E 23M31500C,CMG,2023-06-01,BTC 23M,P1E,2023-06-02,4005412,31500.0,1.0,C,CMG,26925.0,1.0,-99.99,-99.99,1.0,0,0,,1.049069,0.002324,10.236351,-1959.755654,4.91e-06,0.168659,-99.99,2016657248,E,1
