datetime,addresses_count_active,DER_inflow_total,DER_netflow_total,DER_outflow_total,DER_reserveusd,DER_transactions_count_inflow,DER_transactions_count_outflow,estimated_leverage_ratio,exchange_whale_ratio,funding_rates,long_liquidations_usd,open_interest,put_oi,call_oi,short_liquidations_usd,SPOT_inflow_total,SPOT_netflow_total,SPOT_outflow_total,SPOT_reserve_usd,SPOT_transactions_count_inflow,SPOT_transactions_count_outflow,taker_buy_ratio,taker_buy_sell_ratio,taker_buy_volume
2017-11-12,917287.0,90041.54058923,-16168.644512069994,106210.1851013,,,,,0.44666204,-0.024645208333333335,,,,,,84203.44445041,14208.579410919992,69994.86503949,7025335362.0540495,57000.0,18843.0,0.51777619,1.07372588,745151027.0
2017-11-13,817534.0,49243.62439738,-2640.157065120002,51883.7814625,,,,,0.45873175,-0.031123808333333332,,,,,,52202.8858338,6330.094279079996,45872.79155472,7141753211.8899975,47286.0,12505.0,0.4975333,0.99018163,389716923.0
2017-11-14,951196.0,39746.11962715,-11009.813075639999,50755.93270279,,,,,0.55288528,-0.024525648333333334,,,,,,61729.59462052,-12042.973587889996,73772.56820841,7787385035.528522,54203.0,17828.0,0.51362193,1.05601374,652909339.0
2017-11-15,903497.0,61946.54719113,481.28363974999957,61465.26355138,,,,,0.43614751,-0.0010031833333333333,,,,,,47641.77603805,5860.880204419998,41780.89583363,8390629939.031993,54076.0,13938.0,0.51927342,1.08018453,702572766.0
2017-11-16,980129.0,170547.51526127,-9385.383771549998,179932.89903282,,,,,0.61749765,0.03195401666666667,,,,,,67098.82253842,20434.174024540007,46664.64851388,8478000154.579149,54415.0,18996.0,0.47494831,0.9045744,748747934.0
2017-11-17,849503.0,205480.57855093,564.9829445599753,204915.59560637,,,,,0.4234661,0.004472986666666667,,,,,,27255.06166504,-21346.74674262,48601.80840766,8386285356.336463,48749.0,14632.0,0.50718262,1.0291492,434684318.0
2017-11-18,908966.0,319222.36350585,7809.1380118399975,311413.22549401,,,,,0.34133931,0.033475718333333335,,,,,,25556.67628329,-964.4464568500007,26521.12274014,8641832428.191969,46751.0,12445.0,0.50375203,1.01512159,403204348.0
2017-11-19,989857.0,96041.27697391,-12213.229697139992,108254.50667105,,,,,0.3172115,0.04781763833333333,,,,,,41037.71806849,2208.888361789999,38828.8297067,8879702152.336855,64290.0,18029.0,0.50802018,1.03260369,438534564.0
2017-11-20,979924.0,96604.9347403,-7354.511032330003,103959.44577263,,,,,0.2940027,0.013914131666666668,,,,,,50184.25658142,-7720.530953300004,57904.78753472,8622280151.11924,68293.0,21707.0,0.4861621,0.94613905,812301644.0
2017-11-21,870876.0,146309.13349018,-11015.62483017001,157324.75832035,,,,,0.26811071,-0.00099427,,,,,,41706.55313608,-2706.9098722599956,44413.46300834,8787057376.606533,60980.0,16690.0,0.49943201,0.99773062,426389160.0
2017-11-22,956721.0,109703.68596248,2559.088770400005,107144.59719208,,,,,0.25946497,-0.012661376666666667,,,,,,47964.00354296,-1052.781746609995,49016.78528957,8565450171.144326,63289.0,16548.0,0.48139562,0.92825215,328569614.0
2017-11-23,907143.0,111867.28204463,6726.888882390005,105140.39316224,,,,,0.40880718,-0.032210173333333335,,,,,,71420.82463238,-1282.9622538300027,72703.78688621,8743173815.450481,57430.0,18405.0,0.5138475,1.05696774,501808935.0
2017-11-24,931680.0,96195.10920844,1859.9464182200027,94335.16279022,,,,,0.27973901,0.014767418333333332,,,,,,35720.7748188,1041.94279619,34678.83202261,9312011420.853687,55741.0,14149.0,0.54321614,1.18921919,489133894.0
2017-11-25,936230.0,53810.64421852,-5536.343111230002,59346.98732975,,,,,0.33553082,0.005622291666666667,,,,,,46026.71829894,6831.7642363600025,39194.95406258,9938580017.16712,59490.0,17687.0,0.51444998,1.05952006,930113604.0
2017-11-26,1057287.0,60993.99960922,6146.865492429999,54847.13411679,,,,,0.3330471,0.04264993,,,,,,53756.72828546,2358.109353449996,51398.61893201,10422843200.60753,73829.0,21024.0,0.50581927,1.02355117,795551746.0
2017-11-27,1025731.0,44887.97311812,-1796.1199014900048,46684.09301961,,,,,0.35315596,0.018417048333333335,,,,,,74486.03212621,10481.019429540007,64005.01269667,10696295638.623903,78977.0,17427.0,0.499674,0.99869685,618086913.0
2017-11-28,1131747.0,56965.71907494,5390.645578450007,51575.07349649,,,,,0.29971039,0.052280751666666674,,,,,,88272.29826847,4593.540905739996,83678.75736273,10621111480.555176,90740.0,16817.0,0.50099602,1.00399202,1748840897.0
2017-11-29,1084885.0,55331.4372587,-3199.523097169993,58530.96035587,,,,,0.42605696,0.00130324,,,,,,64820.28426746,-802.7363913399968,65623.0206588,10848241561.26377,75217.0,19477.0,0.50066288,1.00265503,1147314337.0
2017-11-30,1116245.0,48113.96104418,5781.088495040007,42332.87254914,,,,,0.39966498,-0.00081831,,,,,,47105.21804921,-427.4506194700007,47532.66866868,11742837852.580942,74742.0,20864.0,0.51278683,1.05248968,998917975.0
2017-12-01,942700.0,26119.20568046,-486.5610002499998,26605.76668071,,,,,0.3199892,0.028262361666666666,,,,,,32198.66151824,-2367.0026312699993,34565.66414951,11779815985.67648,61563.0,14754.0,0.50305606,1.01229941,698994483.0
2017-12-02,1016509.0,32791.29328449,1882.3823935299988,30908.91089096,,,,,0.25784626,0.024986041666666667,,,,,,36889.87791903,4825.574956789998,32064.30296224,12125237389.655022,68445.0,15474.0,0.49978425,0.99913738,830911907.0
2017-12-03,1145180.0,46773.66786985,8166.04841517,38607.61945468,,,,,0.31507562,0.012902198333333335,,,,,,36888.82445868,-1909.8924246099996,38798.71688329,12560993092.018429,74043.0,16789.0,0.5075348,1.03060035,781246569.0
2017-12-04,1145916.0,39471.89832595,4453.0691239600055,35018.82920199,,,,,0.44584615,0.018461111666666665,,,,,,52575.49126006,1505.0821401400026,51070.40911992,12614731834.621954,75432.0,19456.0,0.48952255,0.95895037,570376844.0
2017-12-05,1230813.0,42449.6175934,-1678.9717440000022,44128.5893374,,,,,0.45952412,0.004349885,,,,,,78433.85229759,-5448.214078420002,83882.06637601,14873559582.367943,89593.0,19944.0,0.51781742,1.07390321,1129650487.0
2017-12-06,1068971.0,47624.91158301,-6246.014497670003,53870.92608068,,,,,0.42525147,-0.026021261666666667,,,,,,113557.85635565,26764.031599630005,86793.82475602,18420602740.144077,90790.0,17950.0,0.50243682,1.009795,1882015603.0
2017-12-07,1125005.0,67682.11591477,-1510.5810874800081,69192.69700225,,,,,0.36778218,0.0355914,,,,,,82379.67221135,16089.464495120003,66290.20771623,17847446668.51989,89568.0,17183.0,0.48558918,0.94397157,1445210640.0
2017-12-08,1187736.0,68558.92468172,-504.74218672999996,69063.66686845,,,,,0.32494062,0.055261631666666665,,,,,,47243.41914093,11083.192357569998,36160.22678336,16791645807.875343,84343.0,14998.0,0.48214627,0.93104721,895831019.0
2017-12-09,1077265.0,47686.48293957,-2139.0115349400003,49825.49447451,,,,,0.41387217,0.043982813333333336,,,,,,42249.66480915,413.73353303000476,41835.93127612,17033659424.85863,68287.0,12857.0,0.49902071,0.99609048,1165188248.0
2017-12-10,1153418.0,60007.15121589,5515.611538210003,54491.53967768,,,,,0.39471398,0.0625,,,,,,45318.99704562,-6976.098646639999,52295.09569226,18764038187.95298,77268.0,16882.0,0.49505563,0.98041617,822340812.0
2017-12-11,1096932.0,48304.74704467,11498.549973020003,36806.19707165,,,,,0.33409584,0.0625,,,,,,57240.16502324,-2928.3412672900013,60168.50629053,18882538275.67536,84892.0,17540.0,0.50179405,1.00720206,812220800.0
2017-12-12,1261348.0,49372.96096731,8353.25928333,41019.70168398,,,,,0.41501,0.047655554999999995,,,,,,66946.68194283,14913.755038639996,52032.92690419,18463528368.492413,102636.0,19302.0,0.48324939,0.93516945,841191020.0
2017-12-13,1283929.0,43661.77455841,8225.993999809994,35435.7805586,,,,,0.42099766,0.04070769666666667,,,,,,75058.56687923,6939.437438969995,68119.12944026,18883269571.812595,135334.0,19357.0,0.51244039,1.05103126,536059816.0
2017-12-14,1179829.0,36848.04900851,-811.4546545899939,37659.5036631,,,,,0.45217767,0.05703674833333333,,,,,,64967.17177739,-1186.1674726700003,66153.33925006,19942729080.264603,101184.0,18330.0,0.49823412,0.99296132,751384735.0
2017-12-15,1136363.0,28599.81032155,5088.195786430002,23511.61453512,,,,,0.37883904,0.0625,,,,,,39582.16418472,-2865.180204669996,42447.34438939,22070274931.000404,84965.0,15892.0,0.5263984,1.11147934,750544876.0
2017-12-16,1176110.0,37686.51623164,9322.49054156,28364.02569008,,,,,0.24412248,0.0625,,,,,,36154.05910468,1748.7304715999999,34405.32863308,21673910827.633827,94405.0,16992.0,0.49165199,0.96715633,893316116.0
2017-12-17,1197857.0,42775.91575113,2964.5875019399973,39811.32824919,,,,,0.3404414,0.038913761666666664,,,,,,60447.11257134,1719.6359820600046,58727.47658928,21526907619.93651,96549.0,17797.0,0.50028705,1.00114885,903877262.0
2017-12-18,1048091.0,48422.34162843,5382.045491739998,43040.29613669,,,,,0.35893723,0.044020475,,,,,,66065.1822075,1350.099783379992,64715.08242412,20005034977.969402,94405.0,14012.0,0.47511115,0.90516527,885744256.0
2017-12-19,1025885.0,49578.84219914,11287.723005060005,38291.11919408,,,,,0.43113458,-0.007719178333333333,,,,,,88728.38310958,32865.13711946,55863.24599012,19337521570.00022,99337.0,13289.0,0.49855077,0.99421984,1230466247.0
2017-12-20,1002360.0,50238.19530092,7497.546623889997,42740.64867703,,,,,0.31407291,0.029716516666666665,,,,,,66499.2559447,6461.310020469995,60037.94592423,18347612893.116096,95208.0,13202.0,0.50759398,1.0308444,839353519.0
2017-12-21,1112381.0,71602.10459023,19254.063546289995,52348.04104394,,,,,0.32127933,0.01649840333333333,,,,,,85226.78576929,17686.776136030006,67540.00963326,16065168718.380121,107666.0,21734.0,0.47629582,0.90947492,1661089193.0
2017-12-22,980574.0,40868.9657058,-780.9744252899982,41649.94013109,,,,,0.29597484,-0.051294559999999996,,,,,,52312.50183915,6179.826144269995,46132.67569488,17114645448.526215,84262.0,19142.0,0.49855947,0.99425444,736820735.0
2017-12-23,1023773.0,38752.79420606,4870.188121030005,33882.60608503,,,,,0.2748717,-0.0625,,,,,,46902.5423441,8272.287494200005,38630.2548499,16322240944.614386,69423.0,10879.0,0.52582867,1.10894237,874198374.0
2017-12-24,879901.0,30199.64850475,-7012.563771930003,37212.21227668,,,,,0.29526594,-0.04288888833333334,,,,,,42112.42087542,7105.842982369999,35006.57789305,16871316745.541191,58663.0,9391.0,0.49802539,0.99213262,496156892.0
2017-12-25,912401.0,35307.47884543,1665.8788302800021,33641.60001515,,,,,0.2804203,-0.020746528333333333,,,,,,54916.25885376,7840.142101019999,47076.11675274,19177088528.72918,61938.0,13533.0,0.50878804,1.03578103,699613900.0
2017-12-26,1032417.0,44947.95547226,2127.107631830004,42820.84784043,,,,,0.32342211,0.059389873333333336,,,,,,68088.37004936,3045.328837220004,65043.04121214,19043445753.237812,75656.0,14277.0,0.48860574,0.95543846,626019046.0
2017-12-27,1003665.0,44794.19646318,-110.23481701999845,44904.4312802,,,,,0.3785608,0.0058623266666666665,,,,,,62832.41065273,-2652.4391146199996,65484.84976735,19601067941.04751,73973.0,13374.0,0.47817051,0.91633479,634413189.0
2017-12-28,1094029.0,42140.986935,4623.585343899998,37517.4015911,,,,,0.42759716,0.021774964999999997,,,,,,77390.52915337,-21033.68772072,98424.21687409,19800263738.500954,86940.0,15948.0,0.50612231,1.02479284,443578837.0
2017-12-29,1009195.0,43808.94548356,-4961.663957330005,48770.60944089,,,,,0.29047931,-0.039336191666666666,,,,,,68263.14080689,13180.757298000004,55082.38350889,17640890528.608604,87828.0,14177.0,0.50406959,1.01641196,764215498.0
2017-12-30,1007352.0,32662.5144858,6080.7850969699975,26581.72938883,,,,,0.3223463,-0.03657917833333333,,,,,,44755.44651053,-4106.095219560004,48861.54173009,19084307647.454884,63475.0,12069.0,0.51794188,1.07443868,421814797.0
2017-12-31,966713.0,31700.35289891,-9012.166650469997,40712.51954938,,,,,0.26947895,0.013642176666666667,,,,,,34887.30222936,-307.77372930000274,35195.07595866,18476297295.288452,55319.0,10660.0,0.50188186,1.00755587,320681802.0
2018-01-01,1142472.0,47814.855397,11689.91402199,36124.94137501,,,,,0.28040711,0.019674595,,,,,,70932.46799053,1404.2315370300057,69528.2364535,20208119153.195797,80693.0,16367.0,0.5160178,1.06619167,466562470.0
2018-01-02,1132612.0,51704.30900789,7716.920140199996,43987.38886769,,,,,0.24483441,0.049973159999999996,,,,,,64438.03423151,-7215.540696879994,71653.57492839,20413515858.54554,93091.0,15581.0,0.50767861,1.03119347,412583575.0
2018-01-03,1253400.0,64811.53171628,8834.119091429995,55977.41262485,,,,,0.27713604,0.022676666666666664,,,,,,83379.88146428,-2953.880564470004,86333.76202875,20408822273.762173,100871.0,16525.0,0.49329806,0.9735468,401614751.0
2018-01-04,1068678.0,62026.38492371,8742.869280840001,53283.51564287,,,,,0.35946898,0.030569155,,,,,,92207.82909095,15819.943227750002,76387.8858632,22875141970.872967,86251.0,14699.0,0.53039092,1.12943073,536018950.0
2018-01-05,1171166.0,46256.90899078,467.714820950001,45789.19416983,,,,,0.19403034,0.010853495,,,,,,56564.81296365,7072.086505129999,49492.72645852,23216347156.937412,87043.0,14217.0,0.50751624,1.03052379,387896441.0
2018-01-06,1127779.0,47429.78295903,948.0409092200061,46481.74204981,,,,,0.20998382,0.047549155,,,,,,45027.3482216,57.10115019999648,44970.2470714,22090097310.20592,89014.0,14882.0,0.46129819,0.85631455,398257972.0
2018-01-07,1158259.0,52240.41674367,4661.436063450004,47578.98068022,,,,,0.24036941,0.027539248333333335,,,,,,58126.80471898,-3647.0423978000035,61773.84711678,20518150698.763508,86456.0,15826.0,0.47917837,0.92004313,706079245.0
2018-01-08,1150333.0,55259.20543451,3445.1116049099946,51814.0938296,,,,,0.35310022,0.0033267016666666664,,,,,,74164.34117417,3275.293091129992,70889.04808304,19842133520.6812,86672.0,17433.0,0.48263117,0.93285708,482160228.0
2018-01-09,1125371.0,71254.30934545,13722.935822580002,57531.37352287,,,,,0.32925884,0.0025479866666666667,,,,,,80451.2491714,-5053.36094269999,85504.6101141,20274498964.458103,81514.0,16065.0,0.51740468,1.07212951,597425496.0
2018-01-10,1223977.0,50955.85706298,-5776.326756659997,56732.18381964,,,,,0.25984075,0.009643726666666666,,,,,,72598.06221555,3416.035418330008,69182.02679722,18473170698.547535,79375.0,14281.0,0.47689881,0.911676,722327566.0
