model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.067323,0.081286,2.800847,3.172408,0.14888
lgbm_dart#2,0.058048,0.068704,2.387461,2.739431,0.147117
rf#2,0.056956,0.069619,2.76568,3.051628,0.143545
L-En,0.040616,0.047962,3.369658,3.816058,0.074088
lgbm_gbdt#1,0.040102,0.062282,1.967119,2.54886,0.159782
elasticnet#2,0.020906,0.03923,2.155091,3.402153,0.060694
lasso#2,0.020025,0.03894,2.344453,3.475538,0.062444
pcr#1,0.000465,-0.000595,-1.378235,-2.50131,-0.005462
ffn#1,-0.039489,0.060228,-0.279833,2.408687,0.125671
pls#2,-0.076315,-0.019627,-1.496359,0.363366,0.136521
ridge#1,-0.102882,0.04609,-4.052126,2.938787,0.05013
