date,L-En,N-En,elasticnet#1,elasticnet#2,ffn#1,ffn#2,lasso#1,lasso#2,lgbm_dart#1,lgbm_dart#2,lgbm_gbdt#1,lgbm_gbdt#2,pcr#1,pcr#2,pls#1,pls#2,rf#1,rf#2,ridge#1,ridge#2
2023-03-03,-0.19168323548797983,-0.0833301251707601,-4.440892098500626e-16,-4.440892098500626e-16,-0.1824775781532617,-0.4213318848984635,-4.440892098500626e-16,-4.440892098500626e-16,-0.15093728386048944,-0.044710995594752,-0.013980484714358976,0.05040663406441859,0.0003092367558419351,0.00030719350169439164,-1.1005503031839297,-1.7632903042134687,-0.15088290112344183,-0.11067110584202866,-1.2101935478028834,-1.2595067175445385
2023-03-06,-0.7515094816593668,-0.3614724175647117,1.1102230246251565e-16,1.1102230246251565e-16,-0.4856358982950786,-0.6762241935730209,1.1102230246251565e-16,1.1102230246251565e-16,-0.3408462844041058,-0.04357870919042495,-0.4725946155289664,-0.26365715992941574,-0.1852494343392379,-0.18526931080113496,-1.6126868713478606,-2.710869842022726,-0.39643746988545403,-0.32459667733572095,-2.5314165071401216,-2.577370108110097
2023-03-07,-0.8744425209175415,-0.6815312194360215,2.220446049250313e-16,2.220446049250313e-16,-1.2851668481381782,-0.7297534128497261,2.220446049250313e-16,2.220446049250313e-16,-0.4646689375916444,-0.18896008055299562,-1.1438202237115003,-1.3002449461176488,-0.2353851804855842,-0.2354105923610339,-2.5090440871110937,-3.993392411921807,-0.426879986095398,-0.4842892140687727,-3.4485445705584237,-3.531966884038252
2023-03-08,0.10854156595945397,0.09843104056079566,-2.220446049250313e-16,-2.220446049250313e-16,0.15670918099549302,0.14950924611281813,-2.220446049250313e-16,-2.220446049250313e-16,0.06742481028089142,0.015892898788252507,0.09418761956381072,0.06512043814551216,-0.05850386409426522,-0.05850666038796826,0.07645455675946411,0.10401406640224053,0.052739463227477135,0.061329146733623,0.20813344569028724,0.20593419347820463
2023-03-09,0.40506008723849163,0.41582850242575053,0.0,0.0,0.6367010653216881,0.5119899566852646,0.0,0.0,0.2437469901255953,0.17440368506588044,0.48466012924800395,0.23103852691919158,0.028347292080422637,0.02835317861084763,0.6443433342607944,0.7455836138551721,0.3971440526551204,0.345006357324781,0.6728967112584168,0.6794172968942889
2023-03-10,0.07767494072225889,0.15901640627339275,0.0,0.0,0.41824721721064995,0.18005953050439316,0.0,0.0,0.0961906192766071,0.06199266014105542,0.1485582096361232,0.10631801138360808,-0.03401464252222408,-0.03401665747421179,0.17308234153637836,0.26962606979616255,0.12038896047980818,0.09197983830446199,0.17293716386112423,0.17123679989858065
2023-03-13,0.6087763805066966,0.22627926024868428,0.0,0.0,0.651166369455263,0.47697493540204317,0.0,0.0,0.17134098448712065,0.05601702876311632,-1.2642726082048665,0.046697334398729695,0.5414512003844317,0.5414825894228725,0.8905277056620835,0.8782295830552648,0.5504191163040311,0.40578892366898545,0.7451980565044996,0.7553239777545369
2023-03-14,0.019739946494423122,0.008524810062685018,0.0,0.0,0.020946211837773343,0.02563545421768476,0.0,0.0,0.006775192320701895,0.00136106124560742,-0.0040819185934151125,-0.004192619960979416,-0.003792480604267068,-0.003792512565130579,0.050783260554917775,0.07349229286221814,0.011093029986481207,0.008779432652918251,0.0347454239098679,0.03473827253698358
2023-03-15,-0.06022355773947785,-0.036628274607288125,0.0,0.0,-0.105264319734651,-0.09974553466180702,0.0,0.0,-0.021574379302423008,-0.015291123279852714,-0.08270502454708617,-0.008230830367261355,-0.06508227772629427,-0.06509159755916105,-0.7210362531618677,-0.8041527598773073,-0.17789665780235975,-0.07574204114859251,-0.365894912327682,-0.37349208869649586
2023-03-16,0.027939142511798964,0.015844374342546708,0.0,0.0,0.04134302301888182,-0.01009655178947022,0.0,0.0,0.004790874227612929,-0.0019030804983188876,0.01676492280326436,-0.0011517781081782363,0.03802654577423559,0.0380286839439381,0.06630782772550081,0.06726265752649885,0.03714627349290678,0.02210232406517243,-0.01702314281502315,-0.016789051649980236
