date,L-En,N-En,elasticnet#1,ffn#1,lasso#2,lgbm_dart#2,lgbm_gbdt#2,pcr#2,pls#2,rf#1,ridge#2
2023-03-03,-10.210043178163136,-25.705921586030215,-3.8280238054837508,-28.960262474307505,-4.462929913154704,-26.690440050516095,-16.89120771061034,-5.734419081831046,-27.653987490337194,-43.228244155159,-15.431155765864819
2023-03-06,0.06738827504028067,0.14216074365309983,0.04441515728995482,0.0770926420767093,0.04750502057563544,0.14314065760683092,0.1615279167363276,0.05733755517920758,0.10310929167084282,0.1937283920336671,0.047826640069049686
2023-03-07,0.05477316957504408,0.10596077205304821,0.03174679881426823,0.10446772124396453,0.03381643510507981,0.0974676481072454,0.10451517746198391,0.045302732261267575,0.09724674978917025,0.12629669979753344,0.05483732336500691
2023-03-08,0.10652268837588885,0.1403054244283075,0.13561774164696594,-0.3201624500543234,0.15488782620651909,0.1746540414234885,0.0721241689646328,-0.14202502903050518,0.13627872283142584,0.24285876532089112,0.18792986795619848
2023-03-09,-3.7945372435571043,-16.633216827854497,-0.5342323580330881,-9.543941078374681,-1.1913334371073274,-16.471452730055727,-25.34723351428367,-1.0531539151375244,-29.727582684479344,-43.782228510943575,-91.19303827094296
2023-03-10,0.07176131711283451,0.28985695032301795,0.08901459205334794,0.25132378629887175,0.09325724498167576,0.3097307641490574,0.27608961178406854,0.03650955675872558,0.3099243789169518,0.3525799442036214,-0.20189742598254012
2023-03-13,0.3660879535791596,-0.7933895161409417,0.7586224325022644,-4.503700821943024,0.7611721153912694,-0.16906544641876886,0.5103198620944145,0.5746648282218181,-2.557137528461449,-1.6656776375717661,-0.9581670540182428
2023-03-14,-8.808732609793124,-36.75685223925628,-4.09072550623358,-39.91910497856089,-4.318305684085364,-35.657201469413074,-42.95835694996218,-3.279944153427901,-38.39714029764663,-44.89967654302227,-11.226155178694615
2023-03-15,0.17449877918288326,0.2575194503344318,0.0865843157489753,0.31118970608600216,0.09011593070363022,0.2242392991094725,0.19655565749249826,0.14725937872973294,0.30434717547793644,0.30763344076979793,0.22277386563878498
2023-03-16,0.9411573398388294,-0.37350100342632087,0.880931210861232,0.36859443620693966,0.9027757707308302,-1.3824946394130873,-1.8814578069603298,0.8643557365974718,-0.10219000394334277,-0.9888392487482922,0.7745816747433173
2023-03-17,0.09506805680090136,-0.03463272854328081,0.07135503359694795,-0.3186228505195252,0.07265357697073016,0.09485924962363268,-0.006601996881206995,0.08340134134105981,-0.11537199458858138,-0.2166978109126947,0.1163806036048417
2023-03-20,-51.75647451592416,-138.93093738233077,-15.23615807562139,-256.75878680075726,-16.132397154750834,-76.77649618367572,-130.80121887786015,-36.154207352095526,-191.61589984449995,-190.6833681360033,-76.6166789886704
2023-03-21,-1.1779557845778688,-2.7329888120337027,-0.8807822246438608,-3.6982615677424375,-0.8573970218119455,-1.0375931701965362,-3.970918469042685,-1.2635558525496542,-3.496968362617218,-5.874089346755773,-1.4561146087496875
2023-03-22,0.11470063736425196,0.19651737735977115,0.05006236030735656,0.2364842319773045,0.05274633490596525,0.20269696852584906,0.20348704272045315,0.08084599185778363,0.22141087254632852,0.1847524018736747,0.16829475812002437
2023-03-23,-0.8358378040547696,-5.823842446509362,-1.4797187548050994,-1.95775840091002,-1.7586898674223042,-17.010828315807352,-9.522699806003992,-1.0193177104138589,-3.6652556370816285,-10.612460120985178,-1.7838167128845264
2023-03-24,0.0968731297696076,0.18194383085528065,0.0532350336240518,0.1802190595509351,0.056347254838783334,0.21555879970542358,0.11216879990490769,0.07723929999679502,0.20580601274944588,0.25729753950893,0.08876834644227005
2023-03-27,0.28957727329478855,0.5480460847819963,0.1795795510989311,0.2702927016277492,0.20527981989783128,0.28521539247438266,0.5815403031206983,0.23443042433470018,0.24569291082707212,0.6771824213227775,0.23201790220895802
2023-03-28,-3.140423195124254,-13.838206376320736,0.4621141088043341,-13.74416999034683,0.041134635308295864,-22.016011723045697,-17.239723089763547,-0.9367820402862876,-21.753354537876522,-7.311894357796712,-2.4320539740170988
2023-03-29,0.04238864420509092,0.08595151625178443,0.03245746920218051,0.1035792133731106,0.034792484560034254,0.09706683456235854,0.06132555206325385,0.019876745465775003,0.09628036767338144,0.09346405383299394,0.02834008127515586
2023-03-31,-0.4236437781407354,-1.2246672800260385,-0.3398032048886541,-1.0077834373370864,-0.46536891014728266,-1.318240716307998,-1.2096898870645663,-0.2195813189606639,-2.005989354100304,-1.3502298492761655,-0.4332995725365556
2023-04-03,-0.6605274014729481,-0.6028277704686074,-0.7521957023147543,0.09301931661640672,-0.6959687671978627,-0.6874001634884179,-0.8587416111574566,-1.9782963623022396,-0.8258210706473972,-1.4685128918258794,0.15652492080268166
2023-04-04,0.20705384795089476,0.19802576050628284,0.14039769547464676,0.20316931054744714,0.11767381684807332,0.18162336256871714,0.22076899229190516,0.170542973039426,0.3566944383691961,0.22415492690909755,0.23442115721606316
2023-04-05,0.37510131842637395,0.11787562443990307,-0.11058706530511064,0.3978849937441078,-0.16391605341712578,0.018355609421971564,0.10198833704976829,0.10323832394609112,0.8737750802838564,-0.17083413678988024,0.80384143240405
2023-04-06,0.09740162651844719,0.1065010540128305,0.04950510245404527,0.10028575446594457,0.043092601613765824,0.10595310984898143,0.0896577982685336,0.07496158875225112,0.15950865252746826,0.16683722834449266,0.15126006972461592
2023-04-07,0.5445319126434183,0.08558733103228644,0.46187893993658125,0.312939372196522,0.4729730995982505,0.05803810922882202,-0.043105675157238066,0.7703565873907295,-0.03660555065472049,-0.352325476965172,-0.5860532743802414
2023-04-10,0.1095499186480402,0.18111787402079138,0.06424569977417927,0.16696711478336024,0.05201647903113604,0.2586056752264094,0.19370507450075802,0.10156709675459896,0.18279537717979755,0.17819877212599955,0.1353387817841828
2023-04-11,-0.9912172498738998,-1.0000078174180933,-1.111649091140237,-0.007411225558711099,-0.932905568110872,-1.0264294168524,-1.2448255368142052,-0.6540595012863839,-2.9091889492412926,-3.132704264580295,-0.561485497750499
2023-04-12,0.17400912472181063,-0.2761977695695448,0.18319265731544743,-0.4250209235905249,0.16960568853452485,-1.1058535775626095,-0.36974726221744003,0.10687213048385458,-0.3122255585425744,-0.45636603650763496,0.11853689244747279
2023-04-13,0.10202732566288475,0.19197718250221962,0.08115332694381949,0.10949408905602398,0.06805437905255363,0.2153502249998167,0.246577592992839,0.057667721662569615,0.1959400890017281,0.24628296885566758,0.11689749613698897
2023-04-14,-2.0489914685646546,-3.0247011659385477,-1.575130455292225,-3.8928607124839782,-1.4790097652235286,-2.2867019837555653,-2.169327431808081,-1.6677685142848584,-7.1669317412683675,-5.656691130009769,-1.3559767935365485
2023-04-17,-5.920242910323232,-25.964276798217142,-2.47376952896668,-29.118499969756506,-1.3897427707902072,-15.886201417504044,-29.94442291521338,-9.256722078091293,-56.50281004233199,-52.498826072745814,-7.501486755729662
2023-04-18,0.09637314763548888,-0.662110987761251,-0.15245660201059974,0.09394749990993967,-0.096383940700288,-0.8403335368250751,-0.6462049324667056,0.22593704123156932,-0.415245406995449,-2.3856029052939824,-0.014649830678634013
2023-04-19,-1.6106852962250087,-2.357127166677711,-0.9440467788050704,-2.0353750931413046,-0.7710612841205999,-1.5703892633171344,-1.5522571480925054,-0.8777382250801693,-4.052076439678719,-4.573461906593675,-2.436873509464112
2023-04-20,0.11728144200629231,0.053511719673626446,0.05197581193726619,0.07258959010417876,0.04819873052887158,0.07138258040824574,0.11225000869688706,0.08539157354737814,-0.005769774626301016,-0.10160723680527495,0.24379042310723043
2023-04-21,0.07668934066354738,0.023529099988903734,0.039623310898945885,0.08301166927591708,0.03554355547309329,0.019349301063866564,-0.02671229725552715,0.058861482743861826,-0.05067222953363837,-0.006460163068721103,0.15360135862720703
2023-04-24,-13.716050523311958,-54.61426316378182,-4.453221476376968,-45.71626960478963,-3.4172740027528548,-66.32529967470363,-99.59676525695079,-8.233051143025149,-63.18912325942016,-60.7997874814651,-14.985286724003885
2023-04-25,0.27901126931364906,-3.278815429993222,0.5835539066205309,-4.802021842566155,0.5487972976951365,-3.643199336190392,-6.549604373538837,0.46280077526442664,-5.18800359727224,-2.16644391428733,-0.6070808615587138
2023-04-26,0.0417326411577813,0.07054639871208357,0.035987733183124426,0.07339869746396421,0.030714119112315696,0.07829646124584067,0.08377984906562841,0.039082929228258956,0.08702735162500774,0.06223346660472928,0.0004341778037466604
2023-04-27,-0.15666126355496623,-0.5488992709591345,-0.12551612726776984,-0.5898815322032838,-0.1215914592969678,-0.67152564923715,-0.4465907947951633,-0.10862726185531524,-0.6588699861632621,-0.5920194662816336,0.1373022284774742
