model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.9529857366081563,"[-1.9511347930499188, 0.04516331983360611]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.6437182412497151,"[-1.337007387233399, 0.049570904733968635]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.8696418626080621,"[-1.7857086401665767, 0.046424914950452534]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.9581796803000077,"[-1.9614394173594651, 0.045080056759449816]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-1.0628033068189913,"[-2.168707191825785, 0.04310057818780233]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.7889394433388159,"[-1.625451283309641, 0.04757239663200907]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-1.0554160447919894,"[-2.1541054379525706, 0.043273348368591646]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.29325933006520044,"[-0.6413536789608927, 0.0548350188304918]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.1862376836818898,"[-0.4300226519999715, 0.05754728463619185]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-1.0799679381807448,"[-2.202605745291355, 0.04266986892986546]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.4807924033576311,"[-1.0134014798451827, 0.05181667312992044]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.9780384604361084,"[-2.000830905102827, 0.044753984230610167]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.9258085910906961,"[-1.8972053133079, 0.045588131126507836]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.23977502419048646,"[-0.5355664442383483, 0.05601639585737539]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-1.233659755551865,"[-2.5086701935007456, 0.04135068239701567]",3,1,60,True,
