model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.13739,0.100643,1.573141,1.566405,0.168202
N-En,0.135334,0.095569,1.693677,1.715823,0.157107
lgbm_dart#1,0.12222,0.097452,1.603075,1.841678,0.153429
rf#2,0.115896,0.09123,1.699819,1.771965,0.151929
rf#1,0.110227,0.088653,1.544854,1.63485,0.166591
ffn#1,0.109108,0.085021,1.341487,1.520032,0.158661
ffn#2,0.107831,0.08477,1.334099,1.517721,0.158327
lgbm_gbdt#1,0.097196,0.077921,1.566538,1.712394,0.124149
lgbm_gbdt#2,0.093021,0.060621,1.441518,1.352861,0.136614
pls#2,0.084461,0.063895,1.275179,1.432459,0.167942
L-En,0.081382,0.054363,1.905338,1.959282,0.093808
pls#1,0.079339,0.072304,1.110111,1.649326,0.151329
elasticnet#2,0.055392,0.03345,1.827817,2.057967,0.055993
elasticnet#1,0.053689,0.034474,1.913296,2.204558,0.051626
lasso#2,0.051371,0.03038,1.847628,2.059392,0.054323
lasso#1,0.051315,0.030447,1.850009,2.064398,0.054192
pcr#1,0.037312,0.04906,1.603601,2.180771,0.07007
pcr#2,0.037312,0.04906,1.603601,2.180771,0.07007
ridge#1,-0.077031,0.042347,0.326517,1.602062,0.094827
ridge#2,-0.078411,0.042896,0.313838,1.600119,0.096176
