model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.168202,0.137301,1.988041,2.127846,0.147732,0.168202
pls#2,0.167942,0.116062,1.900624,2.254301,0.150223,0.167942
rf#1,0.166591,0.13666,2.023502,2.169494,0.149751,0.166591
ffn#1,0.158661,0.126124,1.77697,2.213192,0.147504,0.158661
ffn#2,0.158327,0.126213,1.775137,2.211362,0.147351,0.158327
N-En,0.157107,0.124133,1.996713,2.255648,0.139256,0.157107
lgbm_dart#1,0.153429,0.114189,2.08017,2.264398,0.132583,0.153429
rf#2,0.151929,0.115673,2.070201,2.248844,0.131552,0.151929
pls#1,0.151329,0.10154,1.905242,2.356501,0.134272,0.151329
lgbm_gbdt#2,0.136614,0.113245,1.764849,2.041151,0.117348,0.136614
lgbm_gbdt#1,0.124149,0.101274,2.09311,2.37649,0.111719,0.124149
ridge#2,0.096176,0.091664,1.479872,2.378754,0.080185,0.096176
ridge#1,0.094827,0.090317,1.477477,2.387835,0.079199,0.094827
L-En,0.093808,0.066142,2.062896,2.552946,0.080236,0.093808
pcr#1,0.07007,0.047388,2.059121,2.617086,0.056341,0.07007
pcr#2,0.07007,0.047388,2.059121,2.617086,0.056341,0.07007
elasticnet#2,0.055993,0.035324,2.343689,2.713919,0.051042,0.055993
lasso#2,0.054323,0.033025,2.401018,2.741825,0.04876,0.054323
lasso#1,0.054192,0.032944,2.402634,2.742875,0.048616,0.054192
elasticnet#1,0.051626,0.03216,2.407978,2.74287,0.046159,0.051626
