model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.22962632314386444,"[-0.2669148176270837, -0.1923378286606452]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.10896796827031008,"[-0.049668482872213815, -0.16826745366840634]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.18044227943221713,"[-0.17225712638403157, -0.1886274324804027]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.23365515131495707,"[-0.2748019319770896, -0.19250837065282456]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.3888048341670002,"[-0.5835282799175345, -0.19408138841646583]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.1487211908507362,"[-0.11420081606539201, -0.1832415656360804]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.3679331089836988,"[-0.5417395235342595, -0.19412669443313813]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.03431763074807653,"[0.01683373901900398, -0.08546900051515705]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.004194365595076688,"[0.02861343972852981, -0.037002170918683186]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.4535193710464288,"[-0.7132167622221339, -0.1938219798707237]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.07486765546884078,"[-0.009331135603728447, -0.1404041753339531]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.25068738507095634,"[-0.3082827546064022, -0.19309201553551048]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.21080167172954345,"[-0.2302750793378754, -0.1913282641212115]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.020257608785872627,"[0.0226896010797758, -0.06320481865152106]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-1.335120748189202,"[-2.478491536482586, -0.19174995989581833]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-1.2642079670789585,"[-2.336616174666264, -0.1917997594916534]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-1.5787154222892776,"[-2.9658091106507514, -0.19162173392780368]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.058299034820249285,"[0.003700405213071467, -0.12029847485357004]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.08050198724621394,"[-0.01472605271512184, -0.14627792177730603]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.04321404778862803,"[0.012554837712984934, -0.098982933290241]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",0.002123690989435323,"[0.030837446649989886, -0.02659006467111924]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.07182107197471876,"[-0.006626946525532196, -0.13701519742390533]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.3339740054654906,"[-0.47382879405585787, -0.19411921687512335]",3,1,60,True,
